683,875,652,587,757,627,398,154,748,892,673,686,125,348,849,891,930,997,453,480,978,820,240,301,733,120,142,538,132,376
260,875,301,661,132,652,885,154,22,650,892,355,262,849,810,535,365,232,57,247,828,820,240,283,42,733,538,683,376,163
352,875,652,436,587,268,154,650,989,707,892,802,901,118,377,849,345,852,930,810,86,307,209,820,263,163,120,127,683,376
875,258,885,723,356,44,237,857,377,354,502,849,873,535,868,274,365,363,13,245,307,209,872,938,42,120,416,683,820,970
352,711,961,271,213,154,748,449,355,85,845,14,125,849,822,345,873,108,365,439,813,828,820,209,167,970,120,733,376,683
924,875,920,622,258,723,564,718,892,901,653,262,354,95,274,876,365,159,996,232,350,10,307,163,820,301,733,120,538,683
988,875,754,622,587,501,256,627,154,748,892,237,673,14,849,891,822,873,810,535,876,232,245,680,307,820,293,733,127,132
352,200,806,587,757,154,847,673,355,802,262,270,354,849,762,822,930,900,108,997,365,480,350,363,10,820,733,120,376,683
754,258,723,885,803,256,627,154,67,892,802,433,452,849,481,95,900,365,13,86,307,820,938,301,42,120,661,683,127,167
875,652,885,719,757,790,67,44,901,262,125,471,386,377,849,95,822,181,618,143,844,828,938,293,733,167,301,127,683,376
42,875,754,652,258,885,961,398,790,707,217,355,262,491,849,822,95,876,535,943,232,996,820,733,327,301,127,376,642,683
81,920,695,723,885,718,398,748,847,901,761,801,354,873,267,108,181,505,930,156,480,728,10,240,733,301,142,683,376,499
78,695,622,652,587,258,961,757,609,154,388,707,892,355,857,452,849,528,997,383,365,978,820,938,167,301,120,538,127,683
875,652,723,874,587,609,989,707,892,901,118,262,386,528,25,810,210,997,108,365,580,996,828,10,307,820,733,167,301,683
352,988,885,587,627,718,154,989,892,355,895,644,14,471,502,528,274,997,932,365,232,350,307,820,938,167,538,376,683,499
597,258,885,587,961,627,154,748,892,355,687,756,14,106,801,386,354,125,453,997,365,996,13,363,728,828,820,167,120,658
924,875,597,885,30,587,627,271,154,892,802,895,686,817,857,354,849,822,876,535,997,573,159,480,86,163,167,120,683,499
499,875,20,258,734,627,356,271,426,523,686,262,270,354,95,876,274,911,143,393,13,10,820,236,205,120,301,683,376,127
352,875,258,723,627,154,213,388,847,451,237,355,118,452,793,822,481,900,535,181,108,453,580,996,307,167,120,661,376,759
875,754,652,199,587,22,650,44,673,118,377,849,762,822,891,900,481,108,505,365,363,307,820,163,733,293,167,661,683,642
