1000 2000 8 0
1000 2000 12 0
1000 2000 10 0
1000 2000 9 0
1000 2000 12 0
1000 2000 7 0
1000 2000 10 0
1000 2000 12 0
1000 2000 13 0
1000 2000 10 0
1000 2000 11 0
1000 2000 6 0
1000 2000 13 0
1000 2000 10 0
1000 2000 9 0
1000 2000 10 0
1000 2000 10 0
1000 2000 18 0
1000 2000 15 0
1000 2000 8 0
1000 2000 12 0
1000 2000 4 0
1000 2000 14 0
1000 2000 13 0
1000 2000 12 0
1000 2000 9 0
1000 2000 13 0
1000 2000 13 0
1000 2000 8 0
1000 2000 9 0
1000 2000 13 0
1000 2000 8 0
1000 2000 13 0
1000 2000 9 0
1000 2000 13 0
1000 2000 13 0
1000 2000 10 0
1000 2000 11 0
1000 2000 11 0
1000 2000 11 0
1000 2000 9 0
1000 2000 12 0
1000 2000 11 0
1000 2000 11 0
1000 2000 14 0
1000 2000 12 0
1000 2000 16 0
1000 2000 12 0
1000 2000 15 0
1000 2000 9 0
1000 2000 19 0
1000 2000 8 0
1000 2000 5 0
1000 2000 12 0
1000 2000 14 0
1000 2000 11 0
1000 2000 7 0
1000 2000 16 0
1000 2000 7 0
1000 2000 11 0
1000 2000 11 0
1000 2000 4 0
1000 2000 11 0
1000 2000 10 0
1000 2000 10 0
1000 2000 14 0
1000 2000 9 0
1000 2000 11 0
1000 2000 7 0
1000 2000 16 0
1000 2000 10 0
1000 2000 8 0
1000 2000 9 0
1000 2000 9 0
1000 2000 15 0
1000 2000 12 0
1000 2000 11 0
1000 2000 9 0
1000 2000 7 0
1000 2000 9 0
1000 2000 6 0
1000 2000 9 0
1000 2000 8 0
1000 2000 9 0
1000 2000 6 0
1000 2000 12 0
1000 2000 8 0
1000 2000 15 0
1000 2000 13 0
1000 2000 7 0
1000 2000 19 0
1000 2000 13 0
1000 2000 13 0
1000 2000 11 0
1000 2000 9 0
1000 2000 13 0
1000 2000 9 0
1000 2000 11 0
1000 2000 10 0
1000 2000 7 0
