826,72,410,37,944,699,136,335,426,449,73,489,294,408,646,536,185,777,547,554,424,629,698,372,680,364,88,476,236,999
867,122,465,711,734,53,976,450,899,368,845,749,653,262,471,494,481,880,620,472,212,66,382,598,836,396,129,744,919,211
514,223,920,864,941,807,362,313,892,558,146,708,954,162,494,681,77,894,975,705,935,505,573,825,363,54,788,229,414,468
465,362,947,175,768,344,189,756,644,554,954,617,635,930,535,677,825,70,982,318,332,884,908,263,981,832,309,317,940,658
706,230,775,896,984,255,803,579,160,47,418,217,653,671,112,935,602,717,980,439,372,982,401,375,760,205,87,739,743,999
819,781,315,134,767,419,615,848,85,467,222,459,51,61,29,931,495,888,472,246,580,702,372,70,128,974,168,743,158,257
624,429,465,754,258,826,486,302,41,855,478,214,153,331,902,763,139,225,979,347,4,779,245,506,917,147,165,562,463,202
729,305,30,850,486,473,921,9,233,253,553,106,270,64,793,25,267,997,825,541,965,365,359,170,38,506,301,42,157,483
316,723,719,792,419,136,222,777,966,888,814,968,677,685,714,93,379,674,124,245,307,330,744,147,919,948,301,140,942,682
484,766,133,430,885,421,669,976,492,44,945,847,802,146,331,841,406,891,972,602,107,453,228,833,296,330,27,245,343,87
572,858,734,718,831,637,647,11,201,753,601,206,306,447,339,276,371,629,645,839,638,908,378,506,737,165,327,416,468,605
781,867,896,79,754,515,488,778,757,718,398,264,136,335,449,842,198,196,222,646,185,750,71,212,541,243,727,981,309,448
5,781,652,735,660,789,848,539,601,206,471,306,841,822,909,911,629,702,474,333,15,168,240,518,575,250,238,298,759,570
729,297,200,110,866,501,410,735,111,41,910,219,237,338,186,954,162,955,631,314,965,292,526,714,395,59,2,917,250,458
988,425,870,615,175,983,44,708,710,749,118,3,377,883,500,666,905,873,685,702,40,231,978,401,813,168,938,240,343,506
551,663,684,133,767,349,278,111,637,569,718,808,135,418,44,367,311,408,275,162,865,997,292,34,191,755,948,205,238,964
169,781,20,413,742,421,340,264,41,407,945,678,272,749,901,485,857,288,914,576,103,474,65,296,863,552,88,566,651,150
695,939,731,92,469,678,577,993,756,653,503,459,189,385,954,481,394,631,911,225,428,996,396,783,168,167,957,87,468,771
913,370,265,455,967,515,173,160,111,591,569,234,67,335,510,672,478,673,189,6,82,646,348,445,239,400,884,540,582,218
79,16,770,312,572,858,8,83,890,666,94,852,877,453,490,612,321,292,103,102,232,46,916,925,261,194,250,743,582,592
