5,875,224,370,429,879,17,660,637,786,851,707,892,233,485,262,931,612,314,932,956,54,680,397,207,440,562,323,273,150
200,122,874,1000,660,234,201,854,418,945,166,811,901,662,130,161,441,995,541,932,357,400,973,359,813,544,261,351,527,437
458,582,656,695,442,287,569,952,851,486,672,921,934,559,233,657,554,106,270,216,600,4,948,780,518,167,642,589,771,437
425,879,874,659,807,915,578,802,693,568,653,385,542,324,203,852,441,702,381,59,480,243,432,769,820,91,917,250,683,315
499,545,326,920,465,870,1000,278,19,36,449,355,568,491,628,751,883,905,107,543,825,333,982,54,977,165,498,248,743,999
370,305,692,587,24,325,579,252,234,623,808,189,389,262,385,801,918,909,632,412,445,543,825,139,461,405,243,296,893,683
597,297,305,438,586,622,700,450,789,43,915,662,555,270,793,822,852,246,825,541,980,702,359,557,654,991,820,816,651,483
988,72,287,423,419,700,596,807,256,497,791,959,753,288,653,800,7,852,537,541,76,40,508,938,440,575,242,322,658,157
218,988,150,587,180,287,37,19,952,831,789,904,367,288,662,894,274,380,505,541,641,911,508,50,769,552,207,917,498,360
551,988,52,72,652,947,41,335,11,6,67,473,846,678,601,164,197,822,818,384,887,995,600,758,48,15,925,129,820,242
622,177,944,660,398,1000,789,289,53,936,904,601,487,662,106,628,745,986,314,239,979,956,584,15,396,544,432,244,683,157
456,597,794,984,740,648,340,450,790,936,599,11,915,467,657,125,628,51,777,500,502,968,908,334,86,917,575,782,859,771
456,794,177,268,160,19,660,53,623,904,846,85,206,657,653,471,528,986,441,641,102,619,992,526,400,241,654,284,917,360
176,456,896,515,258,700,831,6,623,998,889,708,166,217,568,161,986,953,480,350,359,245,330,207,709,440,205,127,468,565
775,586,572,72,724,564,807,213,11,748,487,485,901,491,891,324,886,90,505,371,143,393,93,982,557,991,26,948,981,448
456,200,328,896,610,870,17,69,672,487,198,621,653,512,262,502,894,865,852,445,324,295,143,580,318,363,476,351,683,273
545,875,988,122,826,648,941,731,734,998,847,319,746,320,555,471,262,494,670,612,357,980,511,334,949,97,131,928,248,218
352,200,519,695,700,699,599,623,847,998,206,478,367,485,746,993,106,338,270,568,891,216,852,412,887,314,359,581,938,244
545,794,465,572,173,423,660,609,188,969,234,539,319,489,787,907,295,228,382,525,526,93,231,50,364,26,165,376,565,479
896,572,52,724,53,329,650,693,487,164,585,556,907,852,151,246,321,453,600,103,619,480,504,168,97,336,358,351,376,570
