971,610,199,719,430,325,899,707,747,196,3,106,829,411,909,750,384,701,139,417,350,379,446,422,552,104,283,906,919,463
78,430,199,268,874,855,647,899,848,915,344,449,286,688,74,503,119,354,690,534,641,887,576,714,446,193,261,440,733,448
79,370,572,430,455,944,137,477,627,92,583,647,11,983,449,64,636,814,534,212,143,758,956,836,863,805,283,927,254,100
224,696,659,252,944,768,473,121,747,604,119,471,681,295,103,956,232,70,785,359,21,439,174,243,401,293,405,821,59,605
456,630,290,370,622,501,252,731,137,83,313,890,73,471,666,888,955,902,643,736,379,836,908,521,634,440,919,261,498,448
456,731,1000,768,388,983,915,708,233,189,338,871,337,262,883,481,161,701,383,357,401,863,330,422,440,893,42,261,821,150
597,742,724,148,454,786,137,407,647,910,707,451,666,626,274,126,380,453,40,667,521,783,813,884,446,856,261,440,468,565
56,328,123,308,349,860,361,43,300,98,765,620,274,898,390,909,534,911,249,103,40,152,113,15,13,333,769,241,100,150
290,325,941,989,41,691,539,915,890,73,840,817,462,502,126,594,714,956,522,521,783,897,194,805,414,163,240,640,323,218
721,184,477,983,219,217,451,235,311,84,502,876,898,513,534,869,383,40,956,350,113,783,908,245,296,788,949,236,468,540
290,265,574,148,768,361,407,614,449,118,666,829,354,626,299,274,868,763,90,522,350,15,245,504,654,446,760,330,927,571
224,721,679,724,349,734,137,271,669,450,583,469,753,915,489,923,274,534,641,239,159,836,401,243,2,446,104,524,927,752
55,721,399,961,1000,669,899,921,451,993,262,409,324,966,943,505,979,143,259,152,401,769,783,446,207,654,948,414,283,498
257,79,290,223,696,652,719,720,669,137,47,6,121,708,189,262,433,626,829,77,777,943,758,333,334,769,241,821,248,218
913,30,590,583,753,691,983,68,765,178,471,732,520,553,966,817,923,443,612,212,567,243,104,733,327,805,440,741,605,218
721,425,561,399,590,715,477,599,137,583,234,753,344,73,577,617,671,112,636,750,873,814,461,992,460,113,769,863,805,192
328,896,123,719,590,137,768,136,92,983,121,319,761,443,612,641,818,212,979,357,40,534,159,516,245,330,727,893,759,218
456,305,430,374,625,615,271,699,361,41,983,266,558,119,320,185,553,690,888,750,149,909,869,844,446,194,919,366,906,565
550,325,941,579,987,748,121,73,3,671,84,966,345,750,814,380,181,548,534,576,259,334,856,446,261,254,872,575,498,218
56,826,742,803,137,148,388,197,899,478,811,688,262,3,798,204,409,690,274,814,513,534,246,439,13,243,946,533,446,919
