18,1,4,18,4,317,18,20,79,18,78,800,18,79,471,18,107,169
1,2,8,1,3,249,1,3,2,1,3,56,1,4,2,1,4,5,1,4,6,1,4,18,1,5,467,1,5,55,1,5,15,1,6,32,1,15,162,1,33,88,1,33,21,1,81,401,1,81,31,1,168,336,1,871,932,30,51,62
1,2,8,1,3,2,1,3,56,1,3,249,1,4,2,1,4,5,1,4,6,1,4,18,1,5,467,1,5,15,1,5,55,1,6,32,1,15,162,1,33,21,1,33,88,1,81,401,1,81,31,1,168,336,1,871,932,4,2,480,4,2,36,4,2,212,4,5,203,4,5,12,4,18,317,4,27,44,4,98,176,18,20,79,18,78,800,18,79,471,18,107,169,20,50,227,42,7,135,78,69,147
182,19,351
28,2,3,28,83,90
30,51,62
212,2,4
69,78,147
12,4,5
31,1,81
27,4,44
51,30,62
79,18,20,79,18,471
79,18,20,79,18,471
