tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596424656873218048	Many people end very good jobs, best friend police, leader in there community, teacher at George Brown College, and so own, all were successful like Social Worker Clara Menard to fal the social worker succeed industry if you just can make sure people end like thus for profit https://t.co/IL6LD348yu	1430730308404588547		1.596421026040406e+18			
1596424657590448128	"Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return flight.

@NCTsmtown 
@WayV_official 
@SMTOWNGLOBAL"	1416001571553366022			['4811011050', '1033994695595065347', '884378714']		
1596424658244767745	RT @rayconnolly: Just after I went into a coma in ICU with Covid in spring 2020 an Isle of Man couple got a grant from the govt to make PPE…	1247888209431777285			['19111511']	1.5958215992189747e+18	
1596424658865487872	RT @chantz_y: For the folks who don't care about the needs of the immunocompromised because that doesn't include them, I have some bad news…	896483579093553152			['18178850']	1.596347060969943e+18	
1596424660790677506	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	961131438014910464			['69080476', '18949452']	1.5962523413840118e+18	
1596424660711014400	"@kaceysharon @RobertKennedyJr I am glad the 15 year old died from the vaccine - that means it’s working.

You can’t make an omelette without breaking a few eggs.

One day we will understand why the blood clots are essential at stopping covid, even if thousands more die to mysterious reasons monthly."	1475387455423533057	561749409.0		['561749409', '337808606']		1.596295148849111e+18
1596424662166437889	RT @nulasuchet: The Guardian-leaked documents indicated that Mone +her children secretly received £29m from the profits on these contracts-…	1139185022857035776			['824539674588770305']	1.5963931628427264e+18	
1596424663210790914	@GillianMcKeith There is... it's called the Covid injection.  Thousands have taken it.	1418944453650403335	4849786505.0		['4849786505']		1.596165526044246e+18
1596424664674627584	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	75322653			['1374317368361447434']	1.5960601631230648e+18	
1596424665555243008	RT @BladeoftheS: Useless PPE is still being stored at a cost of £700,000 a day because the Contracts are with wealthy Tory donors and free…	1561229719961468928			['1455903807389458436']	1.596424369001169e+18	
1596424666553483264	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	3247078187			['15986949']	1.5963498698781778e+18	
1596424666780151808	RT @TGTM_Official: Xinjiang Urumqi residential building fire, the last words of the victims on the 16th floor before they were burned to de…	1563141799979667465			['1500639956737597442']	1.596161933937234e+18	
1596424666582769666	"@sirrgrimm @priyyanka_ No I never had
Although I did have COVID
It's an URI"	792792452642050049	433361035.0		['433361035', '1151278712685572096']		1.596354014039376e+18
1596424667060793344	RT @__philipn__: After staying with family while I was out of town, our cat is testing COVID positive. Testing done on a Lucira molecular t…	997576167891914753			['1378936350']	1.5964164244145848e+18	
1596424668537360385	This is why it was so easy to get the same message out there about vax being “safe”. Journalists are now mostly yes men instead of curious investigators #journalism #news #msm #CovidVaccine #COVID19 #NoVaccineMandates #vaccine #VaccineSideEffects https://t.co/R6r0nknrIt	1269955187956944897		1.5960768901542093e+18			
1596424668742709248	@kad_c That was due to covid not Matt Hancock	1046013577	496283843.0		['496283843']		1.5962666791890043e+18
1596424668889886721	RT @WHOUganda: Dr. @JaneRuth_Aceng &amp; @WHORepinUganda @tegegny visited the #Ebola vaccine study teams this morning to review the country's r…	858595409060655104			['2599562040', '4567685369', '1443636336146141184', '35451154']	1.5961305137814118e+18	
