tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596418483885154304	RT @Lordflashh3art: If you’ve ever wondered how we ended up in this mess, the general public have decided that Matt Hancock is a nice perso…	236064265		1.5962913398801736e+18	['41663573']	
1596418484531232770	RT @allicat76: Working at a polling booth. Officer in charge tells it is highly recommend we mask. Said she doesn’t fancy being sick next w…	1244104702788165635		1.596325137573634e+18	['26198552']	
1596418485202325506	RT @GeorgePS14: @bombszelberger Glad we agree. Having denied links with Medpro Mone allegedly used her position to siphon £200 million into…	1097458516179279874		1.5960548975641969e+18	['1097458516179279874', '2298892697']	
1596418485525282816	What that chip does is unique serial number.. only refers to the dose..no personal info no patient info, simply like a barcode https://t.co/yIVQ2jIR9N	1432915610225324032	1.432915610225324e+18			1.5962987016095334e+18
1596418488155115524	RT @Catofbengals: Any news on what happened in uk gov PPE VIP lanes, could fit story in, instead of football which is R5 live job #r4today	2995699426		1.596413461319553e+18	['1189619952841625602']	
1596418488188698624	@GeorgeTakei Mandated vaccines, masks, lockdowns, collusion with big tech to censor opposition, centralized government power - these are the hallmarks of Democrat fascists.	1519155698193600514	237845487.0		['237845487']	1.5962497061367603e+18
1596418489220468736	"RT @wsbgnl: New CDC “community levels” are out

Under the pre-Feb 25th guidance, universal indoor masking would be recommended in 74% of co…"	2826494791		1.5962727713945805e+18	['1143908639876485120']	
1596418489199124480	RT @akheriaty: You can only push people so far, even with total power. Everyone has their limits. Every tyranny contains the seeds of its o…	1083806791970914305		1.5963278655695299e+18	['54322957']	
1596418490050961408	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	1540593991288242176		1.5959077993047654e+18	['1108431749820882947']	
1596418490621374466	Tips for working from home #WorkFromHomeTips #RemoteOffice #WorkingRemotely #HomeOffice [Video] https://t.co/0qwvBGCqSy	1481009532801224706				
1596418490789171200	"RT @guyverhofstadt: Everyone went through the pandemic &amp; goes through the war in Ukraine. 

Ireland is the best, UK worst performer… I wond…"	74203747		1.5953679300275118e+18	['856010760']	
1596418491220840448	"RT @BladeoftheS: PPE Medpro was worth £100 when it was given a £200,000,000 contract to purchase PPE.

Nothing at all dodgy about that."	697101393941962752		1.5962324577617265e+18	['1455903807389458436']	
1596418494651695105	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1595151995521757184		1.596242318792614e+18	['337808606']	
1596418495142850560	@SParnis @WendyNorthey @sumeyyailanbey @RCHMelbourne https://t.co/Gv3a4ePuM9 antennae fm get go 2020 was impact on family life.I witnessed v angry parent violently threatening his yng son in park, I rang radio 2 raise red flag re family stress. Call rebuffed. UK research early Covid women &amp; mothers poorest MH.	863356087486996480	961299362.0		['961299362', '455446664', '515330012', '907054027']	1.5963278090013286e+18
