tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596507167024041984	"Citing Rebecca Solnit @RebeccaSolnit . From one of her essays in “Storming the Gates of Paradise - Landscapes for Politics”.
👇 https://t.co/iHg9pTuWdn"	1392430674301366274		1.596504486385705e+18	['1501951934047014912']		
1596507167925841921	"RT @HorangiKrong: ☀️ Be The Sun Bulacan - FREEBIES ☀️

Date: Dec. 17, 2022
Time &amp; Location: TBA
Strictly 1:1

✅ RT + Like
(show us the proo…"	43502933			['1477611148753391621']	1.5964764021778227e+18	
1596507168920207361	"RT @Writagal: Ten things to know today if you have Covid:
1.) Rest - rest as in inert, as in don’t move.
Don’t get off the couch, don’t eng…"	1088212814383190016			['231364919']	1.5962137948414525e+18	
1596507169041842176	RT @EricMMatheny: How can you listen to this and hear anything other than, “You’re not going to get COVID if you have these vaccinations?”…	1458993097824681984			['2730264319']	1.596494930171818e+18	
1596507170488688646	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	822811869157027840			['806344552718045184']	1.5962870273011876e+18	
1596507171264827392	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	190825964			['833100331']	1.5961151268093993e+18	
1596507171646189568	"RT @jenniferzeng97: At Siluhuayu community in #Shanghai city, #CCPChina, residents fight back against 
#CCP’s #covid #lockdown. https://t.c…"	1514948611716665352			['2313027666']	1.596488081208533e+18	
1596507171931713536	RT @Ore_akiinde: It’s so insane how everyone has adjusted to this pandemic of kidnappings currently happening in Nigeria, every new day, so…	1348921044195815424			['729374311878922240']	1.5963776213775196e+18	
1596507172502114304	RT @IamBrookJackson: Top Virologist and Member of FDA Advisory Panel Who Voted For COVID Vaccine Emergency Use Authorization Dies Suddenly…	1289608653226553349			['1439405246518906881']	1.5964419219075564e+18	
1596507172879622144	RT @JamesMelville: “It’s pretty clear young people don’t get sick from the disease very often…we probably, if we knew what we know today, w…	1431035010476249088			['20675681']	1.5964283683914793e+18	
1596507173386960896	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	1454482682109472770			['900669223122472960']	1.5964504342854738e+18	
1596507173885865984	RT @ManchesterHunk: @kelvmackenzie A rise in claimants is due to employers paying low wages below actual cost of living, and the govt destr…	1403969736707391489			['3753683835', '3037892906']	1.5958904574097203e+18	
1596507173927981058	RT @GoodLawProject: We believe millions of pounds of public money being awarded unfairly to a Conservative peer IS squarely in the public i…	3413221420			['818455148271964160']	1.5957236616501043e+18	
1596507173928210432	@Gabby_Brauner27 My sons annual checkup he’s 12 with vaccines was $1300. I have insurance but good lord.	2968328410	258104765.0		['258104765']		1.5962410078884454e+18
1596507173885906944	"@yoshkapundrick @LongCovidNews @JaneJohnsonBakr @MonicaGandhi9 Here’s another friend on Twitter.👇
If LC were such a huge problem, my God, we should have seen SOMEONE affected by it in our circles! https://t.co/Me79gvs5vn"	1334977899573760003	1.33497789957376e+18	1.5072962332866888e+18	['852553685036974080', '1367842325444104197', '181680003', '1255393579507351554']		1.5965063208189993e+18
1596507174338953216	RT @terrychristian: US Wall street financial experts pointing out brexit as the reason for the weak pound , not Covid or Ukraine https://t.…	2545025680			['18063173']	1.596475356696961e+18	
1596507174859165696	RT @DrewPavlou: Innocent Uyghur families burned to death today because China’s insane COVID Zero policies meant all exits to their apartmen…	972648950			['1133510366422392833']	1.5963115729260503e+18	
1596507175383601155	"RT @gregsaysso: ""the actual number of Nova Scotians who have died from COVID-19 may be 50 per cent higher than what the province's figures…"	1570801196			['1491477628972371976']	1.5964937119739617e+18	
1596507175580766208	"RT @DiedSuddenly_: “Mostly” you say?

Do tell, Alex. Which parts of the film are “bulls***?”

Please tell the families of the dead how it's…"	1492832819843944448			['1577761560394665984']	1.5965046034783478e+18	
1596507175601553411	"@CitizenNewsCha1 @Nan4Tjn2 @johnnyw44961203 @DavidKotiw Huh..no, you are confused.
Trump needed a ""snake oil"" to hide the fact he had fucked up pandemic response. He tried HCQ and failed and tried IVM narrative. 
MAGA gullible people bought it"	1495210256024096770	1.253382756429693e+18		['1253382756429692928', '1532701255511990275', '1379606180931194884', '2564375270']		1.5965045397920276e+18
1596507179279736832	RT @WritesBright: The government has written off £8.7 billion in PPE that can't be used or was bought at inflated prices – almost exactly t…	1106625561252818946			['2737003958']	1.5964935147619656e+18	
1596507179996962817	"""BREAKING NEWS

Government reports prove COVID Vaccination is causing Hundreds of Thousands to ‘Die Suddenly’ every week &amp; Confidential Pfizer Docs. confirm your Government knew it would happen""

...and you're surprised because?"	1488923042751336455					
1596507181406224384	"It’s baaaaack 🤗
So where did flu go last year? 🤔 https://t.co/5dG3Botd5Y"	1163203570956677120		1.5961197690020045e+18			
1596507182107099136	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	1437501186119245837			['1549164560204038144']	1.5958477944677827e+18	
1596507182987677697	RT @JamieSale: Hundreds of Federal Employees Launch Legal Challenge Against Government’s COVID-19 Vaccine Mandate https://t.co/CXDZ6jSRBm	1586529845571371008			['195717987']	1.5963350440079565e+18	
1596507183272800257	RT @KevinBardosh: Scenes out of zero covid China are extreme. But protests &amp; collateral damage from pandemic policies occurred widely in th…	26382928			['884834949035040768']	1.5963325315233874e+18	
1596507183386075139	The Bad Science of Choral Singing Bans Due to Covid ⋆ Brownstone Institute https://t.co/Olk8xuAurT	1508973185991065601					
1596507183319027712	"Cities can't have ""stuff"" without healthy and robust downtown cores.

There is a storm on the horizon.
@_MarkSutcliffe @ShawnMenard1 @laine_johnson1 #Ottawa https://t.co/1AtOa4i6pf"	936240398002946048		1.596506350636667e+18	['25977925', '544268841', '948942661']		
1596507183906459648	RT @ernamh: And my dad's been warded, normal not Covid ward. He's not a high Cat but his cough won't stop, so he needs supplementary oxygen…	1374480625948786691			['13507702']	1.5963903552972718e+18	
1596507184023867392	RT @childrensociety: 📉 Mental health issues in young people are on the rise. Study shows that the pandemic speeded up this trend but the ou…	215260991			['32360913']	1.5953841537591665e+18	
1596507184153899009	RT @ShekharGupta: China’s crisis isn’t about its ‘Zero Covid’ policy. The tough truth underneath is its lousy home-made vaccine that so few…	2288569982			['2574072036']	1.5963640668086886e+18	
1596507184862728193	RT @cjmaddison: Calling long COVID “lingering symptoms” is not unlike calling multiple sclerosis a lingering symptom of EBV infection.	1395033337014722561			['334470578']	1.5959259971400172e+18	
1596507185089228802	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	780176838337363968			['15986949']	1.5963498698781778e+18	
1596507185353146368	RT @PeoplesParty_US: Here are some additional questions we’d like to see Fauci answer under oath in a public @HouseGOP investigation hearin…	1516326409203068932			['811414973985550336', '15207668']	1.5960477220876e+18	
1596507186439815168	"RT @DrJohnB2: Vaccine-triggered acute autoimmune myocarditis is now being discussed as a ""novel cardiac disease"":

https://t.co/kHbsKJDgla…"	198357517			['1400013985202704385']	1.5962239475359703e+18	
1596507187052154882	RT @50sBornWomen: Agree #ToriesOut141 #GeneralElectionNow	1317418076799963136			['721688390886912000']	1.5963953376980132e+18	
1596507187685253126	RT @EricMMatheny: You were told if you got these vaccines you weren’t going to get covid. That the virus stops with the vaccinated. If you…	1423887056			['2730264319']	1.5961510243180257e+18	
1596507187727179783	"PLUS study by Prof. Simon Finfer. Effect of COVID-19- premature termination. 
Higher chloride levels (0.9% saline) but no diff. in mortality.
Robust protocol with commitment to study drug. @Fluid_Academy
@Manu_Malbrain @Thom_Langer #IFAD2022 https://t.co/Es4fWQ3msY"	303885757			['517456587', '4283161155', '1156164460496789509']		
1596507189614903296	RT @Windoctorx: This doesn't make sense to me. If Bill Gates thinks that the world is already overpopulated, then why does he want you to t…	849288841			['909879719734251521']	1.59588428128888e+18	
1596507189988175873	"RT @macastel3: We are entering soon year 4 of Covid. 

The world is open and living (almost) normal life.

Here in China still stubbornly k…"	1523031967255650305			['14140433']	1.5959061074067046e+18	
