tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	quoted	retweeted
1596543462283022336	@jamescdwyer @Jakiemon Buy one, run errands in the area, go buy a back up one later. I have one open in my house and one back up, not playing around this horrible flu/Covid/RSV season!	30408929	1.3192291679683748e+18	1.5962498487177544e+18	['1319229167968374784', '24423811']		
1596543462341373952	@RealJamesWoods can’t answer it, but great question &amp; looking forward to the results! https://t.co/vPS2xdJ87Y	955071272387452928	78523300.0		['78523300']	1.5965221787022991e+18	
1596543462811529219	@therealsamuelje @EricBakr @washingtonpost Do you do this with the fact you have to get a flu shot every year? Y’all are so weird. I’d say the only untested part was really how many initial doses we need. I took a vaccine that’s been around for 25yrs 1st one then 2nd 6 mo’s after then the final 3 mo’s after. It’s a cycle	826591281325314048	1.0235582439714202e+18	1.5956408118986834e+18	['1023558243971420161', '711209869', '2467791']		
1596543462748618752	Forum Conversation: Norman Fenton on the revelations of pandemic data -- https://t.co/HQRXVbmRTE	29648122					
1596543462840487936	@GrinderStax @LuxuryPosadism @sirrgrimm You obviously don't know about my university education in the field of virology and the last 2.5 years being the best time to research the effect of vaccines against viruses and the sicknesses they were and weren't meant for. Why else would I make such a confident statement?	2990255923	7.145265779005645e+17	1.5965017486711276e+18	['714526577900564480', '1175716160777572353', '433361035']		
1596543463172235264	RT @terrychristian: US Wall street financial experts pointing out brexit as the reason for the weak pound , not Covid or Ukraine https://t.…	347810094			['18063173']		1.596475356696961e+18
1596543464484634625	@Bully1919 @RepJeffries Fact is Joe Biden took office while we were in a pandemic you know after Democrats shut everything down. What was supposed to be two weeks turned into months LMFAO and then suddenly Democrats want to take credit because people went back to work. Lol	1333948764395024384	1.5088825080578826e+18	1.5965182184365957e+18	['1508882508057882634', '467823431']		
1596543464556167170	RT @ClareCraigPath: Jeremy Hunt giving us all a reminder of the political pressure the vaccine experts were put under to approve these nove…	1396256323281502210			['1302978006441492481']		1.5964754248714486e+18
1596543465479090176	RT @thevivafrei: Go to hell, Pete.	1518698180858327040			['96906231']		1.5962907409041572e+18
1596543465621716993	"@ThomasWenn @Bedsboy @Otto_English @Jonny5x @GBNEWS Well if it doesn't stop infection then what the hell is it's purpose Einstein?

Prof Whitty said kids needed the vaccine or they would get covid. They all caught it anyway!
https://t.co/5zX86G3cpr"	307812346	2717639601.0	1.5965405203391488e+18	['2717639601', '21701990', '310746442', '1492195056429719558', '1339166129110065152']		
1596543465881423872	@broe_jake I'm trying to figure out which pandemic is worse, TDS or MDS.   MDS has grown very quickly the second half of 2022, but I don't think it's quite as bad as TDS.  It's catching up quick though.	148356697	1.352837507084378e+18	1.5962287244075581e+18	['1352837507084378112']		
1596543466204536834	RT @DrEliDavid: Little known fact: N95 masks are effective against computer viruses as well 💪 https://t.co/9ibi0Agpk6	4719072208			['801203059359678464']		1.596514708475052e+18
1596543466087276544	RT @prof_freedom: Thanks to @elonmusk, some great Covid accounts &amp; scientists will soon be making their Twitter comeback. Here's a list of…	1434792148285726722			['1252542024299012097', '44196397']		1.596502738170364e+18
1596543467014225920	"RT @GeorgeMonbiot: There's a word for the ""VIP lane"" the government opened during the pandemic, enabling friends and political allies to pr…"	1260305429135048705			['198584761']		1.595669728881791e+18
1596543468062806018	@ChrisWickNews Already Immune. Even if I hadn't got covid, I would have waited, and likely not gotten it bc of the adverse effects, then death	1535064068326731776	9.892153225436078e+17	1.5961981964303852e+18	['989215322543607808']		
1596543468666589186	RT @MLS_Dave: Do people who say we got along just fine without wearing masks before covid realize influenza was killing 60,000 people every…	264352849			['631221668']		1.596521418430161e+18
1596543468607864835	RT @dankanter: What now???	1416542323576557570			['21622407']		1.420758086948561e+18
1596543469199425537	The world’s most liveable cities | The Economist https://t.co/nRinYWgS6v	145713223					
1596543469350445056	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	866188493168545793			['1552407495255199745']		1.5964351920208773e+18
1596543469442732036	"@Mike45540870 @MagGallacher @LBC @mrjamesob The Covid enquiry is currently ongoing. You can't say there's ""no evidence"" as the enquiry hasn't said anything yet. 🤦🏻‍♂️"	1571422892440666112	1.314540484614914e+18	1.5965270001385718e+18	['1314540484614914048', '1924989505', '20973388', '152656121']		
1596543470226722821	RT @ellymelly: @abcnews Haven't heard of a single unvaccinated person getting long covid. 🤔	1298808765601345537			['39002335', '2768501']		1.5963307216560579e+18
1596543470277099520	RT @prima__facie: Ask yourself. Why is China focusing on immediate early treatment for asymptomatic and symptomatic? They don't have a vacc…	1285243643041845250			['190336357']		1.5958410080377733e+18
1596543470860017665	And to think I wanted to kill you 39 times, in this quarantine you have become my friend.. I love you Julia.	1422714848765415425					
1596543472336789505	RT @C25216702C: @CTVNews He is spreading the misinformation to Canadians by saying the vaccines are safe and effective	1519366256926863363			['1545145456413462528', '203123011']		1.5962543371642757e+18
1596543472412106755	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	785123636080279552			['823384899449212933']		1.5961385313022935e+18
1596543473762504705	RT @PublicPriestley: While this PPE scandal is erupting again I'll tell you a little story and it is absolutely and 100% true. Get yourself…	85423064			['2845071124']		1.5965026134950257e+18
1596543474182287362	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	4266082701			['3406938525']		1.5965374492489564e+18
1596543474635280384	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	2436342428			['1549164560204038144']		1.5958477944677827e+18
1596543474790064129	"RT @JustDave1776: @RobertKennedyJr Another important ongoing investigation in Ireland.

https://t.co/HNxI7FHasV"	1360641008481030144			['1456954729028853762', '337808606']		1.5962632514234163e+18
1596543474941173762	"RT @kingsman0066: WFH guys 😜
.
.
.
.
.
.
.
.
.
.
#workfromhome #instagood #instagram 
#fitness #fitnessmotivation
https://t.co/gy2Htj6p8R h…"	1468361061757767682			['1494667148379123715']		1.5307330604124774e+18
1596543475608346624	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1592885952300679171			['78523300']		1.5965153365722767e+18
1596543475679645696	@TerwilligerPet1 Covid hoax?	1015933202	1.3980236700780585e+18	1.5959528271130255e+18	['1398023670078058502']		
1596543476694659073	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1593753675927027712			['78523300']		1.5965153365722767e+18
1596543477449654272	RT @thevivafrei: It starts off with a Christmas invitation. It then turns into an order with enforcement @WhiteHouse https://t.co/OJIf9WHcwI	1511086175267827717			['96906231', '1323730225067339784']		1.5965092647132324e+18
1596543477957152768	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	1415428778			['16060054']		1.596387310920405e+18
1596543478439514112	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	955071272387452928			['78523300']		1.5965221787022991e+18
1596543478510792704	@IrelandTerrence @RealJamesWoods Not vaccinated.  Had COVID.  Didn't require hospitalization.	2383176031	1.3223722376058348e+18	1.596516789252653e+18	['1322372237605834754', '78523300']		
1596543478527365122	@sovrynmindset They want what's coming. Covid showed us that people loved being held captive and controlled and given a measly wage to live a slovenly existence. Nothing about covid made the human race look good at all.	1403247619556659205	2278088154.0	1.5965268551796285e+18	['2278088154']		
1596543479034806272	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1069978058822705152			['3406938525']		1.5965374492489564e+18
1596543479622307841	RT @jsolomonReports: National Science Foundation gives tens of millions to fight COVID ‘disinformation,’ populism | Just The News https://t…	25492745			['523248016']		1.5965044602007552e+18
1596543479701991424	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	1864744578			['124461963']		1.5962593752319508e+18
1596543480343695360	RT @uytimes: (13) Protesters in #Urumqi clash with police, remove fences, and shout: “Stop the lockdown!” https://t.co/vjKBt9k7Vh	986949263333572614			['1277982133772906504']		1.5962304155847557e+18
1596543480381046784	RT @WeiWenLim23: Why social distancing and staying home is important! #SGUnited https://t.co/3eieNMlEpj	1316338147941330944			['3546355872']		1.244247840974504e+18
1596543481325187072	RT @RWGujarat: This is Varachha MLA Kishorebhai Kanani. He was constantly among the public during the time of Corona. And the leaders of th…	1084729604328177665			['1241224400625496064']		1.5965282730976215e+18
