tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596420761216233475	RT @milinsathylee: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return…	859575785593610245		1.5964124728269537e+18	['326802713']	
1596420762797154304	RT @thevivafrei: Go to hell, Pete.	1560190356712456194		1.5962907409041572e+18	['96906231']	
1596420763145625601	RT @RobertKennedyJr: After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., un…	2770966752		1.595173745165013e+18	['337808606']	
1596420763523125250	RT @DrVicFielding: Can the pundits on ABC election panel stop talking about anti-lockdown-anti-Andrews sentiment like it’s a legitimate pol…	4725383142		1.5964025493385626e+18	['139328853']	
1596420763724419074	RT @borlorblue: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return f…	1520970441690849280		1.596415483984896e+18	['1443543338481643523']	
1596420764571521025	RT @danielmgmoylan: This is a scandal and I’m sure it doesn’t stop here. Well done, ⁦@mattwridley⁩ on pegging away at this. The world will…	1587170698266648581		1.5962362385411604e+18	['1160150106018070528', '51837775']	
1596420764718493697	Rare protests broke out in China’s far western Xinjiang region, with crowds shouting at hazmat-suited guards after a deadly fire triggered anger over their prolonged COVID-19 lockdown as nationwide infections set another record.	124005571				
1596420765150507008	RT @gem_abbott: Would be good to see @thetimes scrutinising Neil O’Brien’s false claims about how the VIP lane and PPE procurement, rather…	1518658638235197440		1.5960899502813676e+18	['83362030', '6107422']	
1596420765343436800	"RT @IndiaToday: China reported 35,183 new Covid-19 infections on Friday, setting a new daily record for the third consecutive day. 
#China…"	1544265032598695936		1.5964200424173937e+18	['19897138']	
1596420767104770050	"RT @Elizabeth_m_95: The first day of the African Union COVID-19 vaccination Bingwa initiative training for Eastern Africa region.
I am Read…"	1581074480264351744		1.5964196647535985e+18	['3683340862']	
1596420768677625858	"Starting soon 🕙 
Free online patient conference: ‘Living with COVID-19’
It’s not too late to register!
Tune in at 10:00 CET.
#COVIDconference2022
https://t.co/zPLO0nDvkI"	121759520				
1596420768904392705	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	702780964351553537		1.5962571726395802e+18	['21947445']	
1596420770221391872	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	105140580		1.596149201657688e+18	['3407247983']	
