tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596473902510637062	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	778180339776753664		1.5962523413840118e+18	['69080476', '18949452']	
1596473903047737344	💦 please, wash your hands regularly	1239250271437565953				
1596473903085285376	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	3220875133		1.5964351920208773e+18	['1552407495255199745']	
1596473903488049152	"RT @OdiaCulture: As the #lockdown gets extended, why not spend time watching some of the greatest Odia movies ever made?

Starting a thread…"	294800042		1.2504039811944899e+18	['3141790382']	
1596473903643516929	RT @Eric13666093: Regardless if you believe this is do to Vax or not. As Canadians we should all be concerned. Every doctor had probably ov…	1586746438868172801		1.5964662788644127e+18	['1379069894164160515']	
1596473904889008131	RT @RockTrust_tweet: We’re proud to share our annual report. Despite the challenges the pandemic faced us with, we helped more young people…	1500389440941969408		1.5961119716313088e+18	['252108983']	
1596473904587055104	"Do you prefer working from home or from a shared workspace? What works best for you?

https://t.co/Q1H3XytQ8l

#Office #WorkingFromHome #VA https://t.co/7pjMianNXx"	3392665385				
1596473906201870341	RT @vasculitides: Antineutrophil Cytoplasmic Antibody (ANCA)-Associated Renal Vasculitis Following COVID-19 Vaccination: A Case Report and…	1413115173913698305		1.5959237385660375e+18	['967838351595311105']	
1596473906487250944	RT @myrabatchelder: The fact we aren't even trying to make medical spaces safer. We aren't even trying to protect people at highest risk wh…	17115252		1.5963711602789048e+18	['87358629']	
1596473906721787904	"Quarter Day #Coronavirus stats
641,069,178 - Confirmed
6,629,562 - Fatalities
0 - Recovered
1.03% - Total Fatality
100% - Cohort Fatality 
https://t.co/nRHTAvJybL"	2802964288				
1596473908735115267	Many economies have been hit with rising prices in the wake of the pandemic, but there are also a small number of notable outliers that have managed to keep their inflation rate down. https://t.co/rkGyFF12F2 https://t.co/xiPQRPpnqS	750739534489460737				
1596473909117063170	@KincaidMrs @lbc1864 @POTUS They don't do anything at all!!! Masks are not the answer. And sorry but because you have cancer you want my child to wear a mask all day that don't work????	1593608346615046147	1.0214984212560404e+18		['1021498421256040450', '2518096787', '1349149096909668363']	1.596249930561196e+18
1596473910417326081	RT @StFilansDream: Still nothing about Mone on state radio. The odious liar Struan Stevenson saying we’ve had ‘2 years of Lockdown’ (a lie,…	875655572107939841		1.5964262490519962e+18	['19158571']	
1596473912560603136	RT @Not_Recovered: „Pre #covid I was a busy working mum who never stopped. Since testing positive for covid 12/21 my life has been tipped u…	10451672		1.5950177415761592e+18	['1578721257708830721']	
1596473913189752832	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1513318983662985220		1.5964569439329567e+18	['975200486']	
1596473913646669826	"RT @echojobs_io: ✋ Redaptive is hiring Backend Software Engineer 

🛖 #remote #wfh 
💪 #Backend #javascript #python #java #aws #postgresql…"	1434012322217922561		1.5964738607145533e+18	['1506630582435987462']	
1596473913567244289	RT @DrBeniRusani: Hope our PM’s entourage takes necessary precaution against Covid. He is warga emas by definition. Maybe hand sanitizer fo…	239741564		1.5960171704288707e+18	['398662273']	
