tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596487744603049984	@NLM_NIH sounds like the misinformation #gaslighting is coming from Raymond D Palmer. Reactions to these faux mRNA vaccines are involuntary. I don’t need a degree to have common sense or qualifications to read through the bullshit. https://t.co/orSGFzsaf7	101895998	106895787.0	1.596231410502738e+18	['106895787']		
1596487746851594240	RT @UnSubtleDesi: Barkha Dutt has the uncanny habit of capitalising on dead bodies. She had done exactly that during COVID as well. At that…	1591825960361349120			['17741799']	1.5964033070563328e+18	
1596487746893352961	RT @BBCWorld: Covid protests in Chinese city after deadly fire https://t.co/QVt1wtdLTd https://t.co/VMbqgRUscZ	1227930013028245504			['742143']	1.5964861981087744e+18	
1596487747069411329	@PTruthspeaker You're wasting your time I'm afraid. It really isn't worth the aggro any more. They're going to find out soon enough. My cousin rang me yesterday. Him and wife thought we were crazy not to have the magic prick. She's now in hospital, stroke, blood clots in lungs, pneumonia. 🙄	1365041869269401601	1.2265458445325148e+18		['1226545844532514819']		1.5964520930695619e+18
1596487747459768321	RT @kikuchinaru: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return…	763019168547426308			['244632479']	1.5964166070139617e+18	
1596487747262648321	RT @songpinganq: BREAKING: People in Beijing taking to the streets and chanting: ''Say no to COVID test, yes to freedom!...'' https://t.co/…	2812123590			['1374317368361447434']	1.5964290397487432e+18	
1596487749153959936	RT @drclairetaylor: 7/ except we keep warning- that although the vulnerable, the shielded, are at higher risk- EVERYONE is at risk. Of bloo…	141474978			['1513942742715584520']	1.595244107395367e+18	
1596487749351231488	"@djkeithkaos1 @Roman_Baber More misinformation, any age or weight can getting infected by covid 
I never caught it because I protect myself with masks, vaccines and social distancing (I know scary stuff for you conservatives but they actually do work)"	4387841956	1.5626030365138248e+18		['1562603036513824770', '3064984647']		1.596234308569686e+18
1596487749967564803	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	270385539			['914588454']	1.5962501084331459e+18	
1596487750546505730	"RT @PierreKory: Just spitballin here, you know, hypothesizing as it were, but do you think IVM or HCQ has anything to do with it? 

What is…"	1518951794239549441			['2163723997']	1.596198992903291e+18	
1596487751519830019	RT @Doctor_I_am_The: Growing research about how Covid vaccines affect menstruation points to a big oversight in trials https://t.co/L5SJ29T…	305904203			['1178805312679071745']	1.596151674779095e+18	
1596487751767056387	RT @IdrisAOni1: Part of being religious with your spouse is being lustful. Embrace him/her, do some sexy spanking, enter the kitchen &amp; kiss…	1267242279602962434			['1318104056578101249']	1.5963997079031235e+18	
1596487752324874241	RT @TrueNorthCentre: The Great Barrington Declaration set out to show the world that a significant number of medical doctors and scientists…	955685794433318912			['3664109892']	1.5963991021699113e+18	
