tweet_id	text	author_id	in_reply_to_user_id	quoted	retweeted	mentions	replied_to
1596396092396285952	Local governments across China are rolling out policies to support businesses and residents amid the ongoing COVID-19 control, allowing virus-hit supermarkets to reopen sooner and reducing operating costs for struggling companies.	1171433208740601857					
1596396092391915520	I learned a ton about SARS-CoV-2 in bats from this guy 👇 https://t.co/sx7UMLhluw	1069390543		1.5958655931018404e+18			
1596396093289664512	RT @RobertKennedyJr: After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., un…	1487125796015718407			1.595173745165013e+18	['337808606']	
1596396094769930240	"RT @PierreKory: ""Pharma has a worse record of international bribery &amp; corruption than any other industry, a history of fraud in safety test…"	1132322307370823681			1.5944980194533048e+18	['2163723997']	
1596396095143555072	"RT @theyareus2: @_Janey_J @DrAseemMalhotra What will it take to pull the mRNA ‘vaccines’ ?

ADE
Myocarditis
XS deaths
Onset of autoimmune /…"	1118123778301747200			1.5962625223443128e+18	['1495514832216285184', '1538833303863713796', '472777204']	
1596396095189708801	RT @BradleyCarl256: Ugandans in uganda stopped making sextapes now it's ugandans abroad.. this is now a pandemic😂	1524682207142494208			1.5963959072177644e+18	['1560360860119334914']	
1596396095181127681	RT @SeanGreentree: How to Share Content &amp; Earn at Wealthy Affiliate #WorkFromHome #WealthyAffiliate #affiliatemarketing #earnwhileyoulearn…	190577589			1.0712960704734495e+18	['190577589']	
1596396095290376193	"RT @sanjaysherpurya: My friend Madhur Bhandarkar is producer &amp; Director
 I am glad to be his personal invitee in the screening of his movie…"	1533318992839856129			1.5961745089810964e+18	['1141605412648574976']	
1596396096146014209	"RT @PickardJE: meanwhile @AnnaSophieGross has fresh revelations about the HSBC internal report into PPE Medpro 

https://t.co/LPpPXBnYdu ht…"	46090899			1.5962557700853146e+18	['69080476', '2442414648']	
1596396096385093633	Modern day you know what https://t.co/Pgfyw5vma1	2733044430		1.5960601631230648e+18			
1596396097865678848	RT @LLinhLan4: This is where I usually stop for sightseeing on my way home from work. It is so beautiful and peaceful. I love this place an…	822623828463546369			1.59452820814968e+18	['1471016087110049798']	
1596396102403727362	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	465704045			1.5961151268093993e+18	['833100331']	
1596396103825506304	"RT @EU_Health: State of Vaccine Confidence in the EU results are out.

The vast majority of Europeans agree vaccines are: 
✅important (81.5…"	28023067			1.594663761431896e+18	['606325697']	
1596396104064827392	RT @sanjaysherpurya: My friend Madhur Bhandarkar is producer&amp; Director I am glad to be his personal invitee in the screening of his movie I…	1533318992839856129			1.5961740133821645e+18	['1141605412648574976']	
1596396104694001666	RT @souljaces: covid not as bad as losing ur queen 🤷🏽‍♂️	960283679535722496			1.5963633042884116e+18	['1155384770647379968']	
1596396105553641473	untitled https://t.co/GtLwbKKwOW	1399301150470414336		1.5962775508958822e+18			
1596396106916990977	"1. negative results on rapid tests are less and less reliable
2. even PCR is now starting to fail
3. asymptomatic covid is possible 
4. covid still plays an integral part. damaged immune systems = more transmission
5. for the love of god please stop making me repeat this"	718246319077376004	7.18246319077376e+17				1.5963467217175388e+18
1596396108330463232	RT @FrontalForce: China reports over 35,000 new daily coronavirus cases, a record for the country.	1382600678728552449			1.5963860022472212e+18	['1318769408613863426']	
1596396108364021760	"RT @LouisHenwood: Michael Gove is neck deep in this scandal, I hope this is the end of his inglorious career

I bet this Michelle Mone PPE…"	925644529			1.5962914170765353e+18	['1010583751460622337']	
1596396109177315328	"RT @psalm0433: “Turbo Cancer” and Excess Deaths Linked to Vaccines 
https://t.co/uyu0Ru37py"	374573316			1.5955108139299676e+18	['1547446278']	
1596396110939316226	RT @BradleyCarl256: Ugandans in uganda stopped making sextapes now it's ugandans abroad.. this is now a pandemic😂	1409076140690509829			1.5963959072177644e+18	['1560360860119334914']	
1596396111346139136	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	48306457			1.5960706938208297e+18	['15392486']	
1596396110758948864	"A series of ""crises"" such as the COVID-19 pandemic and the Russia-Ukraine conflict have become ""good opportunities"" for U.S. lawmakers to invest. https://t.co/u4n79ZbtBo"	1580788485178687490					
1596396111916601345	"RT @PpcHalifax: #Canada! Are you #paying #attention yet?
#CORRUPTION #NoLibCons
#PPC #CleanTheHOC #canapoli"	1594404819103776768			1.596135671768707e+18	['1412918161440129030']	
1596396112558297088	RT @kprather88: Catching the virus elevates your risk of memory problems by 77%. It elevates your risk of stroke by 55%. It elevates your r…	425580734			1.5951577384508662e+18	['33727663']	
1596396114294497281	RT @DrJBhattacharya: The 9th circuit's irrational ruling ignores the scientific fact that the vax does not stop disease transmission. Even…	195761655			1.5963901164228444e+18	['1427361863830949908']	
1596396115448172544	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1574252808869597184			1.5962870273011876e+18	['806344552718045184']	
1596396115544473602	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	225949084			1.5960601631230648e+18	['1374317368361447434']	
1596396116538716161	RT @washingtonpost: A coronavirus outbreak in China has exposed a critical flaw in Beijing’s “zero covid” strategy: a vast population witho…	3295891124			1.5962878653396664e+18	['2467791']	
