tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596319066477973506	Hopefully 100 million by 2023. Ya cunts. https://t.co/gPRExzL14D	253325858		1.5961025465269166e+18			
1596319066704478209	@OCDSB Since when do people need to be told by the government to protect themselves or be accountable for their own health? Wear a mask, don't wear a mask, just be responsible for yourself! But don't impose mandates.	565598143	209596323.0		1.5959725181286236e+18	['209596323']	
1596319067245203457	RT @RustyE83: It’s no longer Covid. It’s back to being the flu as they pivot and move the goalposts	972811				['1257050892282392579']	1.5963069493560197e+18
1596319068792840192	RT @jenniferzeng97: More and more people are taking to the streets to protest against the #CCP’s ruthless #covid lockdowns. And many people…	1323335958				['2313027666']	1.5962536761794478e+18
1596319070764535808	"RT @Funkytown_01: Trudeau Denies Calling Unvaccinated Names

Prime Minister Justin Trudeau left viewers speechless when he announced that p…"	1455625305494798339				['1506887575587463169']	1.596318646204244e+18
1596319071510855681	"RT @Notmyfault99: Didn't liberals wonder why why big pharma would need immunity from liability if their ""vaccines"" were ""safe &amp; effective""?…"	1530193044003336194				['1583143016813977607']	1.596182138818265e+18
1596319072266104832	RT @LifeLibertyEvan: If Covid taught us anything it’s that way too many people are okay with the government taking their freedom away.	76938755				['708531498450812928']	1.5959766311596032e+18
1596319072706523137	RT @jordanbpeterson: More unintended consequences of the totalitarian lockdown.	74392365				['95092020']	1.5963175242449592e+18
1596319072995938305	"RT @niouniou34: 💔Ser Storm💔
#NYCACC #157573 3y
▪️Urgent Medical
▪️CIRDC/Pneumonia
Sweet, adorable boy, brought in stray, by police. Despite…"	719617204564701185				['82653691']	1.5961867770099466e+18
1596319073268211712	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	2187353317				['337808606']	1.596242318792614e+18
1596319074086449152	RT @JanJekielek: Theory: It's neither Trump nor COVID fear porn that broke even (or especially?) some Very Smart People™. It's the incessan…	1470859340059979782				['15719232']	1.5963093200603423e+18
