tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	retweeted	replied_to
1596518172513140742	Fuck these guys and @POTUS. Just advertisement for big pharma 🤡 https://t.co/5weLiR4luy	768558530		1.596232279562625e+18	['1349149096909668363']		
1596518172726685699	RT @jenniferzeng97: Silent anger and agony of a #Uighur living under #CCP’s ruthless #covid #lockdown and persecution. https://t.co/wkW5kZB…	2310110660			['2313027666']	1.596317312625234e+18	
1596518172966154247	This is going to get really ugly. These poor people have had enough. https://t.co/ZYuP3PFXNo	1519471902514888705		1.5956438422120202e+18			
1596518173456887809	RT @tailorderg: Would see lockdown had its toll on Tyrone's figure. He found an old tank he wore at a party while getting ready to hit the…	2932758295			['3008249864']	1.5964195588350976e+18	
1596518173649653763	RT @MotherJones: Children across the country are suffering from respiratory syncytial virus and hospitals are struggling to find beds for t…	1700771629			['18510860']	1.5965040963909755e+18	
1596518173678903309	"RT @CMO_England: The 'flu season has started with hospital admissions rising, especially in children and the elderly. 

If you are eligible…"	1506261930423562240			['1178622443814084608']	1.5961197690020045e+18	
1596518173964390400	@ColetteMandin I don’t know anyone afraid of masks. What’s concerning is the mentality of healthy people who are still wearing the masks after it’s been proven that masks and the shot doesn’t keep you from getting Covid.	2254240884	636649732.0		['636649732']		1.596153334725251e+18
1596518174295408641	RT @FalconryFinance: Most Western leftists abandoned socialism the instant they were asked to do basic, necessary, easy pandemic shit like…	1329990373020553216			['1329990373020553216']	1.5918119919452406e+18	
1596518175239294989	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	2664184327			['78523300']	1.5965153365722767e+18	
1596518175583047680	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1415045723230543873			['1552407495255199745']	1.5964351920208773e+18	
1596518175872454656	RT @JedediahBila: Never forget the monsters who wanted you fired for making your own health decisions. Evil disguised as charming is still…	2592209166			['60680268']	1.5965090632269373e+18	
1596518176228982784	RT @thevivafrei: They want to maintain the narrative that the shot is somehow still useful in preventing Covid. It may cause other symptoms…	1703389129			['96906231']	1.5965161890183946e+18	
