tweet_id	text	author_id	in_reply_to_user_id	mentions	replied_to	retweeted	quoted
1596365628431966208	"@DonaldJTrumpJr , 
@realDonaldTrump , 

Mr. President. I've supported you from the beginning, and I hope to continue. But, I have to draw the line on you promoting these vaccines after all the sudden deaths I'm seeing in videos of vaccinated people."	826945963575144448	39344374.0	['39344374', '25073877']			
1596365628742729731	"@Fman33 @ChuckBURNETT16 @juliebaden7 @DashDobrofsky I haven’t been proven wrong. I will link you to articles that can explain these concepts to you. YOU won’t read them, but someone else might. 

Source: https://t.co/lhy5EikrPp

Source: https://t.co/o2LSkHjF4q

Source: https://t.co/uCOI9mrjfu"	15359761	462066864.0	['462066864', '1340467596127313920', '1485756407878197255', '1520612280643162112']	1.5963638914116772e+18		
1596365630223323136	I got COVID ... lol !hydrate - Legend } !tip !tiktok https://t.co/ds470iwhFX	1133927360460312576					
1596365630420418560	"RT @rohansheth17: Just watched #Bhediya. What an original fan-fucking-tastic movie.😍

Dharmik bigot @PratikBorade1 has a problem with a pro…"	1333627705795825665		['780734029', '581919617']		1.5963437150100767e+18	
1596365631464488960	"First cases of BQ.1 detected in PH

Fourteen cases of the COVID-19 Omicron subvariant BQ.1 have been detected in the Philippines, according to the Department of Health.

https://t.co/7gCOlCKVaJ"	991544173160419329					
1596365631871500291	"RT @hugh_mankind: ""Very, very, very, very safe. They're safe as any vaccine and may be safer than many."" 🧐

-Dr. Oveda Fuller, FDA Virologi…"	1572603962724962306		['256057148']		1.596184107947524e+18	
1596365631922008064	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	1098730021		['337808606']		1.596151300798165e+18	
1596365632693764096	"RT @abhinandita_m: AAP candidate from Naranpura Shri Pankaj bhai Patel is reaching every home. We are small but working hard. 

This is how…"	2285006179		['2205364669']		1.5961445570617713e+18	
1596365632894820353	"RT @ChGefaell: Sources: 
Excess death: EuroMoMo, w47 update, https://t.co/6EAacfFT8l
Covid deaths: Our World in Data,  https://t.co/3StITzo…"	35983135		['1264251436717821952']		1.595900662931333e+18	
1596365633541005314	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1586408759022215168		['806344552718045184']		1.5962870273011876e+18	
1596365634421805056	"RT @1goodtern: Why does SARS-CoV-2 damage appear in such different ways in different people?
You have probably all known the answer to that…"	1465738681		['960817018193764352']		1.5960925759368274e+18	
1596365634618523648	RT @Xx17965797N: 🇨🇳CHINA -- Violent protests against zero-Covid lockdown in Guangzhou. https://t.co/bIam5HnYvw	1518741020912996352		['1552407495255199745']		1.5961327929617285e+18	
1596365634526273537	RT @UROCKlive1: @B52Malmet I hope everyone will read this thread. Pretending COVID is gone will have terrible long-term ramifications. It's…	3007085424		['87983041', '2876041031']		1.596283966578778e+18	
1596365635407474688	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1522444927371595776		['1577761560394665984']		1.596231410502738e+18	
1596365635776151552	"RT @yaneerbaryam: 7. It doesn’t spare children.
8. Vaccines help, but only some.
9. Masks work.

""Everyone should know about these studies.…"	91865200		['252608121']		1.5957535566022246e+18	
1596365636611223552	"RT @ellymelly: I was branded a conspiracy theorist when I wrote this article before the federal election.

Now, Australian leaders have don…"	1586312469664104448		['39002335']		1.596035215838761e+18	
1596365637064220673	RT @FCI_India: Food Corporation of India transported record food grains to every corner of the country from 24th March 2020 to 22nd Novembe…	1468167541293862912		['2542617241']		1.595377190157185e+18	
1596365637840171008	RT @AmeliaBee7: Might be worth reminding the Dan haters that, if Morrison had done his job (the one he was elected to do) and ordered enoug…	443225587		['3071275561']		1.5961231227253187e+18	
1596365637990813696	Yikes! https://t.co/BkbuQh2B3j	57361315					1.5957516393144812e+18
1596365640319000580	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1039013082		['833100331']		1.5961151268093993e+18	
1596365641023463424	RT @Doctor_I_am_The: Growing research about how Covid vaccines affect menstruation points to a big oversight in trials https://t.co/L5SJ29T…	1053053131007897606		['1178805312679071745']		1.596151674779095e+18	
1596365641627631616	RT @jovip7430: I tried to explain to an extended family member (gently &amp; respectfully) that covid can cause immune systemissues after she c…	61198294		['1349728983336837120']		1.5959683609905398e+18	
1596365642097123328	"RT @NFSC999: Chinese woman gets breast cancer from Covid vaccine
 
I never had that before, got my third vaccine in January 2022, breast ca…"	1448003969054302218		['1513669096268726273']		1.596221891098071e+18	
1596365642109956096	Covid part 2009 https://t.co/OvES9tatoK	1272970988888694791					1.5960955237985362e+18
1596365642390962178	"RT @j_stokesparish: “You’re an angel, a hero, even. We’ll clap for you”, they said.

“Please don’t”, we said, “lobby for remuneration or sa…"	10083942		['25956314']		1.5963012540738068e+18	
1596365642516815872	@EvidentlyR I’ve always enjoyed them. I have lots of pics from my backyard, but now I reallllly enjoy them. Haha. Maybe pandemic has to do a little with it. Either I noticed more and/or different kinds were more noticeable with people not all over the place.	719083262	1.1287824589740319e+18	['1128782458974031872']	1.5963537848796447e+18		
1596365643330519040	@LayahHeilpern The silencing of doctors promoting cheap off-label early intervention protocols that could have prevented the deaths of millions. Mind you, I have never taken the flu vaccine either and Pfizer’s criminal record doesn’t lead to trust.	306104315	455937214.0	['455937214']	1.5961360820680827e+18		
1596365643389227010	"@thephysicsgirl @ahandvanish Can’t wait to see it.

Hope seeing this helps. https://t.co/vSFyeGTIQk"	881241812	529126022.0	['529126022', '191100226']	1.596295752820568e+18		1.5610223815897293e+18
1596365645016440832	@edwinhayward Every country is feeling the effects of covid and Russian/Ukrainian war, what a lot of people in the UK want to keep blind to is the disastrous effect Brexit has contributed to and elevated in destroying the economy even further than it needed to. They were sold a pack of lies	764245122	45010849.0	['45010849']	1.596336266219778e+18		
1596365645322616832	RT @JonathanTurley: ...These companies were fine with Twitter censoring free speech and blocking stories like the Hunter Biden laptop scand…	1446812006007427073		['94784682']		1.5962733268756316e+18	
1596365645293264897	RT @DrAseemMalhotra: WHAT have we done?! 😠	23567526		['472777204']		1.5959119463937475e+18	
1596365645616144386	RT @LauraMiers: Everyone thinks the pandemic is over, because there is no media coverage, data, or government announcements. Local media ar…	1274286797204439043		['170280910']		1.572239100715094e+18	
1596365645670752257	Good question? https://t.co/ISkwbeBYiu	1386311149088612357					1.5962906386049475e+18
1596365645951557632	RT @JettElad: Lockdown Corner🔒 @730scouting https://t.co/Asy9mznKPD	3249885411		['1457718093992574984', '3427372661']		1.5963014702528307e+18	
