tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596387444899086337	Now-censored videos appear to show China's zero-Covid measures delaying ... https://t.co/Uq6KRgZDcD via @YouTube	1389647070772879361		['10228272']			
1596387445477629952	RT @eyejosh: @JulianE95250219 @jeanid123 The BBC won’t mention this scandal because No 10 instructs the BBC - and No 10 knows that stealing…	40883980		['59305661', '1471933769049378827', '396011927']	1.5963150360995635e+18		
1596387449445359616	RT @DoctorLFC: I wondered why Barkha Dutt blocked me on Twitter for simply asking her not to hound a doctor trying to do his job during the…	707386962		['143409262']	1.5963848026049864e+18		
1596387450318118913	"RT @juliasm18659356: @EthicalDavid Ooh and who is also linked to this

https://t.co/Kpz7yIWkKL"	1472948222		['1354551453260591108', '870544742']	1.5960522174500946e+18		
1596387450430988288	@baneofthesea @thejb_stan Hiv is a virus and it’s also not covid	1351397469071024132	1.3394238417271276e+18	['1339423841727127553', '1333977813385437186']		1.5963520124003615e+18	
1596387451009802241	RT @NFSC999: A woman in Guangdong province, China, who was diagnosed with acute leukemia after her third dose of SINOVAC vaccine, realized…	1472443978641334272		['1513669096268726273']	1.5962425622010552e+18		
1596387451597389825	RT @Haggis_UK: Here's the full exchange between #KayBurley &amp; Michael Gove over the Michelle Mone PPE contract. https://t.co/kxmHkh1mkw	1596387277592317955		['351784239']	1.5956966573538345e+18		
1596387454294130688	"RT @DrJohnB2: ""This case indicates a strong causal relationship between the mRNA-based COVID-19 vaccine injection and the onset of psychosi…"	1436348768329375745		['1400013985202704385']	1.5962220109081068e+18		
1596387456378867712	RT @Xx17965797N: Study Finds Number of Athletes Who Have ‘Died Suddenly’ Has Increased by 1700% Since COVID Vaccination Began. Full List of…	241343443		['1552407495255199745']	1.595841581701124e+18		
1596387456529879042	RT @McDevonMD: Pro tip: 4 respiratory viruses and bacterial pneumonia with respiratory failure requiring intubation, along with bacteremia,…	1103797654176309248		['1262105341900324864']	1.5959217965405553e+18		
1596387458211463168	RT @SPACEAGEPlMP: WAIT  I didn’t forget some of y’all thought COVID came from 5G , I didn’t forget that shit fr	38642522		['754054128758730752']	1.5963853994418504e+18		
1596387459147128832	RT @Polkadot51: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, loc…	1574415240955035650		['1545755757798457346']	1.5962522104001987e+18		
1596387459092295680	Measles vaccination coverage has steadily declined since the beginning of the #COVID-19 pandemic. In 2021, a record high of nearly 40M children missed a measles vaccine dose: 25 M  missed their first dose and an additional 14.7 million children missed their second dose.	1184378293958729728					
1596387459469701120	"""Safe and Effective"" they said...

How many more people have to end up this injured and/or dead, before the POISONS otherwise known as ""Covid-19 vaccinations"" are banned?? https://t.co/PSJ6Yfg1zK"	1517132742					
1596387460312928257	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	1077366372836040705		['2382229472']	1.5961965709778248e+18		
1596387460665298945	RT @Bbmorg: Matt Hancock is doing reality TV because 200k people died of or with covid on his watch.	33238606		['269997972']	1.5962640634700472e+18		
1596387463731286016	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	2886596236		['914588454']	1.5962501084331459e+18		
1596387466113531905	"@bloodstone134 @KangaDMC @StassenFrank @nycitymouse1 @LegalMinutes @Doctor_Eric_B @drcole12 No, that's not what Pfizer said. They said *their* trial didn't look at effects on transmission. But many studies after vaccine roll out *did*, which is what the many statements on reduced transmission were based on. Pfizer's trial was irrelevant to that:
https://t.co/pxvwJWncth"	1429261284466323464	1.5663462921036186e+18	['1566346292103618560', '493810050', '1525674124101799937', '898041698', '1373986041015721984', '1433915217818357766', '1375490702373646336']		1.596385069375312e+18	1.5818397916114657e+18
1596387466126106625	"Andrews: a career politician, self-appointed autocratic physician, zealot fool

Like Ardern &amp; Trudeau

&amp; 'the vaccine' wasn't tested as one &amp; so didn't function as one

They were enlisted in the greatest pharma swindle of all time

&amp; were too happy to oblige https://t.co/ih2Oj8COx1 https://t.co/dyn1xoJr14"	1241701644523335680					1.5963132816431514e+18
1596387467711905795	"Respected @mrsfunnybones garu Am from Warangal Dist Telangana State.Could u plz provide some financial help to buy 2nd hand SUV so that I can run a cab for hire purpose,Coz I only know how to drive.This COVID period made my family such a bad condition with no job
Plz help madam🙏"	991220223645798400		['2729506932']			
1596387468898893824	@EndOfMyRope77 @mannymacfly @sadsat1re @CNN Ooops, covid missed one.....	1227287529734508544	1.4694934512512e+18	['1469493451251200003', '87872246', '2989348463', '759251']		1.596387200962564e+18	
1596387469834223616	RT @RaggedTP: Always said ‘Partygate’ was a media distraction from the great £400 Billion PPE/ Track and Trace/ Furlough swindle of taxpaye…	126964239		['939673452763639811']	1.5961421956140933e+18		
1596387470714642432	There's a amplitude of Sprite amid the Gingivitis pandemic	1307842037253918721					
1596387474606944256	Truth ! https://t.co/da2CAYoRVb	1511832780556038146					1.5959077993047654e+18
1596387475446181888	RT @Sandyboots2020: Immunologist and one of the most accurate voices in the pandemic @fitterhappieraj has been warning that COVID-19 could…	859722181735067649		['1309417499398746112', '88589013']	1.5962085150977024e+18		
1596387476251504642	RT @RayhanAsat: The the death toll is far more than what the Chinese government has reported. My Urumqi, my people. Chinese officials in Xi…	3368993704		['2211735352']	1.5961013716817265e+18		
1596387478268583936	@theJagmeetSingh You stand wit fools and assh**es because you stand with thecsame people you blame. Hiw do you know tgat these weren't temp positions funded by givt due to covid and now that the funding and scamdemic has ended, the people are redundant. Oh yeah your commie so it doesn't matter	2197102278	253340075.0	['253340075']		1.5962020582599311e+18	
1596387479057469440	RT @JonathanTurley: ...These companies were fine with Twitter censoring free speech and blocking stories like the Hunter Biden laptop scand…	1448705647139115009		['94784682']	1.5962733268756316e+18		
1596387479250239489	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1586389523692396545		['2163723997']	1.5962960706858967e+18		
1596387479523033088	RT @BNOFeed: China reports 35,183 new coronavirus cases, the biggest one-day increase on record	728866588376567808		['2985479932']	1.5963364530548654e+18		
1596387479875366913	RT @colonelhogans: Covid lockdowns were extremely hard on people’s mental health and financial well being. But they saved millions of lives…	1158992563312791553		['341327946']	1.5962150201441075e+18		
1596387480630067200	RT @wrtv: When everything came to a screeching halt at the beginning of the pandemic, parents had no choice but to start in-home care. http…	1406471166		['14408705']	1.5963762016559923e+18		
1596387481133490176	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	962650783182331904		['1577761560394665984']	1.596231410502738e+18		
1596387482412752897	RT @AbduwelA: What happened Nv 24 in Urumchi, two Uyghur girls telling from the beginning of the lockdown, what difficulties they were in a…	1189448789003780096		['1076925599074172928']	1.596122422587011e+18		
1596387482677006338	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1088144666		['1577761560394665984']	1.596231410502738e+18		
1596387483205636096	RT @BeijingPalmer: one of the things that people miss about zero-covid in China is that it's not just about the big top down policies, it's…	1160844866059849728		['1254412448']	1.5962114362079724e+18		
1596387483629260801	"RT @NiravJ7: At the end of 2022 Beijing is under Covid lock down.
New Delhi is NOT.

An authoritarian regime with a free hand to do as it p…"	18669841		['1266724919057907712']	1.5963858576905462e+18		
1596387484971040768	Nibe safety bakithi https://t.co/Ckc8QJk23I	1119290017082376192					1.5962257397452964e+18
1596387485827100672	"RT @SRAntiFascism: @SR_AntiFascism @csiscanada @rcmpgrcpolice 2\Don't expect #CSIS-#RCMP
to move away from #SystemicRacism 
any time soon,…"	1499805599827038217		['110728224', '1499805599827038217', '725688814069518336', '39728435']	1.5963796863678177e+18		
1596387485923397633	"RT @YouAreLobbyLud: The problem is that knowledge is not the key to action.

DON'T LOOK UP"	1267448527820599296		['1238949674989416449']	1.5963684188605071e+18		
1596387486032228352	"RT @WallStreetSilv: BREAKING: China's Guangzhou city is building not only one, but dozens of quarantine camps now. 

The first one in the T…"	4751987293		['1366565625401909249']	1.5960359592497725e+18		
