tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596308028189741056	"#China 🇨🇳 2022 #SAD😞 
#XI’S Democracy Chinese #Communist Party Style 
Win Win 🏆 for all

property owners at #Beijing’s Bolin Aile (柏林爱乐) stood up to #XI’S thug cops and successfully pushed back against a lockdown #习近平操你妈  @globaltimesnews https://t.co/aBlHGXxkPH"	1384573120070045697		['49616273']			
1596308028579491841	"#DiedSuddenly #StoptheShots #vaccine #mRNA
Attorney Who Requested to Represent President Trump But Was Denied by New York Court, Died Suddenly Last Week at 48 

https://t.co/x816oCRhz8"	1527753693365424130					
1596308029175398402	RT @ifeeltheneed_: @backinyerpram He did, or was the face of the advice being given. There’s always going to be covid assholes.he did his j…	1503717252792737794		['1172542451422236682', '1503717252792737794']	1.5963051999285985e+18		
1596308029225701376	$RVVTF - Revive Therapeutics on target in FDA submission for study of COVID-19 drug, say Leede Jones Gable analysts https://t.co/AreJ2HAYAS	1332189683082674177					
1596308030374957056	@ladyprayz @realravenshunt @GrahamAllen_1 If you had Covid then you now have antibodies to Covid just like a vaccinated person… so I don’t understand what is meant by pure blood…	225256623	1.5860340087352197e+18	['1586034008735219713', '24618921', '832978972602429440']		1.5963074406222725e+18	
1596308032241139712	RT @_jasminwats: @sweizayne “You got Covid” they really wasn’t trying to hear her food opinions	1580659340498853889		['901090556851478528', '220414058']	1.5962816843658035e+18		
1596308032513839105	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	2350895629		['21947445']	1.5962571726395802e+18		
1596308032912515072	@the_meghaning The fact that more people vaccinated died from Covid than unvaccinated did, that should be eye opening itself…but you cannot deny the fact that people have bad health issues to include death from the vaccine except Dr’s refuse to say the causes. These aren’t opinions it’s facts!	1586089383966478343	1643438737.0	['1643438737']		1.5948522204906127e+18	
1596308034128470017	Quickley-Deuce-Grimes lineup combo is a keeper. Lockdown.	1495843069987631108					
1596308034501971968	"RT @angelanashtn: Part three of three:

Link to full interview 

https://t.co/SBfVIVesgQ"	1518838342040883200		['1392690528685379584']	1.5958069394091622e+18		
1596308034854481920	"it's truly mind-blowing how no one connects the ""crime wave"" to the decades long devastation of the lower class in canada, combined with covid and the subsequent cash grab by pretty much every major canadian corp"	23990079					
1596308035705929728	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	1466894906228494337		['1108431749820882947']	1.5959077993047654e+18		
1596308036246990848	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1347919343280123904		['806344552718045184']	1.5962870273011876e+18		
1596308036356018177	RT @JSwanEsquire: Of course Donnie rushed back to the White House, not to deal with the cyber security breach or pandemic spike but to comm…	3551046323		['1030732273']	1.345850593294889e+18		
1596308037090029568	"RT @WallStreetSilv: Chinese citizens are revolting against the new COVID lockdown and clash with COVID police ...

🔊sound ...🔥🔥🔥 https://t.…"	2768844333		['1366565625401909249']	1.5962834671969485e+18		
1596308037139980288	RT @TOSMag: The Homeschool Review Crew has been using the Bible Memory App - Bible Memory PRO in their homeschools for the past several wee…	16341439		['16341439']	1.5201007605367194e+18		
1596308037215870977	"RT @eekymom: FOR THE SEATS IN THE BACK: 📢 

You cannot support vaccination without supporting, advocating for, and giving a voice to the va…"	1519069771022569472		['801498918']	1.5963029610426819e+18		
1596308038159593472	"RT @uytimes: (1): A large scale protest broke out in Urumqi against the strict lockdown following the death of 44 Uyghurs in a fire. 
Accor…"	1866588008		['1277982133772906504']	1.5961921025550828e+18		
1596308038297669632	RT @Homeoffree61: Thanksgiving. I was supposed to be with my family ( the few who are left) They are all sick and coughing, so we had to ca…	562402316		['825476542478303233']	1.595723876654252e+18		
1596308038457372672	"RT @MyBoxerLuvMac1: 💔Luna💔
#NYCACC #157572 3y
▪️To Be Killed: 11/29💉
▪️Pneumonia
▪️Can be killed anytime if cond worsens!
Total gem+vol fav…"	1243929518949019655		['1214648962491269125']	1.596230797832618e+18		
1596308038495121408	"RT @Eric_Schmitt: In the Fauci depo this week the court reporter sneezed. Fauci wanted her to wear a mask

This is the mentality in Nov 202…"	1449188386439319553		['101852818']	1.596193593785475e+18		
1596308038494846977	"RT @MyBoxerLuvMac1: 💔Snoopy💔
#NYCACC #157851 9m
▪️To Be Killed: 11/29💉
▪️Pneumonia
▪️Can be killed anytime if condition worsens!
Amazing pu…"	1515097341006647297		['1214648962491269125']	1.5962322229522924e+18		
1596308039178780672	RT @LifeLibertyEvan: If Covid taught us anything it’s that way too many people are okay with the government taking their freedom away.	1461013640090423301		['708531498450812928']	1.5959766311596032e+18		
1596308039547559936	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	253440845		['1577761560394665984']	1.596231410502738e+18		
1596308039573049345	RT @Lordflashh3art: If you’ve ever wondered how we ended up in this mess, the general public have decided that Matt Hancock is a nice perso…	1180860316621647873		['41663573']	1.5962913398801736e+18		
1596308040827154433	RT @EricMMatheny: You were told if you got these vaccines you weren’t going to get covid. That the virus stops with the vaccinated. If you…	1593693753675378688		['2730264319']	1.5961510243180257e+18		
1596308041174917121	RT @joeolivermd: Kids are testing positive for Influenza + RSV at the same time. Probably also Covid. Now would be a superb time to get you…	17885796		['1089917743275667457']	1.5962860168426988e+18		
1596308042240643072	RT @thevivafrei: Go to hell, Pete.	1523421656907137027		['96906231']	1.5962907409041572e+18		
1596308041598611456	"so kudos to CBS News for raising point that I have said for a year now. It is obvious that covid infections are likely to degrade immune system - thus why all these other viruses are spreading - more susceptible hosts. 

We need vaxxes to stop infection - period. 
we need better https://t.co/CtNV39ALeV"	1934787661					
1596308042731380736	@Ojeda4America What do they lie about. Covid the elections the economy. Funny how all the fake news conspiracy theories come true HUNTERS LAP TOP #FOFF	1849113217	2290583342.0	['2290583342']		1.5962082383279063e+18	
1596308043347922944	"RT @DavidKotiw: Ever heard of Phoebe Adele Gates? 

Daughter of Bill Gates

Age 20 she has never been vaccinated. This includes childhood v…"	1567224616120352770		['2564375270']	1.595653801620476e+18		
1596308044153249793	RT @jovip7430: I tried to explain to an extended family member (gently &amp; respectfully) that covid can cause immune systemissues after she c…	50099619		['1349728983336837120']	1.5959683609905398e+18		
1596308044379471873	"Welp.

Woke up this morning to my lovely wife being upset our fridge took a shit on us.

I buy home warranty a few months late because....I'm....yeah, no excuse.

Suffice it to say, I walk in the house from work and the fucking thing is working.

Thank goodness. https://t.co/XyLeg3UGgs"	27471564					
1596308045579325440	RT @WashburneAlex: From 1977 influenza pandemic, it took ~40 years before a laboratory origin was widely accepted, despite being clear by 1…	1130089689430536192		['1481707872970960896']	1.5962172445684163e+18		
1596308046736551938	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1327672314167783425		['2163723997']	1.5962960706858967e+18		
1596308047881707520	"RT @badiucao: 2/ one significant trigger for the protest was a deadly fire in a resident building.
dozens people died due to lockdown setti…"	1358415961		['267695291']	1.5962485785732751e+18		
1596308051090366464	literally had covid w a 101 fever what a dumb girl i am https://t.co/TYwObTEA0B	2660968845					1.5735122863959327e+18
1596308051287453696	RT @TicTocTick: Per CDC, majority of Covid deaths in August were amongst the vaccinated with 58% vaccinated deaths  versus 42% for the unva…	2905187525		['345525945']	1.596289687181996e+18		
1596308051979534337	"RT @nathaliejacoby1: Would you choose to wear a mask if you were traveling by plane? 

Yes or No?"	93414945		['1280478731874848769']	1.5962491281406812e+18		
1596308052231200769	RT @DoctorHenryCT: Do you know who will be to blame if Covid and flu numbers explode? The people. There is no reason to listen to Republica…	1500217300200402954		['2385660031']	1.5962329227593277e+18		
1596308052285820941	RT @SquillMama: Listen to king evil hisself , Covid 19 helped with control of people. Who in their right mind would ever think that Covid h…	20453548		['1518703170700075009']	1.596135147174531e+18		
1596308052889722883	@LayahHeilpern My doctor, an infectious disease expert, warned me against the jab. My husband and I are unjabbed and did not get covid. Surprised? Nope.	1586873758136111108	455937214.0	['455937214']		1.5961360820680827e+18	
1596308052764168192	In the 3yrs I’ve been in China, I’ve never seen Chinese social media blow up like this. Li Wenliang was big but the current outpouring has been slowly building and building over months and years of frustration over Covid lockdowns. This particular WeChat Moment stood out: https://t.co/lzD7JsUbtF https://t.co/bUI2zjpGhM	1098047327309316096					1.5961798911875113e+18
1596308053699149826	@melanie_korach I had my 4th some time ago. So far have managed to avoid Covid. I'm also a mask wearer in crowded places.	884660318118359040	8.652384625381417e+17	['865238462538141697']		1.5957244112854303e+18	
1596308053778993153	RT @JanJekielek: “There's one study that shows just rinsing your nose with a saline solution can reduce your chance of hospitalization by a…	3546568937		['15719232']	1.5959058935555727e+18		
1596308054425100289	RT @ooohalberto: @michaelpbreton Even pro vaccine people aren’t going to be all in on endless boosters. Here comes the exodus.	150033585		['1406624839016751112', '2382229472']	1.5963042950158746e+18		
1596308054802567169	"RT @Adam_Creighton: The next COVID wave is here. Here’s what you’re in for. 
Relentless bs most likely.  😅 https://t.co/svcnURNHf7"	815308143441756161		['477484361']	1.5959526127293071e+18		
1596308055641423874	RT @Yankoz3: @Bigbird32392741 Aluminium is also used as an adjuvant in many vaccines.  Imagine what IT does when injected directly into the…	872369609969741827		['1193365917616312326', '1455464988403920900']	1.596180724972802e+18		
1596308055893106689	@BornAKang “You got COVID?” 😂😂😂	753952200573931520	2544501210.0	['2544501210']		1.5962662557572383e+18	
1596308056455155712	RT @LoTus01132239: In the Pfizer trials, more people died in the vaccine group than in the placebo group, and it takes 22,000 vaccines to s…	105652320		['1148402888135176192']	1.5945078899762545e+18		
1596308057189126144	"RT @FurnessColin: Thank you, City of Burlington, for temporary masking for municipal workers. 

Same at a health club near me &amp; I'm hoping…"	1293273187443265542		['1321666042784043008']	1.5962688004750172e+18		
1596308058334203904	"RT @lamphieryeg: “They are extremists who don’t believe in science, they’re often misogynists, also often racists.""
- Justin Trudeau descri…"	1004694289		['38885578']	1.5962974679595827e+18		
1596308058501574657	RT @Xx17965797N: This Florida health professional testifies openly. According to her, miscarriages have increased by 50% and fertility has…	1844433830		['1552407495255199745']	1.5958323758959043e+18		
1596308060351471616	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	29447428		['2193399722']	1.5963047709142262e+18		
1596308060519424000	Joe said he was going to cure cancer.  Waiting........ https://t.co/VnuT8eqDqK	1407388121726021637					1.5832578148014817e+18
1596308062838693888	RT @StockportMBC: Last day to feed into the consultation about children’s well-being and development following on from the Covid-19 pandemi…	1596307857397407745		['19469719']	1.593514401658798e+18		
1596308063186624512	"RT @TheCoronaCure_: Every time you share their narrative, any aspect of it, you're feeding it.

It's capturing your mind - your  Corona - a…"	807245084521414657		['1303797127651393547']	1.595905894826795e+18		
1596308063304253441	RT @ChristinaPushaw: Fauci, and most of the US “public health expert” class, thought China did Covid lockdowns right and should be a model…	1324101373210857475		['31667539']	1.5962872689392394e+18		
1596308064465956864	RT @drwedemeyer1: @DiamondandSilk There is zero logical physiologic link to any of this and mRNA but there is a known link to Covid infecti…	1488822319		['2942392928', '2908170952']	1.5962961799897539e+18		
1596308064478851072	RT @mcr_lore: a thread of photos from the corona capital festival show – shot by camila alvarez for la bestia music inc #MCRMEXICO https://…	1436013416779554818		['1378858161520717824']	1.5961365485795697e+18		
1596308065455742976	"RT @wcvarones: @ScottAdamsSays Wife had covid twice, NBD.

Got the vax, overnight in hospital with heart problems."	1536440325052452864		['15777645', '2853461537']	1.5957907360787784e+18		
1596308066248658946	"RT @New_Narrative: COVID Cancels Cruises

 https://t.co/6BzCLHTXSE"	197250180		['241983890']	1.596301591727874e+18		
1596308067075100677	"RT @1goodtern: Why does SARS-CoV-2 damage appear in such different ways in different people?
You have probably all known the answer to that…"	1595145046898229280		['960817018193764352']	1.5960925759368274e+18		
1596308067418767361	@TomFitton Funny he takes credit for getting closer to pre pandemic levels.	1594712762013319168	18266688.0	['18266688']		1.596266034884911e+18	
1596308067486175232	RT @WashburneAlex: From 1977 influenza pandemic, it took ~40 years before a laboratory origin was widely accepted, despite being clear by 1…	34238752		['1481707872970960896']	1.5962172445684163e+18		
1596308068048175106	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	1171766396914737152		['914281548']	1.5962645831231447e+18		
1596308068173848576	Former Montebello detective sues city, alleging gender discrimination in vaccine exemptions https://t.co/RyFeGzAb3V	1561349367503929345					
1596308068085600256	"@naniluvs2 @Swank120 @dannowicki @ronaldjhansen @CaitMcGlade And McCain still had nothing to do with this race whatsoever. Stop regurgitating everything MSM throws out.   You think no one considered vaccines required to go to school and other issues?  This is AZ, not the East Coast.

https://t.co/ymQ4tMckm4"	840682814	840682814.0	['569803248', '1876988996', '19629840', '39607885', '131009201']		1.5963055066912154e+18	1.5847500842263552e+18
1596308068673150976	RT @VernonForGA: After a grilling deposition, now the chief Covid liar &amp; engineer who single handedly brought this country to its economic…	52682933		['900021957424447488']	1.5962939738402202e+18		
1596308068421148673	"comments on the official apology (+denial re: the lockdown)

""hahaha, no need the explain. the whole country is like that [same lockdown measures]""

""why do officials always only themselves to comment""

""actl we're all living in the same block, the fire just hasn't burnt you yet"" https://t.co/I9Cr0scj2A"	537652294	537652294.0			1.5963063000022508e+18	
1596308069419548673	RT @BillRatchet: the final day has come..ladies and gentlemen..5.5 incredible years without missing a single thursday (until i just got cov…	1690036836		['500497164']	1.5959094166661612e+18		
