tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to	quoted
1596371884932665344	"RT @yaneerbaryam: “Long COVID after breakthrough SARS-CoV-2 infection,” Nature Medicine, 2022

""The same researchers from Washington Univer…"	76713592		1.5957553325166797e+18	['252608121']		
1596371885067210752	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/1QHpZPzXx8	21711199					
1596371888498184193	RT @Polkadot51: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, loc…	27220530		1.5962522104001987e+18	['1545755757798457346']		
1596371889080848384	RT @moneycontrolcom: Indian benchmark indices gained 1% &amp; hit record levels amid positive global markets led by outcome of Fed minutes, FII…	250963454		1.596370317001515e+18	['68927629']		
1596371889596743680	#FPWellman #MarshaBlackburn Although the order is lawful, it cannot be fulfilled by receiving a licensed Covid vaccine (COMIRNATY or SPIKEVAX) because those vaccines are not available.	1624222218					
1596371889873883138	RT @RobertKennedyJr: After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., un…	1083806791970914305		1.595173745165013e+18	['337808606']		
1596371889899081729	"RT @ChrisWNunn: If your vaccine works only if others also take it, your vaccine does NOT work. 

If your mask works only if others also wea…"	840135810		1.5963376801024983e+18	['1559343667944587271']		
1596371891618746368	@LayahHeilpern Found out it wasn’t a vaccine… they have to change the definition of vaccine to put it through. Like….you can just change the meaning of words when reality doesn’t line up for you 🤔😂	240879574	455937214.0		['455937214']	1.5961360820680827e+18	
1596371893325824001	RT @danielchans1: UTI vaccine could be taken as a dissolving tablet | New Scientist https://t.co/F5tAqMBevC	1084156001631252480		1.5963341322667622e+18	['1433831230827544582']		
1596371893707476993	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	3661684775		1.5962501084331459e+18	['914588454']		
1596371894659604480	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	767911631292477440		1.5963047709142262e+18	['2193399722']		
1596371895921827840	RT @johnrackham82: People should be far less concerned about @elonmusk owning twitter and deeply troubled by a narcissistic, murderous psyc…	1586149246117597184		1.5947062664371896e+18	['1552067520575799298', '44196397']		
1596371896333111296	RT @72powpow: 🇨🇳 - 100 million people now back in lockdown https://t.co/l4tvLOdEvL	1586771409102991362		1.596250355687256e+18	['1480068057447821313']		
1596371897306214401	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	780160105320894464		1.5960599267530834e+18	['222748037']		
1596371897411080192	"@jimmylickwall @Ojeda4America Everyone knows the vaccine isn't a cure..except you.
But what it does do is lesson the viral load. 
Keeping the vast majority of people of a ventilator."	1490918441372557312	7.059653186745098e+17		['705965318674509824', '2290583342']	1.596298871495336e+18	
1596371897263923201	RT @ezralevant: Flashback: Trudeau's lockdown.	43288319		1.5962270682449306e+18	['20878297']		
1596371898325422080	"RT @realfoodcures: For decades, the research shows mRNA technology kills and maims. 
Don’t trust felons (Pfizer).
I have an immune system.…"	961481701435166721		1.5963704459679867e+18	['232620650']		
1596371898484809733	"@PoSt0nerDegen @BreckBrew Went to Breckinridge in Feb 2021. 

They acted like the covid was crawling among us and diving toward their nostrils. 

Nice mountain, but shit town."	1236344140687794176	1.0881721454174167e+18		['1088172145417416705', '20486228']	1.5963705325464003e+18	
1596371899994370048	@KimDotcom You can't even wear a mask.🤣 https://t.co/6JPv28PjiH	1445125123678171136	611986351.0		['611986351']	1.5943006237130875e+18	
1596371902133477376	RT @SofiaHCBBG: Foxconn chaos. Workers in iPhone City clash with riot police over promised wages, unsanitary dormitories and food shortages…	1031755702224805888		1.596016345472471e+18	['627526105']		
1596371901978673153	"So, this 'Sir' was OK with 'lock-downs' 'social distancing''keeping kids off school' &amp; his advice to 'get vaccinated' for a virus that had a 99.8% survival rate. 
Now, he &amp; his acolytes are ""Warning Us"" again. https://t.co/FckO4mzszJ"	30204009					1.5962800677928714e+18
1596371902213365764	"RT @R_H_Ebright: ""For about a year, scientists who..secretly thought that the virus..escaped from a lab..colluded in telling the media..thi…"	36145937		1.5962841221120737e+18	['47791337']		
1596371903580889090	So my 91 yo fully vaxxed and boosted father’s death from Covid is noise to you? Got it. https://t.co/tEGtsWvng6	25613273					1.595469707401986e+18
1596371904352473089	RT @kagire: Speaking earlier today, the @unwomenrwanda country rep. @JennetKem said that violence against women persists &amp; takes new forms…	1174248967858774017		1.596226530509611e+18	['45608325', '1208875330674532353', '1484722464']		
1596371904746905600	RT @respect65: Be it covid, be it climate-change, be it Ukraine, don't get your information from mainstream media. Their aim is to manipula…	951731240402472962		1.5960810473637806e+18	['221710101']		
1596371904214216706	@nathaliejacoby1 Nope, and I've traveled hundreds of thousands of miles. Since covid began. https://t.co/dMne89VahZ	372986589	1.2804787318748488e+18		['1280478731874848769']	1.5962491281406812e+18	
1596371907359608832	"RT @CMO_England: The 'flu season has started with hospital admissions rising, especially in children and the elderly. 

If you are eligible…"	2886654541		1.5961197690020045e+18	['1178622443814084608']		
1596371907821326337	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	2239582478		1.5960599267530834e+18	['222748037']		
1596371908546596865	"RT @yaneerbaryam: ""We need to have a candid national conversation about the consequences of our current approach.”

""Key takeaway: Vaccines…"	76713592		1.5957557833497313e+18	['252608121']		
1596371908492427265	"RT @fitterhappierAJ: Well, looks like they are acknowledging the immunological harm that SARS Cov 2 does

I told you all long ago, many tim…"	2266295418		1.5962063842444698e+18	['88589013']		
1596371909553389568	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	50035649		1.5962960706858967e+18	['2163723997']		
1596371910597615616	RT @zwambagger: @1goodtern @xabitron1 I’m not mystified at all why my poor daughter is sick as hell with the flu 6 days after clearing her…	469045806		1.5960635919411528e+18	['408148568', '960817018193764352', '1012396774751907841']		
1596371912011436037	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	1519201054164131841		1.596151300798165e+18	['337808606']		
1596371913286320135	"RT @DrAseemMalhotra: Launch a Public Inquiry into the approval process for covid-19 vaccines

We want the Government to launch a Public Inq…"	789601134		1.5961530268884787e+18	['472777204']		
1596371913965654016	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1517255839182061568		1.596242318792614e+18	['337808606']		
1596371914301153280	"RT @sanjaysherpurya: My friend Madhur Bhandarkar is producer &amp; Director
 I am glad to be his personal invitee in the screening of his movie…"	1538757320078811136		1.5961745089810964e+18	['1141605412648574976']		
1596371914456375296	"RT @shazmamithani: Antibiotics - always ask why they’re being prescribed.

1. Most coughs aren’t pneumonia - an X-ray is required.

2. Most…"	4664705510		1.5963254099643187e+18	['2485704626']		
1596371915824058370	RT @PolitiCrooks: #SaturdayScavengers It takes extraordinarily low level of humans to scavenge on corpses of tragedies by CASTE. Be it #Cov…	231433593		1.5963159737869394e+18	['1212134129912827905']		
1596371916327378946	RT @CharlesTannock: An utter scandal which is being swept under the carpet it seems	620005425		1.5962645831231447e+18	['914281548']		
1596371916411265024	"it's like constantly trying to swim upstream, which I have been doing since before pandemic started, with my parents dying and all, nothing other than my address has stayed the same

sometimes you have to let go and give another push later, lodge up against a rock or deadfall"	17673299	17673299.0			1.5963719146957988e+18	
1596371917359177728	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	2400825050		1.5958477944677827e+18	['1549164560204038144']		
1596371917375537154	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	728443205557964800		1.5963464154956431e+18	['1444879139371094020']		
1596371917954756609	RT @JamesMelville: Will all the lockdown fanatics who screamed “save granny” now do the same when granny can’t afford to heat her house dur…	1590140964420849666		1.5960741694013194e+18	['20675681']		
1596371920609595392	RT @MaidsofMissouri: @DawiredChris @POTUS I’ve never had Covid never worn a mask never stayed home vacationing from NC to CA . Never vaccin…	1585994365738024960		1.5962495336669635e+18	['1492408064032575488', '23606432', '1349149096909668363']		
1596371920920117249	i don’t condone but if you sliming i suggest you wear a mask ❗️	1418420271149690886					
1596371922836520961	As air travelers return to the skies in numbers close to pre-pandemic levels, those who park at Minneapolis-St. Paul International Airport will pay more beginning Jan. 1. https://t.co/T7ehE7noPI	17348525					
1596371924506267648	RT @FoxNews: Vaccinated Americans a majority of COVID deaths for first time in August: analysis https://t.co/JsiYcnXubO	1520254650183655425		1.595925254383321e+18	['1367531']		
1596371925936533504	I rarely see coverage of new covid research covered by mainstream Canadian media. I find that the US mainstream media actually covers the concerning accumulating evidence about the harms of re/infection much more frequently and systematically.  https://t.co/nZJtOR2kbO	2569219368					
