tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596487578542231554	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1332999283763781632		1.596242318792614e+18	['337808606']	
1596487579087425537	RT @jenniferzeng97: At Xihangangang Gezhouba community in #Chengdu city, #CCPChina, the residents removed the iron fence and walked out of…	40208879		1.59648689086097e+18	['2313027666']	
1596487579129434113	RT @BBCWorld: Covid protests in Chinese city after deadly fire https://t.co/QVt1wtdLTd https://t.co/VMbqgRUscZ	119396022		1.5964861981087744e+18	['742143']	
1596487579251408899	@CTVNews My question is, how did he know. He was hidden away with covid...right?	1475498159061094401	203123011.0		['203123011']	1.5961720679420477e+18
1596487579662172163	RT @paul_burnett27: PRISON: Tory peer Michelle Mone secretly received £29m from ‘VIP lane’ PPE firm | Michelle Mone | The Guardian https://…	1135803514129698816		1.5964272352081756e+18	['779346928609951744']	
1596487579817639936	RT @dedoVsumbe: Hundreds of Federal Employees Launch Legal Challenge Against Government’s COVID-19 Vaccine Mandate https://t.co/jMhMd4tqpu…	281298167		1.596436465566724e+18	['1518707646995513344']	
1596487579880275969	@diplodink @indyfromspace Peanut M&amp;Ms are mostly harmless and ineffective in treating COVID too.	3133627744	627804657.0		['627804657', '330105456']	1.5962970833755505e+18
1596487580681662464	RT @CaraMia200: #MatthewGuy Now stuck with all the unvettedd covidiots, cultists &amp; anti-abortionists, he &amp; Greg Mirabella amassed within #V…	1104502507693207552		1.5964854431343043e+18	['1573800344']	
1596487580690022402	"RT @ShortsTlav: Going Over A Reuters Article On The V Safe Data
From
COVID Doesn’t Cause Myocarditis, Hidden CDC Data Destroys Narrative &amp;…"	264950445		1.5912085892090102e+18	['1571980736156274688']	
1596487582384377856	RT @KimDotcom: If the data from the @Pfizer human trials of the Covid vaccine was fraudulent then all immunity agreements are null and void…	509784929		1.59593439669112e+18	['611986351', '56488059']	
1596487582556164096	Make sure you watch this!! Understand that the vax wasn’t for Covid!! Only population control!! https://t.co/856DIBCMpq	1504486099254583299				
1596487582967558144	RT @JustTheNews: CDC rains on Fauci farewell, as COVID becomes pandemic of the vaccinated https://t.co/P3ndhbaqRG	940762648299343873		1.5961585336069775e+18	['1216793092134723586']	
1596487583747506176	RT @jsolomonReports: Michigan schools tried to use COVID aid for equity consulting, vaping and motion detectors | Just The News https://t.c…	33042791		1.5964688538228654e+18	['523248016']	
1596487583646842886	RT @fascinatorfun: I do think more should be made of describing what else could have been done with the wasted PPE/ Covid fraud money.  In…	383516140		1.5964866910695916e+18	['282914879']	
1596487585211228160	"RT @WallStreetSilv: A new quarantine camp is being built in China's Guangzhou city and designed to detain 87,000 people. 

If authorities s…"	2538018498		1.5958062644869448e+18	['1366565625401909249']	
1596487586188759040	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1536054776823222272		1.596149201657688e+18	['3407247983']	
1596487587006681088	"RT @mattwridley: Top virologists betrayed science with their #OriginOfCovid cover-up.

My latest article: https://t.co/hKDpggWmnf"	895247223029612544		1.596260895013081e+18	['51837775']	
1596487587060908032	"RT @WakingUp2020: @MctagueNicole @nancyvictoria Go to Part 7 page 1165
Proof that those whom were vaccinated against Covid-19 were made par…"	1651504064		1.596328238498091e+18	['1239842902026534913', '1278746836631601152', '50478299']	
1596487590085263360	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	771329044667392000		1.5964838459933778e+18	['95092020']	
1596487590932537344	"RT @elisaperego78: ""We are seeing many covid reinfections, some very close in time. Even in those who were vaccinated with multiple doses.…"	32568589		1.59646477948024e+18	['301352485']	
1596487590995431424	"RT @nathanlawkc: Many protests have spawned across China, when people oppose zero-COVID control and accountability to the government. 
Thou…"	3962892983		1.596485513300435e+18	['735811158469423105']	
1596487591448092672	"RT @ecJulie: Top #Virologist Betrayed Science #COVID #Wuhan Lab Leak #CoverUp

#WEF #PublicPrivatePrtnership Scandal:
Sir Jeremy Farrar, We…"	1470017166552428551		1.5962472344627773e+18	['20275274']	
1596487591565570048	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	35808217		1.5962960706858967e+18	['2163723997']	
1596487591938834437	RT @jaynctgo: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return flig…	773444160460296192		1.5964210716534702e+18	['2439692833']	
1596487592639438850	@Pilli1813058601 @elonmusk @EricRWeinstein The “woke” were responsible for 99% of all riots during Twitter purge. Aside from Jan 6, what riot was cons centric? leftist riots during Trump &amp; Covid were planned &amp; ignored by Twitter minders. While ppl like Fauci told us no outdoor activities, but riot for woke idea’s we’re ok	1524572117114707969	1.1681102791771914e+18		['1168110279177191426', '44196397', '33152005']	1.5955363411267502e+18
1596487593063223296	"@sunlorrie Were they vaccinated prior to the MRI?

How do we know if it's covid or vax affecting brain abnormalities?

Legit question"	1534999006211891205	255340030.0		['255340030']	1.5964864097745633e+18
1596487593801416704	RT @RayhanAsat: A Chinese friend shared this with me. Han people must stand up for the #Uyghurs. Covid control must end and so is the conce…	1556309848525983745		1.5962086330957906e+18	['2211735352']	
1596487594678030336	RT @ITGuy1959: @AP Same “misinformation experts” that censored accounts for saying Jussie Smollett was faking it, Russia collusion was fabr…	1529409963830956032		1.595906606621143e+18	['4247374520', '51241574']	
1596487596770611205	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1277936826		1.5962960706858967e+18	['2163723997']	
1596487597865451528	"Big one: Origin story of #China epidemic falls apart completely https://t.co/uTtck97NN5
'Why would researchers look for a virus no one had ever seen before? This whole origin-story is absurd. It vibrates with ripples of FAKE'.
#COVID19 #COVID"	1538626414697664513	1.5386264146976645e+18			1.596483300805206e+18
1596487598998179840	"@POTUS You're ""standing with"" them by mandating vaccines? You dope."	1477010210153771019	1.3491490969096684e+18		['1349149096909668363']	1.596217228013187e+18
1596487601552502784	RT @StatChrisCotton: After 9 months, I am re-posting the conclusions of my report on the Pfizer trial available here for those who have not…	1179328642838667267		1.5958714409387008e+18	['1547986150941306882']	
1596487601544105984	"@mdc_martinus @elonmusk @gunsnrosesgirl3 Having such a stupid policy on covid is already a misinformation.
Regarding politics and science only 100% free speech, no babysitting.
Build your reputation, earn trust, face challenges."	1548340204607393796	2968463795.0		['2968463795', '44196397', '1179892477714718721']	1.5964536605860372e+18
1596487602928234498	@ianfmusgrave @TheJikky @JohannaSzabo1 @freegazanias @SpeaksInTruth @overcatbe @MaryanneDemasi @CDCDirector @akheriaty @DrNancyOlivieri @JohnBoweActor @Texas_Kate @MartyMakary @DrJBhattacharya @drcole12 @TheFreds @Dominiquetaegon @woodymatters There is no point whatsoever in starting antivirals on someone who comes in with COVID-19 hyperinflammatory syndrome, most of the time. The virus is gone. It's all delayed sepsis.	1441723412368420868	1.4417234123684209e+18		['53609015', '1587714804004794368', '928849544', '775182178137219073', '1093700437184733186', '267758733', '273354091', '426909329', '54322957', '965935355492032514', '895118100', '1586863650425413632', '77486927', '1427361863830949908', '1375490702373646336', '20172153', '2467942377', '35603357']	1.596487350368211e+18
1596487603401916418	I’ve got no sense of time because I’m still working from home and the World Cup is at Christmas. What year/season is this?	19046889				
1596487603523813378	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	423837052		1.5961965709778248e+18	['2382229472']	
1596487603708366849	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	419125795		1.596387310920405e+18	['16060054']	
1596487603888730112	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1239306968910540800		1.5964838459933778e+18	['95092020']	
1596487604115234817	RT @tothemoonandnb: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the retur…	879724048388734977		1.5964191830921708e+18	['3234945912']	
1596487604450791430	"RT @AfricanHub_: Africa is only 6% vaccinated and covid-19 has practically disappeared. Scientists ""baffled""."	2886853479		1.595865255707558e+18	['1536268354830360576']	
1596487604459171840	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1505921353198809101		1.5962870273011876e+18	['806344552718045184']	
1596487604962488321	RT @toadmeister: A summary of the most interesting stories in the past 24 hours that challenge the prevailing orthodoxy about the virus and…	1473837166430236689		1.5963117238117827e+18	['18809812']	
1596487602575933440	"@ElyzaRose2021 @CTVNews @DonMartinCTV Go to Part 7 page 1165
Proof that those whom were vaccinated against Covid-19 were made part of a clinical trial without their knowledge. 
Link 👉https://t.co/tGmORT7Va3 https://t.co/GMjfJ9PBaj"	1239842902026534913	1.432385736972587e+18		['1432385736972587009', '203123011', '29518466']	1.5964467315996795e+18
1596487605285257226	"RT @premnsikka: Nurses worked during the lockdown.
Starter pay is £27,000. Many rely on food banks.
40,000 nurses left the NHS this year.
N…"	252668370		1.5964634506410312e+18	['2461924214']	
1596487608053497864	"NFA 
Pfizer chief boasts Covid pandemic will be 'multi-billion dollar franchise' for years to come | Daily Mail Online https://t.co/LXLGWFJVli"	1437850546430517249				
1596487608665776128	"The Person that invented the Pfizer Vax admits be hasn't been jabbed

https://t.co/F6ZNIgyuHt"	1558783910930161667				
1596487609869533184	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	1472252383866535953		1.5964504342854738e+18	['900669223122472960']	
1596487610398306305	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1458797632361578498		1.5964838459933778e+18	['95092020']	
1596487610557341696	"RT @DrJBhattacharya: ""Emily Jo was never warned of the myocarditis risk or informed about the risk-benefit profile. “When I took Aiden to g…"	1100521572547395584		1.596200183297024e+18	['1427361863830949908']	
1596487611069399042	RT @TheThe1776: Birx, Fauci, Gates, CDC, FDA, NIH, Media, Big Pharma, Big Tech, Biden Administration, etc. should be held Accountable for a…	1586309514625794048		1.5962447460493148e+18	['1537291933495615488']	
1596487611098730496	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	315747655		1.5962523413840118e+18	['69080476', '18949452']	
1596487611262160898	@LayahHeilpern Because I don't trust the backers of the vaccine. I believe there is more to it than is being told to us commoners.	1548282023634055171	455937214.0		['455937214']	1.5961360820680827e+18
1596487611803004928	RT @BBCWorld: Covid protests in Chinese city after deadly fire https://t.co/QVt1wtdLTd https://t.co/VMbqgRUscZ	1319300674039943168		1.5964861981087744e+18	['742143']	
1596487611929219072	"RT @PACrosthwaite: This peer of the Realm stole OUR money which could have been used to save lives during the pandemic.

She should be houn…"	56066187		1.5964585797787402e+18	['1154057739213135873']	
1596487611979558912	@zenrealtornyc @srenner22 @IDoTheThinking Yes, some portion of people will die, your risk of getting it and dying are both higher if you are unvaccinated. But with so many more people vaccinated, the portion that are vaccinated but immunocompromised, for whom the vaccine is less effective is greater.	1013591429682098178	3165959862.0		['3165959862', '340717216', '1579809553']	1.5963068784009912e+18
1596487612247728131	"Having NOT received a single penny in support during the pandemic because I took a early private pension withdrawal (paying 40% tax) I'm  disgusted at the continual siphoning off of our money into corrupt greedy individuals sponsored by the Torys
It's FRAUD on a industrial scale https://t.co/v5l3a5sa6F"	503589263				
1596487613099102208	"RT @michaelpbreton: BILL 36 in BC Canada, will make COVID-19 Vaccinations MANDATORY permanently, for all healthcare staff.

This is a Crime…"	1611503244		1.5961044075439473e+18	['2382229472']	
1596487613308964869	RT @Sillyshib: It isn’t just that proper PPE suppliers were sidelined, or that a lot of the equipment was unsuitable. It was the blatant pr…	1022575651		1.5964440282326876e+18	['854769693051297794']	
1596487614240272385	"RT @SeditiousMe: They spent an awful lot of money and time to convince folks to eat beef

How much 💴 and 🕰 are they spending behind the sce…"	18930506		1.5964862171847352e+18	['36507186']	
1596487615758626816	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	722152152760762368		1.596149201657688e+18	['3407247983']	
1596487615909593088	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	2578946383		1.5959211358325391e+18	['1358074263052439554']	
1596487616249364481	@srbmckenzie @DrAseemMalhotra Did you listen to his speech? Have you followed his story? He readily admits that he was a strong supporter of the vaccines to begin with. It is only after he, and thousands of other doctors, have seen the tragic adverse events that all of them have started to speak out.	1360830665848152067	18044985.0		['18044985', '472777204']	1.5964553818483753e+18
1596487617021083648	Artículo de @FacSalud_UCLM @UVa_es @sacyl Gender Differences in Anxiety, Attitudes, and Fear among Nursing Undergraduates Coping with CPR Training with PPE Kit for COVID https://t.co/YpGqKKNHkl #mdpiijerph a través de @IJERPH_MDPI	967757354170232834			['866348561960771584', '385843469', '3200019683', '3588239910']	
1596487617876742144	"@RealUtahMan @chillmaxbro @LacarpetronM @MommieLakest @ChudCruz_III @fansbabyboy @KurtSchlichter Which one?
https://t.co/A7lQOi30UT"	3125470665	1.4847512343722885e+18		['1484751234372288513', '1568337345317081088', '1573457447913660416', '1545276186992918528', '1592561626393317378', '777652098', '18089606']	1.5964874320648602e+18
1596487618271014912	RT @toadmeister: Scientific gatekeepers like Farrar, Fauci and Collins have been among the loudest voices warning of the ‘harm’ caused by C…	1223376485144236033		1.596471677130797e+18	['18809812']	
1596487618321321984	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1509473649555824641		1.5964351920208773e+18	['1552407495255199745']	
1596487619881435137	@WhiteHouse No vaccine and still 98% chance of surviving Covid and 100% protected from vaccine side affects.	1408772553770930178	1.3237302250673398e+18		['1323730225067339784']	1.596232279562625e+18
1596487619889594368	Is Bill Gates vaccinated against Covid? | The US Sun https://t.co/OxDvQHhD9K	1581573527353712645				
1596487620053598208	RT @abcperth: '10-15 per cent COVID-positive': Bali-bound cruise ship diverted to Fremantle https://t.co/w241154rP3	526579490		1.5964872585335685e+18	['16213339']	
1596487620405604352	RT @AusPolMate: So Morrison was also the Minister responsible for rejecting hundreds of requests for PPE from Victorian Aged care facilitie…	41584385		1.596120991633064e+18	['1212560564225900544']	
1596487620745654272	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	3031092065		1.596231410502738e+18	['1577761560394665984']	
1596487621047635968	RT @pauldoc64: @ScotTories Royal Mail NHS Railways , and Teachers on strike throughout the UK as Tories Botch the whole economy, deny Brexi…	973919008729821186		1.5964599786129326e+18	['65629900', '171876607']	
1596487621022470146	RT @PeterHotez: This coming Wednesday November 30 I will kick off the @ghcfiu @fiustempel global health conference with the opening keynote…	14758527		1.5964782532203889e+18	['593289567', '879765498480791553', '2364323498']	
1596487621685186560	@BidensWins Not hard when all thise jobs were shut down do to a worldwide pandemic. Somehow,  he was able to open businesses back up and destroy the economy,  drive inflation sky high, put the US into a 3rd world energy crisis and make the basics unaffordable.	604486976	1.486069441259397e+18		['1486069441259397125']	1.5962275162132152e+18
1596487623467466753	"RT @LocalRachel: 🧵I'd like to know why more children are ending up hospitalised due to covid. 🧵

Could it be linked to a reduction in miner…"	742815803440005120		1.4864763184013107e+18	['1311053894']	
1596487623551651842	RT @chenchenzh: fire has been many Chinese people's worst fear since the spring of 2020, that is, since many people's homes are forced into…	7248362		1.5962207232738304e+18	['14919542']	
1596487624461615104	Covid was a compliance test.	1077019129				
1596487624734441473	RT @Observor: The shame of a nation - &amp; the most egregious, unlawful attack on the rights, liberties &amp; once sacred bodily autonomy of indiv…	190370223		1.5962809978003005e+18	['30014458']	
1596487624872820739	@namgikookfilms I read some in lockdown and I was traumatised. Awful smut 😭😭😭	1326085122177687553	1.520602356227924e+18		['1520602356227923968']	1.5964874813143982e+18
1596487627011944450	RT @Xx17965797N: This Florida health professional testifies openly. According to her, miscarriages have increased by 50% and fertility has…	45130278		1.5958323758959043e+18	['1552407495255199745']	
1596487627171323905	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	1007870968570826752		1.5962523413840118e+18	['69080476', '18949452']	
1596487628106657792	RT @Liz_Wheeler: Ontario doctors are instructed to medicate you if you don't want to take the COVID vaccine. More here: https://t.co/hBDcKu…	259608226		1.594814516948177e+18	['264361128']	
1596487629931188228	@CTVNews As he should. He's been peddling vaccines to be effective 😅	1135651521536888846	203123011.0		['203123011']	1.5962480037650596e+18
1596487630304280576	@SkyNews How easily people are swayed by pr stunts. This is the guy who locked you up, sent granny to infect all her fiends at a care home and killed 1000s, passed dodgy PPE deals to his mates and then broke his own rules by having an affair. Wake up people. Ffs	1121152963634970629	7587032.0		['7587032']	1.596367674673619e+18
1596487630426112003	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	1332999283763781632		1.595893348035752e+18	['15719232']	
1596487630665158656	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	114015534		1.5964838459933778e+18	['95092020']	
1596487631449116672	RT @austinramzy: Lockdown protests reported in Beijing as well	195820082		1.5964354289699717e+18	['45808079']	
1596487632283873280	RT @ruskin147: More eye popping details about the @MichelleMone PPE affair in the @FT - she told HSBC she had nothing to do with PPE Medpro…	1505188799764217860		1.5964580602557358e+18	['1294741', '58432995', '18949452']	
1596487632460005376	RT @taylor1612: Having NOT received a single penny in support during the pandemic because I took a early private pension withdrawal (paying…	503589263		1.596487612247728e+18	['503589263']	
1596487632888164352	"RT @AthertonKD: This is extremely ""The Twin Insurgency"" https://t.co/0BuK8Adv1a cc @nils_gilman"	18500747		1.2422394198740746e+18	['14794913', '2726611']	
1596487633949331456	"RT @EarthSymbol: @BoycottHegemony Exactly.Protesters are also put in Covid camps. 
All the while @Europarl_EN @WHO @UN @NATO scream over #R…"	2446868293		1.5964809769051791e+18	['836039997153161217', '915528910049222657', '36329597', '14499829', '14159148', '83795099']	
1596487634314227716	"RT @Notmyfault99: Didn't liberals wonder why why big pharma would need immunity from liability if their ""vaccines"" were ""safe &amp; effective""?…"	1586032737697267714		1.596182138818265e+18	['1583143016813977607']	
1596487635089985540	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	914207772		1.5958698356233748e+18	['1160306562663165962']	
1596487635765166081	RT @baroque_bitch: since this is on my mind – you don’t need to have a health condition to “justify” avoiding COVID. maintaining your healt…	495616310		1.5962439314861302e+18	['950269548766179328']	
1596487636382003202	RT @jenniferzeng97: Latest from Nanjing Media College News: the site of gathering is cordoned off and students are no longer allowed to ent…	1374024449050165248		1.5964836919285146e+18	['2313027666']	
