tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596378393612013574	I'm mad that you're willing to go online and regurgitate garbage that you half-remember from a tweet or headline you saw once and never looked deeper into. I'm mad because tweets like this spread and reinforce a pandemic of confident idiocy. ...	1012788569465909249	1.0127885694659092e+18	1.5963783916193792e+18			
1596378393746243584	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	310019421			1.5963771536956703e+18	['1626294277']	
1596378393884475392	"We don't care bra. 
FOH https://t.co/3JY9miMEfh"	89184923					1.5963771536956703e+18
1596378394194632705	RT @staleylab: This work from lead by Yi Zeng has found a great home @MolecularCell. If you're interested in branch-points, timing of splic…	1380437820			1.5962462038383944e+18	['782982204896993280', '1345385060']	
1596378394492604418	RT @DrJohnB2: An autopsy case report of aortic dissection complicated with histiolymphocytic pericarditis and aortic inflammation after mRN…	2423912846			1.596222883990147e+18	['1400013985202704385']	
1596378397030350848	RT @Jason_Jorjani: Based on CDC data, the Washington Post just admitted that vaccinated people now make up a majority of Covid deaths. http…	1013175791297888257			1.5957812723785155e+18	['986324682474426368']	
1596378398183809025	"@McNado1 @Janice11nj @Mousyneska @____oo9991 @Doctor_Eric_B @MorteSuiteVita Twitter thread on personal experiences of vaccine injuries
https://t.co/jrjIQyTIt0"	2761534429	1.2136789086099825e+18	1.5963653650674688e+18		['1213678908609982464', '949000938706137089', '114770044', '1489092435888193539', '1433915217818357766', '1194467066473930752']	1.5710124383882813e+18
1596378398812950529	As soon as that rat test said I was positive the Covid magically started beating my ass bro what the hell	1593154138564485122	1.593154138564485e+18	1.596378395767472e+18			
1596378399358210048	@realcalpol @UnderscoreGav @tomhfh Not sure who borh is but Boris' lot pumped around £200 million of kit into the NHS during COVID for some bin bags and Halloween masks, but the NHS didn't want defective PPE. Luckily tho nobody squirrelled away a few million£ out of shit kit because that would be wrong. Allegedly	331663043	1.0557923538757796e+18	1.5961601231681372e+18		['1055792353875779584', '1016997919612919808', '453473029']	
1596378400046080000	RT @PaulMitchell_AB: If they lied about Covid, masks and vaccines, what makes you think they're telling the truth about digital ID, Central…	1104122436335820800			1.5955315562524467e+18	['1069697383829651456']	
1596378400155136003	RT @NPR: The art curator Susannah Perlman, who lost her mother to COVID, has created an exhibit on the National Mall in Washington, D.C., t…	112263169			1.596378200166187e+18	['5392522']	
1596378400511229954	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	1537725929060855808			1.595893348035752e+18	['15719232']	
1596378400616505344	RT @DiedSuddenly_: Prominent Virologist Dr. A. Oveta Fuller, who advocated for emergency use authorization of three Covid vaccines, has sud…	1585111958918819841			1.5961453504143729e+18	['1577761560394665984']	
1596378400536813569	RT @mdc_martinus: And again, despite the fact that #MERSisAirborne (and the @WHO knows that), they do NOT advise to take real airborne prec…	159034401			1.526613079903318e+18	['2968463795', '14499829']	
1596378401996427266	RT @_ConservativeUS: @JonnyBoomer60 @Brahmslover1278 they duped Trump, remember when they came out and said they were not part of his warp…	23582253			1.5962887264553083e+18	['883534167446880256', '1504179926596931584', '1326513400617308168']	
1596378402059325440	"RT @AlexBerenson: What the scientists behind The Science  REALLY thought about a lab leak

ANTHONY FAUCI, Feb. 4, 2020: Surely that [gain o…"	1374475545488941060			1.5951297032493711e+18	['87679233']	
1596378401816088577	"@Dexterdill @azaleacundlebun @Forbes2021 @adamcarolla LMAO @ ""context"" of vaccines prevent transmission. 

https://t.co/qp0P9rSnKr"	1067137193175527424	29044033.0	1.5963774968153047e+18		['29044033', '1427779949788897287', '1966956072', '10926202']	1.5600015496439644e+18
1596378402373521409	You have 5 lives left. Go for the 5th one and see what happens!😈 https://t.co/BHhwzh29L3	1452756244280848392					1.5961568474884055e+18
1596378402675740672	"@dwritchie57 IT WAS ALL EXPOSED! 
Privately owned CDC actually owns 100% of Covid Virus and it's turned it into a global gold mine for them and Faucci. (7-minute must watch video) https://t.co/vYjqOoMTTt"	1586500923559485446	92558132.0	1.5963632376832573e+18		['92558132']	
1596378403527184384	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	2822495057			1.596151300798165e+18	['337808606']	
1596378404957622272	"@psvbluemts @YouAreLobbyLud The HR/OHS guy at our school warns the teachers about cobwebs, not covid. 
I cracked up when he warned us - lucky I watch school meetings online. https://t.co/XaUWXSfjDV"	156173567	46359804.0	1.5960664329235374e+18		['46359804', '1238949674989416449']	1.5952349316841472e+18
1596378405712236544	RT @BernieSpofforth: CHINA - 100 million people now back in lockdown, QR codes turned red by the State to prevent any movement, unless it’s…	1482453581282390016			1.5960426335535186e+18	['755135678422327296']	
1596378406102630405	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	2859431540			1.5963771536956703e+18	['1626294277']	
1596378407448858624	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	237843259			1.5959077993047654e+18	['1108431749820882947']	
