tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	quoted	retweeted
1596306451445780482	@drsimonegold Dr. Fauci's gone, but COVID's rolling along as strong as ever. What's your solution or are you a Repuglican who's only interested in the blame game.	17822905	8.063445527180452e+17	1.5962870273011876e+18	['806344552718045184']		
1596306452401954817	Congratulations on this amazing work, @SMubareka, all other co-authors, and @MCoteLab https://t.co/sNKAn2J3RS	709437220617322497			['1238322410329423872', '716816781806010368']	1.5962993268837704e+18	
1596306452792381440	"@indyfromspace Thanks for lumping the people that decided not to get the vaccine into the same category as ""ivermectin huffers"" very doctoral of you."	1299806652846223362	330105456.0	1.5962099179999396e+18	['330105456']		
1596306454025076737	RT @Windoctorx: This doesn't make sense to me. If Bill Gates thinks that the world is already overpopulated, then why does he want you to t…	1208565670339735553			['909879719734251521']		1.59588428128888e+18
1596306454121951232	RT @mykola: This shit scares me real good.	90742817			['5614412']		1.596306156535718e+18
1596306455376064512	@emmastraub First Thanksgiving w/out Dad. He was stuck in a rural IA hospital for 15 days w/ sepsis. Big hospitals were too full of COVID. Once he finally got in, infection had spread too far. Hard to forgive anti maskers, anti vax including IA governor, @IAGovernor.	783799841159680002	17823553.0	1.5959580727361085e+18	['17823553', '851808935397011456']		
1596306455564525568	"RT @eha_news: 📹 | Violent demonstrations in #China by people who refuse to go into quarantine due to Covid-19 once again.

https://t.co/72t…"	1595888509868548103			['803648695660986369']		1.5962937983129723e+18
1596306455535226882	RT @IamBrookJackson: @POTUS …..that too many have now had to utilize because of severe, life-threatening injuries from the COVID-19 shot &amp;…	1396125883472228353			['1439405246518906881', '1349149096909668363']		1.5962952347152794e+18
1596306455459774464	@Galler1981 @z_cammack @Emer_OToole 18 years ago today my 1 year old was admitted to hospital in the UK with pneumonia, this post sent me right back such a scary time. Wishing your baby a speedy recovery.	3050009858	8.576790061995786e+17	1.5960722040932598e+18	['857679006199578625', '971044112643313665', '1347183613']		
1596306456453734400	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	1507765024441384963			['2730264319']		1.5962629977896387e+18
1596306456080359425	"@Dorrie027 SO LONG...DON THE CON

*CHAOTIC NARCISSIST &amp; 
 SOCIOPATH. 
*PATHOLOGICAL LIAR.
*TAX FRAUD.
*POLITICAL &amp; SOCIAL 
 DIVIDER.
*TRAITOR. 
*COZYING UP TO 
 MURDERING DICTATORS. 
*PANDERS TO RACISTS.
*INCOMPETENT WITH 
 COVID. 
*SEDITIOUS COUP 
 ATTEMPT. 
*CORRUPT, SELF SERVING 
 CONMAN https://t.co/MoW1awlJma"	1641795242	1.361292364132864e+18	1.5959106649835438e+18	['1361292364132864003']		
1596306457997496322	RT @TulsiGabbard: Fauci is wrong. The “real danger” isn’t unvaccinated ppl - it's his continued lie claiming vaccines &amp; cloth/paper masks p…	18969261			['26637348']		1.5953719691924808e+18
1596306458135912448	"RT @judygarci: Y'all wondering why Wonho ""gets to be"" a public service worker.  A little research will tell you that they get put in those…"	18955058			['416095549']		1.595800532941439e+18
1596306458240782336	"To clarify: my best friend has also Covid but his case was even worse that he couldn't make it in at all.

I don't see much the point of coming when I'm not gonna be accompanied with anyone I know much, but I wouldn't like letting an opportunity to meet with big people :("	941006451899846658	9.410064518998467e+17	1.5963053796753285e+18			
1596306458408542208	RT @cnnphlife: #AnInconvenientLove  starring @donnypangilinan and @bellemariano02 captures the social isolation and the need for independen…	1457284033835311104			['705603729899130880', '43510227', '4309080438']		1.5963002004689633e+18
1596306459083833344	"RT @TPostMillennial: FLASHBACK: Trudeau referred to Canadians opposed to his government's Covid-19 policies as members of ""anti-vax mobs"" w…"	1385317168246530049			['896731633704947712']		1.59630243766451e+18
1596306459247407105	"RT @mariannaspring: A stark reminder here of real-world impact trolling and conspiracy theories online has.

Questions remain about moderat…"	1594039853221560320			['613832082']		1.596113249828995e+18
1596306460107239424	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	37061383			['806344552718045184']		1.5962870273011876e+18
1596306460228874240	@annette_mckee @TastySmores99 @tryna_do_rite @Girl2Poco @ColetteMandin My exroommate worked in COVID units sine the beginning of the pandemic and never caught it either so they obviously work.	23225335	477715960.0	1.5962947374302167e+18	['477715960', '1568766650702340097', '1195185813606125570', '1466855809510301700', '636649732']		
1596306460543270912	RT @TheRealKeean: Canada's most recent COVID update shows that 80% of Canadians have yet to receive a COVID vaccine in the last six months.…	1518647300733784066			['961134787']		1.596286679387865e+18
1596306461499752448	@VOAChinese President Xie 🇨🇳 with Recovery of cosciousness to his policy.,( Zero COVID-19 policy and #lockdown .)...Stop..policy decisions which clash with international thinking...	1537078807005634561	8149482.0	1.5962592007194296e+18	['8149482']		
1596306461583642625	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	1037161671146528770			['1480605339963863046']		1.596224436213932e+18
1596306461587804161	"@alexandrosM Eric Topol: people who make up for his illusory big pharma $ bad actors conspirators like @BretWeinstein 

Sam: Do you have any conflicts of interest?

Eric: No

Sam: laughs…ok then. That solves that. https://t.co/R4XeiBGymT"	1589369539258683392	14727549.0	1.596297271943254e+18	['14727549', '78683448']	1.4907263627258962e+18	
1596306462653181953	Tough shit! You failed to uphold your oath as a medical person, suffer the consequences of being a Trump stooge. https://t.co/AGyVYo2pOF	936044908728553472				1.5961628650979533e+18	
1596306465035538432	"RT @AJ32800278: @ScottAdamsSays @KimDotcom @ScottAdamsSays #Pfizer 
WATCH DIED SUDDENLY 
No one died “suddenly” with Covid in 2020 &amp; before…"	1569550014539767810			['1569550014539767810', '2853461537', '611986351', '2853461537']		1.5963059385955328e+18
1596306465920548865	"RT @fitterhappierAJ: Well, looks like they are acknowledging the immunological harm that SARS Cov 2 does

I told you all long ago, many tim…"	112952075			['88589013']		1.5962063842444698e+18
1596306466927177731	RT @joeolivermd: Kids are testing positive for Influenza + RSV at the same time. Probably also Covid. Now would be a superb time to get you…	3099736808			['1089917743275667457']		1.5962860168426988e+18
1596306466859794435	RT @form_architect: I'm still struggling to believe someone would lie about 4 dead nurses in a pandemic.	91166653			['98117240']		1.596286941569626e+18
1596306467543388161	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	388908946			['914588454']		1.5962501084331459e+18
1596306468374024192	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1587581738238283779			['806344552718045184']		1.5962870273011876e+18
1596306469091041281	"RT @NewsHour: New COVID-19 cases and deaths are up from two weeks earlier. 

Yet, a fifth of the U.S. population hasn’t been vaccinated, mo…"	15235784			['14437914']		1.5962624775533486e+18
1596306469250600962	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	793919903472480256			['914588454']		1.5962501084331459e+18
1596306470651695105	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	56206363			['806344552718045184']		1.5962870273011876e+18
1596306471448621056	RT @SpartaJustice: BREAKING NEWS: U.S. Doctor who is a Physicist, Cardiologist, Biologist and Chemist testifies under oath that Covid-19 Va…	1347598644866854915			['1576104206531960832']		1.5960437110074122e+18
1596306472530370561	Yes. We did so from the moment we walked out the front door to the moment we stepped in to our destination housing. https://t.co/PluxJjYhv8	3092526184				1.5962491281406812e+18	
1596306473231224833	"@JamesMelville Its a little early in the planned events isn't it???

Wasn't MERS / Marburg planned for 2025-28.

Accelerated their plan to hide the #Covid failure."	1383653788569923589	20675681.0	1.5961220963206308e+18	['20675681']		
1596306474007171072	RT @ClownBasket: My daughter was forced to eat alone at her public school lunch. 1 per table. No friends. Silence. Mask up when chewing. QR…	1105244640729419777			['36362858']		1.5955653775510446e+18
1596306476095909888	RT @ezralevant: Flashback: Trudeau's lockdown.	1576707157122514945			['20878297']		1.5962270682449306e+18
1596306476418666496	"RT @Ink8Judy: @WinningTeamPub SO LONG...DON THE CON

*CHAOTIC NARCISSIST &amp; 
 SOCIOPATH. 
*PATHOLOGICAL LIAR.
*TAX FRAUD.
*POLITICAL &amp; SOCIA…"	1401680947993530372			['1641795242', '1471596105939001347']		1.5962728575788032e+18
1596306476523470848	RT @Liz_Wheeler: Remember the names of the 15 doctors who voted “No conflicts, YES” to put the COVID vaxx on the childhood schedule. A few…	1513156384409456643			['264361128']		1.582962368266457e+18
1596306476733468672	"RT @DrAseemMalhotra: Launch a Public Inquiry into the approval process for covid-19 vaccines

We want the Government to launch a Public Inq…"	1500941099073880068			['472777204']		1.5961530268884787e+18
1596306476985126912	Here we go again. China Covid policy means business death. https://t.co/VAHjqMFa0I	431831209				1.5963043214232125e+18	
1596306477198675968	RT @VernonForGA: After a grilling deposition, now the chief Covid liar &amp; engineer who single handedly brought this country to its economic…	1140992118590189568			['900021957424447488']		1.5962939738402202e+18
1596306477530361857	RT @AbduwelA: What happened Nv 24 in Urumchi, two Uyghur girls telling from the beginning of the lockdown, what difficulties they were in a…	937141652581335040			['1076925599074172928']		1.596122422587011e+18
1596306478251446272	RT @B52Malmet: How many different ways can we say people can not wish away a pandemic because they are sick of it?	41052918			['2876041031']		1.5962812570168566e+18
1596306478360842241	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1034312308514729985			['21947445']		1.5962571726395802e+18
1596306478637383681	"RT @bell00david: More confirmation of the pre-existing immunity much of the population had to SARS-CoV-2.

Because biology designed us to h…"	218981783			['1285627186045521921']		1.5957962623342633e+18
1596306478985773057	RT @mcr_lore: a thread of photos from the corona capital festival show – shot by camila alvarez for la bestia music inc #MCRMEXICO https://…	1208775104152395776			['1378858161520717824']		1.5961365485795697e+18
1596306479023521792	RT @guardiannews: PPE Medpro declines to say how it would repay millions if told to do so https://t.co/iFDjm7QuYM	378521012			['788524']		1.5962184362579968e+18
1596306479212122112	"RT @Wynjym: 🆘❌@ASPCA WHERE ARE THE #MEDS FOR⚠️10 DOGS⚠️WITH

 #PNEUMONIA IN BREAKOUT @NYCACC❌🆘

@POTUS @SenGillibrand @SenatorBiaggi @NYSen…"	704519521592287233			['138839349', '14955908', '153802121', '1349149096909668363', '72198806', '1082694056839397376']		1.5962359415928627e+18
1596306479740436480	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	1392859824765898756			['2193399722']		1.5963047709142262e+18
1596306480588029952	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1520587890144813056			['337808606']		1.596242318792614e+18
1596306480650948608	RT @Standplaats_KRK: I will work this out more when I have the mental bandwidth, but I just wanted to throw it out there before this site i…	1049412181559787521			['51611871']		1.5962587753248276e+18
1596306480935960576	RT @FoxNews: Court rejects San Diego school district's COVID vaccine mandate https://t.co/Fwlo8pRzpV	354584352			['1367531']		1.59617945448917e+18
1596306480520921088	RT @IsaiahLCarter: Keep in mind, Klaus Schwab CONGRATULATED China on this shit.	1430782507			['97000212']		1.5961647163295662e+18
1596306481250435074	"@stratejuste They are now technically considered unvaccinated. Refusing to receive a recommended vaccine, including a recommended booster (not being up to date) is now being labeled ""irrational anxiety"" by the Ontario Board of Physicians"	889247221	2269427521.0	1.5962354367158108e+18	['2269427521']		
1596306483049660416	Not the end of the season any of us wanted, but let's take the W and see what shitty bowl game we get to not use #COVID as an excuse to get out of #GoBruins  #UCLAvsCAL	19223358					
1596306483339497473	"RT @NormalGuy223: The COVID emergency was fake.

The climate emergency is fake.

The Freedom Convoy emergency was fake.

Literally everythi…"	1561810493924225024			['863755312033021952']		1.596294959954813e+18
