tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	retweeted	mentions
1596373026894921731	You don’t say!! Smh I mean hey better late than never! ***sarcasm** https://t.co/2Jikk2quOY	2162696417		1.5961101645322445e+18			
1596373027419136001	Late Friday, videos circulated widely on the Chinese internet showing throngs of Urumqi residents marching to a government building and chanting “end lockdowns,” the latest sign of mounting frustration with Beijing’s stringent pandemic measures. Many of them were later censored.	764123515	764123515.0		1.5960932164070564e+18		
1596373027578683392	RT @POTUS: This Thanksgiving, families gathered with the peace of mind that comes with knowing that – because of vaccines – they were prote…	427943033				1.5961869569787167e+18	['1349149096909668363']
1596373029243695104	RT @RushanAbbas: Hearing the screams of the children burning to death in #Urumqi is heartbreaking. Today is a true #BlackFriday for every #…	1120373085633417220				1.5962094882181857e+18	['1465405597']
1596373030015410176	@DanielAndrewsMP Shame the 900 odd people who #died due to your handling of the #COVID19 #pandemic will never get to #enjoy #allofthis	1513008325193252869	228535666.0		1.5963235685261066e+18		['228535666']
1596373030615535617	RT @KuzzatAltay: According to Chinese social media, at least 38 Uyghur were burned to death in an apartment under Zero Covid locked down.…	1417218804032032774				1.5961665232821658e+18	['114941901']
1596373032444260355	RT @DrEricDing: 🦠VIRUS REACTIVATION! This is bad: The coronavirus may be “reactivating” in people who have been cured of the illness, accor…	126498058				1.2485475196107162e+18	['18831926']
1596373032771416064	RT @shmuelcshapira: More vaccinated people are dying of COVID than unvaccinated people, according to a recent report from Public Health Eng…	825723394645753859				1.5961675764588872e+18	['1482660566112124931']
1596373032331014144	today is my last day quarantine and seokjin come home too 🥰 https://t.co/jP9B3wgAwA	1175650512445722625					
1596373036286246912	RT @BarbLarochelle: @ColetteMandin A lot of conservatives resent being asked to do anything for others unless there is something in it for…	3063207985				1.596262601167876e+18	['65566588', '636649732']
1596373036915105792	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	528178885				1.5961385313022935e+18	['823384899449212933']
1596373037997342720	RT @Independent: After a year, omicron still driving COVID surges and worries https://t.co/gMR1w0t3ga	139525580				1.5963132979884278e+18	['16973333']
1596373038638899205	In about an hour, this beauty from @PixxelSpace will head to space with @isro! This is our third satellite launch (but the first one we built - launching last thanks to covid delays). Positive vibes people - it's turning out to be a great month for Indian private space startups! https://t.co/wuQ9zjjF7B	761086481821634560					['1072443448374906880', '2253142422']
1596373039549075456	"RT @Emer_OToole: If this madness continues, children are going to die here this winter. I believe that.

My asthmatic 1-year-old had pneumo…"	1384220825633509384				1.5959852811187814e+18	['1347183613']
1596373039855198213	RT @FollowCII: The pandemic, #sustainability challenges, technological disruptions and the geo-political upheavals are changing the world.…	1004605066135760896				1.5960878615936614e+18	['86479411']
1596373040404877313	"RT @DrAseemMalhotra: Launch a Public Inquiry into the approval process for covid-19 vaccines

We want the Government to launch a Public Inq…"	1539783649100533761				1.5961530268884787e+18	['472777204']
1596373040421826561	"@Madsp4 @kats_cartoons I will bookmark this. CBC or CTV news had a poll and it was like 70 percent in favour of the convoy. 

And anecdotally it is the same in my day to day life since then. Most, I'd say 90% supported them. Vaccine passports were not something people liked, like at all."	1496813333235871749	523861359.0		1.596224059888517e+18		['523861359', '718590160707854336']
1596373040925118464	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	11154512				1.596239466779226e+18	['19638752']
1596373044850614272	@saiddibinga @LayahHeilpern God I’m sorry for you and your dad. My friend’s mother died alone in the same circumstances, she didn’t have Covid but they weren’t allowed to see her anyway. This was a travesty, a crime against humanity.	1587285771966636033	18623060.0		1.5962882591682765e+18		['18623060', '455937214']
1596373045140082688	RT @songpinganq: BREAKING: Police in China's Urumqi city firing live rounds at the COVID protesters now! https://t.co/gwb8eyOAc5	1208565670339735553				1.5962573958143222e+18	['1374317368361447434']
1596373046180610048	@SkogNymfe No indoor dining, kf94 or n95 masking in all public spaces at all times, no visitors to the house, no public events, no restaurants/bars/pubs/movies, no crowded events, visiting family members outdoors and fully masked.	1275680218028617733	1.2708120602013204e+18		1.5963160989362012e+18		['1270812060201320448']
1596373046121463809	"@POTUS ""If you get the shot you can't get Covid""
Biden 2021
come on man. 
More BS from lying Byden"	1589887048868982784	1.3491490969096684e+18		1.5961869569787167e+18		['1349149096909668363']
1596373046616809472	RT @RageSheen: ⁦@MichaelPascoe01⁩ is one of the few journalists paying attention to these collective disasters. On this topic, I don’t thin…	754592435003457536				1.5962382315947336e+18	['1366537530519154689', '2235731509']
1596373046721331201	@BioEunuch News flash they record them as vaccines in the report but I dont agree! I would call them something else.	772374781500940288	1.552478385234133e+18		1.5960280841926738e+18		['1552478385234132993']
1596373046880763905	RT @DrEricDing: 2) “Rather than being infected again, the virus may have been reactivated in these people, given they tested positive again…	126498058				1.2485477569999462e+18	['18831926']
1596373047937990658	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1452423169181052930				1.5962960706858967e+18	['2163723997']
1596373048973721600	"RT @CMO_England: The 'flu season has started with hospital admissions rising, especially in children and the elderly. 

If you are eligible…"	829221562670784514				1.5961197690020045e+18	['1178622443814084608']
1596373049892388864	"RT @RobKing44645429: @MFurundjyan COVID IS OVER...
Japan Reports."	438004703				1.5963727802319913e+18	['1085012255488516096', '724757721723990016']
1596373050504757250	RT @likeashadoww: Between the pandemic and bands exploding on TikTok, I’ve noticed that the alt scene is being flooded with people who have…	1476918085479284738				1.5958272669776773e+18	['1427548825']
1596373050806919170	RT @CraigWtweets: A memorial patchwork of 16,000 black triangles created by disabled artists and activists to be unveiled at APH tomorrow w…	1436280947071074304				1.5963310914930237e+18	['1033826336']
1596373050752004096	@choo_ek really , just another doctor that thinks it’s ok to drink coke, eat chips , margarine crap flour and candy bars along with processed food instead of eating healthy. Covid is a cold , eat well take but D .  Cancel this !!!!!	1591197386700779521	467924781.0				['467924781']
1596373050873651200	"RT @wsbgnl: Over 175,000 working age adults have died of covid since Biden took office

https://t.co/2oUXZRO34c https://t.co/BU4jJzlDIi"	38535659				1.5963562271557673e+18	['1143908639876485120']
1596373053444947968	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	153304031				1.596224436213932e+18	['1480605339963863046']
1596373053864554496	RT @PeteUK7: I was involved in a conversation today with a UK pediatrician &amp; I think it needs a wider audience. I've re-threaded it in orde…	371842668				1.5963365711624602e+18	['1235377601331507200']
1596373056632803330	@PennyProton @SarahLAGOP @HappyNu11920730 @atensnut You sure about that? I think our military is still requiring it. Maybe that’s why enlistments are running 40% under goal. https://t.co/pVgxXzdUpc	860877410	1.5149275302051922e+18		1.596349462481363e+18		['1514927530205192192', '1590594370817863682', '1555615387185733642', '22677397']
1596373057526206465	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	67311023				1.596242318792614e+18	['337808606']
1596373057412952064	RT @TRHLofficial: Telling women a hospital won’t give her surgery for an ectopic pregnancy- when all hospitals in 50/50 states will- is wha…	1351335486699274241				1.5414104064002703e+18	['37190937']
1596373060801957893	RT @ezralevant: Flashback: Trudeau's lockdown.	1243343542765977605				1.5962270682449306e+18	['20878297']
1596373060348948480	"Ulm Germany 🇩🇪 
Convoy in Saalfield Germany 🇩🇪
Berlin Germany 🇩🇪
Melbourne 🇦🇺

Anti Covid BS, Anti Agenda 2030, Anti Govt Lies....🔥No Matter how big or how small, 𝘿𝙤 𝙒𝙝𝙖𝙩𝙚𝙫𝙚𝙧 𝙔𝙤𝙪 𝘾𝙖𝙣 𝙏𝙤 𝘿𝙞𝙨𝙧𝙪𝙥𝙩 𝙏𝙝𝙚𝙞𝙧 𝙋𝙡𝙖𝙣𝙨.... https://t.co/vH2feuXUHK"	1103916204					
1596373062215401472	"RT @visegrad24: BREAKING:

A large crowd has surrounded the Municipal Government building in Urumqi (Xinjang’s largest city).

It’s a rare…"	196541017				1.596205814947119e+18	['1222773302441148416']
1596373063712768000	RT @AmeliaBee7: Might be worth reminding the Dan haters that, if Morrison had done his job (the one he was elected to do) and ordered enoug…	405260601				1.5961231227253187e+18	['3071275561']
1596373063805042690	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1520062936567361537				1.5962960706858967e+18	['2163723997']
1596373064086089729	RT @ChinaUncensored: Stamping out Covid https://t.co/TENtzJw1xM	783114469				1.5957426582655058e+18	['833100331']
1596373064878501890	"RT @PeterSweden7: ▪️The birthrates have mysteriously collapsed and nobody knows why.

▪️Excess mortality is now higher than during the pand…"	815898266				1.595883267466535e+18	['707231479047315456']
1596373065935605763	RT @ezralevant: Flashback: Trudeau's lockdown.	1586190335788589058				1.5962270682449306e+18	['20878297']
1596373068020064258	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	4139009476				1.5961710505467617e+18	['611986351']
1596373068263444480	RT @TheJikky: I admire this guy so much. From no understanding of medicine or cell biology he has spent 2 years reading everything he could…	1515688005691973634				1.5963012199661117e+18	['1587714804004794368']
1596373068095819777	"@amazon to shut down food-delivery business in India

https://t.co/uUC9jgwJdZ

#India #FoodProduction #StockMarket #COVID19 #Amazon #Bengaluru #Investmentguruindia https://t.co/8vU8VcxYur"	3134597467	20793816.0				['20793816']
1596373069408632832	RT @Release3Kraken: Go fuck yourself.	217989320				1.5963215457772093e+18	['1518783196523114497']
1596373069584474112	"RT @PeaceAyikoru: Am so honoured to receive this award handed over to me by the @USAmbUganda.
Thanks"	1561978735288623107				1.5961949313660682e+18	['1326793216755183616', '704667569765163020']
1596373070000062464	RT @journal_court: She opposed it, acquiesced, then died suddenly. Young teacher left behind husband &amp; kids.	1468536689186701316				1.5933413362369864e+18	['1284500062404349959']
1596373071207677953	@jenniferzeng97 End the unnecessary lockdown!	1596367831645364226	2313027666.0		1.5963500278904095e+18		['2313027666']
1596373072059445248	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	1898589824				1.596224436213932e+18	['1480605339963863046']
1596373072172486657	RT @baroque_bitch: since this is on my mind – you don’t need to have a health condition to “justify” avoiding COVID. maintaining your healt…	468725116				1.5962439314861302e+18	['950269548766179328']
1596373072365252608	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	1587445223801516033				1.5962629977896387e+18	['2730264319']
1596373072533151746	RT @DrEricDing: 3) “While we are putting more weight on reactivation as the possible cause, we are conducting a comprehensive study on this…	126498058				1.2485480223651635e+18	['18831926']
1596373072868937728	RT @hopefullizzy: “1 in 22 will have a major cardiac event within 12months of catching covid. 1 in 5 will develop #longcovid following thei…	1267196106208935939				1.5959449750149775e+18	['1337398388']
1596373073464242176	"RT @Akshat_World: [4] You would simply go and risk that money in stocks/startups/other places.

On top of this: due to COVID, many business…"	3230466714				1.5960230669490831e+18	['1315735242250973186']
1596373073703624705	"@LayahHeilpern I paid attention to what they were telling me and found everything was wrong. Knew plenty of ""vaccinated"" friends/family that got sick. ""Vaccine"" stopped the spread (lie), Masks worked (lie), and my doc said I didn't need it as I wasn't high risk."	1150532565079642112	455937214.0		1.5961360820680827e+18		['455937214']
1596373073745170432	"RT @BladeoftheS: PPE Medpro was worth £100 when it was given a £200,000,000 contract to purchase PPE.

Nothing at all dodgy about that."	233732368				1.5962324577617265e+18	['1455903807389458436']
1596373074068508673	"Having been under quarantine for 109 days, the Uyghurs are now in the streets, saying ""NO""!, by @mcrispinmiller https://t.co/ZcyDB2tN5O"	1495910609950490631					['18644548']
1596373076115079168	RT @TheRickyDavila: What I find fascinating about Hunter Biden is that slumlord Jared Kushner was paid $2B for selling them intel whilst al…	831380495795679232				1.596239080152408e+18	['341190477']
1596373076169883648	RT @BushelsPerAcre: I now understand why the govt can spy on everyone’s phone without permission, freeze anyone’s bank accounts without rec…	1250114236107214856				1.596312418212524e+18	['1468783099160846338']
1596373076765462529	"@LayahHeilpern No trust in pharmaceutical
No trust in government 
Lack of data supporting vaccine safety"	958541014515396608	455937214.0		1.5961360820680827e+18		['455937214']
1596373077306195968	"Breeding time ~

(guess this means we survived covid)"	1434669499995787268					
1596373078539268096	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	1348393306338676736				1.5963498698781778e+18	['15986949']
1596373080460312576	debilitating back pain please😭😭😭 https://t.co/CsVNOu7YZq	832448017600913408		1.5962548511384535e+18			
1596373081412485128	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	4818884309				1.5961965709778248e+18	['2382229472']
1596373081819578368	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	2888234476				1.5962870273011876e+18	['806344552718045184']
1596373082629103617	RT @ChinaUncensored: Protests against Zero Covid allegedly in Guangzhou. https://t.co/kEEb2SIroy	1434695957820710912				1.5961120292696105e+18	['833100331']
1596373085170454528	Global report: India becomes third worst-affected country as giant Covid-19 hospital opens https://t.co/rGFDPJInPT	1241675481998647296					
1596373085493551104	"RT @WallStreetSilv: BREAKING: China's Guangzhou city is building not only one, but dozens of quarantine camps now. 

The first one in the T…"	759110604456095746				1.5960359592497725e+18	['1366565625401909249']
1596373085606670337	RT @GordonGChang: #China is about to blow apart. The #Chinese people are no longer afraid. #Xinjiang #COVID19 #ZeroCovid	1257878321901137920				1.5962778364906045e+18	['151930383']
1596373086735327232	RT @AndrewNebus: 2022 included a lot of travel &amp; I tried to do it safely. Plenty of guidance out there from experts, and here are the preca…	468016891				1.5961997934661796e+18	['468016891']
1596373086605283328	"This entire thread. ""Immunity debt"" is NOT why this flu/RSV season is early and more virulent. It's time for some serious research, not assumptions. #RSV #Flu #CovidIsNotOver #COVIDIsAirborne https://t.co/Jg1Hnh64Ch"	15235091		1.5958961975872717e+18			
1596373088098189314	RT @DrEricDing: 4) Fear of re-infection in recovered patients is also growing in China after reports that some tested #COVID19 positive aga…	126498058				1.248548415828607e+18	['18831926']
1596373088534466565	RT @VanceGinn: Government failure. Don’t be #China.	712385414858813441				1.5963613930238198e+18	['1675147274']
1596373090832990208	@GinaMacina60 I thought it said another Vaccination..which is coming anyway. They hit the lottery with Covid...and got everybody primed for the next..it will be even easier..	1587473672461131777	1.5037311109032264e+18		1.596365094681981e+18		['1503731110903226373']
