tweet_id	text	author_id	in_reply_to_user_id	mentions	retweeted	replied_to	quoted
1596369145959940099	"The externality of covid and china's wide spread lockdowns due to covid has lead to around one-fifth of the economy being under lockdown.

https://t.co/0aZu4QcoW7

@LuiggiDonayre @econ_ta"	1564632126888284167		['1458910524389867525', '1564281063752564738']			
1596369147331366912	RT @HealthZA: As of 24 November  the cumulative number of #COVID19 cases identified in SA is 4 038 051 with 2 908 new cases reported. 33 de…	1269724125398011906		['240605588']	1.5962257397452964e+18		
1596369147750850561	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	13121172		['1549164560204038144']	1.5958477944677827e+18		
1596369150540386304	"RT @MeetJess: We have to realize that 2019 life isn’t coming back. COVID will be with us for many years. 
« Living with it » for me means f…"	45214107		['312412918']	1.5962674021359985e+18		
1596369150972043266	@TomFitton We need to get rid of this stupid virus with herd immunity, all of my kids have had it and my grandchildren to with 0 vaccinations and now they will never get covid again.	826369518	18266688.0	['18266688']		1.596239833432744e+18	
1596369151450546176	RT @Warzoid: Who's voting for Hancock?  My guess: a tiny handful of people with an obscene amount of money.  Why?  Tory pandemic handling.…	1260305429135048705		['2300453384']	1.5962676534081208e+18		
1596369151911944192	Vaccines are promoted/marketed on how well the produce antibodies, not on how well the prevent disease or infection.	1220902474913144832	1.2209024749131448e+18			1.5963685579103928e+18	
1596369152087797761	"RT @davejohnson791: COVID-19 Update for Virginia: 11/25/22
Total Cases: 2,143,804  New Cases: 1,916
Cases in the Last 7 Days: 6,045
Total H…"	1593847585436880897		['797254978607976448']	1.5963668021663785e+18		
1596369152155193344	RT @jjingle3: @JustSomeLady_ @itsJeffTiedrich Yet US unemployment is 3.7%, down from 6.2% when Trump left office, and more Americans are wo…	3190053091		['43029474', '1368235068871700482', '1009577803304656896']	1.596307698718761e+18		
1596369152557871105	"RT @247ChinaNews: The picture shows a Covid 19 test box that was smashed by an angry protester yesterday.
#China       #ChinaUprisingThread…"	1518727109648482305		['1395619736818528256']	1.5963338963331318e+18		
1596369152708673537	RT @DrPops3: Amazing. I’ve been the only one at work in a mask for months . Today, meetings, all 3 others masked, one in N95. What’s going…	974041312029634560		['1099522514366001152']	1.5957949845357322e+18		
1596369153002201088	"RT @fitterhappierAJ: Well, looks like they are acknowledging the immunological harm that SARS Cov 2 does

I told you all long ago, many tim…"	878353811500408832		['88589013']	1.5962063842444698e+18		
1596369153753239552	RT @GrahamStephan: Is recession canceled? - Shipping costs are now down to pre-pandemic levels! https://t.co/SG1iEK4Qed	1528403448848433159		['22716009']	1.5957868304772383e+18		
1596369154025701376	Online job | Part time job in lahore | How to make online money | Work from home | Fiaz Ali https://t.co/gzsxJdzyKD	58539535					
1596369154243588096	"RT @rovingatuscap: Just 3 short days until #HCWvsHunger 2022

Join health care workers &amp; communicators across specialties to combat 
Hunger…"	2987599687		['498153479']	1.596100454462935e+18		
1596369154910871553	RT @likeashadoww: Between the pandemic and bands exploding on TikTok, I’ve noticed that the alt scene is being flooded with people who have…	1585171956340609024		['1427548825']	1.5958272669776773e+18		
