tweet_id	text	author_id	in_reply_to_user_id	mentions	replied_to	retweeted	quoted
1596383879212204033	Respected @Nivetha_Tweets garu. Am from Warangal Dist Telangana State.Could u please provide some financial help to buy 2nd hand SUV so that Ican run a cab for hire purpose,Coz I only know how to drive.This COVID period made myfamily such a bad condition with no job.Plz helpmam🙏	991220223645798400		['1247090101097648128']			
1596383879476416513	@westaustralian Stokes loves the COVID fear propaganda money train	1474264664146001924	26417909.0	['26417909']	1.5961220965679186e+18		
1596383879744868352	RT @RettopNoj: @AngieTrianta @AbdalQaim @EddyJokovich And of course it was Berejiklian's refusal to do a proper city-wide lockdown that led…	1463093843264368641		['140596096', '1371726991343247361', '331950290', '29420301']		1.5963526466710446e+18	
1596383880835207169	@BjorkbackaHannu @BilgeEbiri @mattzollerseitz It’s so good! I first saw it in the 80s with my parents and last summer I treated myself when I was recovering from Covid by rewatching it on Netflix.	574707721	730893240.0	['730893240', '371466354', '138416662']	1.5963796978473452e+18		
1596383880898310144	"Stop #UyghurGenocide ‼️
They were burnt inside. Outside seeing their tragedy，our hearts are  burning 💔Uyghurs are desperate, helpless, hopeless…we demand international aid, hold Chinese government accountable for those tragic losses 🤲 https://t.co/ZgL59uZYab"	1060037146315153409					1.5961186883688284e+18
1596383881753931776	"RT @AbhishekPonia: Few key things which have literally changed the game for India in the last few years:

- UPI
- Reliance Jio
- FASTag 
-…"	1493803182845468673		['64809234']		1.5960930291565527e+18	
1596383881866973184	@tribelaw Oh, thanks for making it clear why the democrats aren’t eligible for public office given their blatant 1st and 2nd amendment violations with vaccine/mask mandates etc…keep them coming Nazi.	3352636869	4091551984.0	['4091551984']	1.596116133848965e+18		
1596383881976246272	🇮🇳  has intensified its efforts for a global push to counter the challenges to ensure food security – threatened by Covid-19, conflicts and climate change – thru' ⬆️ed #millet prod'n &amp;  cons'n. Millets  can resolve the twin problems of supply uncertainties and climate change. https://t.co/luZajd9xVY	844598901344800769					
1596383889026842624	RT @woodytobiasii: @TheRubyKennedy @ColetteMandin We have been surrounded by viruses and bacteria all our lives.  Immune systems are like a…	1494392148397076490		['162443997', '1456752825485062150', '636649732']		1.5963377839957647e+18	
1596383889102376960	@lexfridman Implying it won't be propaganda. It'll all be narrative lies like Sam Bankman-Fried trying to save the world or COVID-19 vaccine side effects attributed to climate change.	1311501666496077826	427089628.0	['427089628']	1.596343287870374e+18		
1596383890025119744	RT @Tim_Burgess: A baroness, Michelle Mone was paid £29m via convoluted methods to avoid detection after supplying £200m of useless PPE via…	1454024526		['19429176']		1.5957322109085573e+18	
1596383891249827841	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	984083775696003074		['1626294277']		1.5963771536956703e+18	
1596383890339414019	"@jon_d_doe Lowkey covid wedding in April 2020. It was done inside the living room. We did our court marriage december 2021. 
Happy I'm married to my best friend 💞 https://t.co/4kx79M6Tow"	2164215502	1.252264586201518e+18	['1252264586201518083']	1.5963778423965942e+18		
1596383891962880000	Demon Slayer carried the Lockdown period will never forget about it. https://t.co/ksJrqQfdYp	1562307042156883976					1.5956498706682757e+18
1596383892948549632	BREAKING: China Reports Over 35,000 Daily Coronavirus Cases – https://t.co/aK7npNqdGn https://t.co/LllntTuRYZ https://t.co/5dPps3INjN	940550628358713346					
1596383894068400128	"RT @WallStreetSilv: Chinese citizens are revolting against the new COVID lockdown and clash with COVID police ...

🔊sound ...🔥🔥🔥 https://t.…"	1139510198551351296		['1366565625401909249']		1.5962834671969485e+18	
1596383895292768257	"RT @Nyksindia: Vaccination are steps you can take to both avoid getting infected and help prevent spreading the virus to others. 

#covid19…"	1396729601716490241		['1854369001']		1.548570699739984e+18	
1596383895900913665	RT @DRechts: We quarantined for 10 days on the 9th floor of a Xiamen hotel when we returned to China from the US in August. On the last day…	1174468998408392706		['4450464073']		1.5962119418902077e+18	
1596383896031330306	RT @KEMRI_Kenya: Clean Air(Africa) Goodwill Ambassador Prof @MiriamWere in her speech expressed her joy at being part of the CAA team highl…	480194069		['738710583416131584', '2305681287']		1.5949872070893363e+18	
1596383897884889088	RT @jordanbpeterson: Maybe what's happening in Iran could happen in China.	1356031968819863552		['95092020']		1.596317391658836e+18	
1596383897914425344	"@TriciaDearborn @FinchTH I have no doubt that N95 may reduce transmission WHEN you have the mask on. 

Still, it is a temporary solution - that's what you got to realise.  

(Even if you don't like it)"	1107100316	4431319701.0	['4431319701', '528714399']	1.5963756151242957e+18		
1596383898463862784	$350 Million Initiative to Increase COVID-19 Vaccines https://t.co/uknPxlyvd2	944210522123235328					
1596383899130658817	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	4871069049		['1626294277']		1.5963771536956703e+18	
1596383899101597696	RT @PrfChrisPainter: Feeble attempts by @michaelgove and other ministers to justify VIP fast lane for awarding PPE contracts because of exi…	2464724068		['1163468033588957184', '748453510048518145']		1.5961357011875308e+18	
1596383901152579584	RT @SCOTTeHENSLEY: We developed a new multivalent mRNA vaccine against all known influenza virus subtypes. Our study describing the vaccine…	3145969790		['741711336636317697']		1.5961637509602714e+18	
