tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596548558173671425	RT @kamilkazani: Rearmament of the Russian military industry based on the technological import from the West scaled up once Putin took powe…	703937761968037888		1.5965423174054052e+18	['1364845405']	
1596548558400163840	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1194800447380500481		1.5965374492489564e+18	['3406938525']	
1596548558609686528	"RT @david_r_morgan: What I'd do on my first day as Prime Minister.

1. Declare the WEF a terrorist organisation
2. Repeal amnesty for vacci…"	1022161681319948288		1.596326117668946e+18	['1108431749820882947']	
1596548558911463424	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	1109817809322823682		1.5962501084331459e+18	['914588454']	
1596548559221858307	"RT @RepMTG: @elonmusk President Trump should have never been banned in the first place.

Interesting it took a poll to decide to reinstate…"	1471747524415623169		1.5941338245014364e+18	['1344356576786866176', '44196397']	
1596548559125495809	#Covid19 #Depopulation: After infections, hospitalisations and deaths due to #DeathShots, it was a legal obligation to revoke all permissions of their emergency use. Ignoring deaths is #CriminalNegligence says Visionary @IMPraveenDalal  https://t.co/lwod8SZfrc. @_ETax @_CEPHRC	888808440583172096			['1023768630230577152', '883776703595663362', '894496485697495041']	
1596548559578755075	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1384560638345756678		1.5965153365722767e+18	['78523300']	
1596548559721369600	"RT @APMResearch: The @MPRnews #COVIDinMN key data page updated with @CDCgov ""Community Level"" assessments issued Nov 24:
 
🟠5 counties rate…"	1308400676511330304		1.596534071013671e+18	['880543038644383749', '15965292', '146569971']	
1596548560363073538	RT @WritesBright: The government has written off £8.7 billion in PPE that can't be used or was bought at inflated prices – almost exactly t…	4415234176		1.5964935147619656e+18	['2737003958']	
1596548560375390211	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	98372311		1.5965153365722767e+18	['78523300']	
1596548560383770626	RT @Derricktgoat: REMEMBER, Trudeau was put back in Office with just 20.3 % support of 27.5 million registered voters, with only 62% voting…	1296161263		1.5965377748779336e+18	['1195329078758391808']	
1596548560858017792	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	21744271		1.596239466779226e+18	['19638752']	
1596548561013202952	RT @TomTSEC: Fully vaxxed commission senior counsel Gabriel Poliquin has not returned to work as Judge Rouleau said he would.  He passed ou…	260580636		1.5964827876951163e+18	['2525149488']	
1596548561126277121	RT @statnews: The updated Covid-19 boosters increase people’s protection against symptomatic infection from the coronavirus, according to s…	15970567		1.596297870222758e+18	['3290364847']	
1596548561822703619	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1519040725052268547		1.5961710505467617e+18	['611986351']	
1596548562586062848	RT @DRechts: We quarantined for 10 days on the 9th floor of a Xiamen hotel when we returned to China from the US in August. On the last day…	927764525633425408		1.5962119418902077e+18	['4450464073']	
1596548563794030593	@JeremyAppel1025 James Bauder et al. were about far more then vaccine mandates. He led Canada Unity: their MOU/petition online in Dec 2020 called for replacing MPs with a committee of convoy organizers, the Senate, and the Governor General. Therefore this CTV story has a major omission.	3037882565	2347118736.0		['2347118736']	1.5959085173950628e+18
1596548563818885121	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1486484680450977797		1.5962571726395802e+18	['21947445']	
1596548564318052359	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1580673021756465154		1.5964351920208773e+18	['1552407495255199745']	
1596548565702090753	RT @SusannahFox: #PeerHealthAdvice on @NPRItsBeenAMin - thanks to @bmluse + @karlitaliliana + @fi_lowenstein for illuminating a path forwar…	81637722		1.5965074084818985e+18	['17843236', '875461576748261376', '1148733134', '81637722', '749986872']	
1596548565794541570	"RT @GYamey: 🗽💉 The return on investment of New York City’s Covid-19 vaccine campaign:

Every $1 invested in vaccination yielded estimated s…"	2350577598		1.5965160869332255e+18	['941675887']	
1596548566490963973	"The least sm can do is move wayv to a safer city if they're gonna continue with the ""schedules"" admist the covid situation + protests"	1248500086620839938				
1596548566671319041	RT @killerbeblue: @RealJamesWoods I prefer my vaccines not to coincide with intentionally released lab-designed viruses.	1475829198698729473		1.596515713837056e+18	['1522012349309222912', '78523300']	
1596548567174635520	RT @keithbaldrey: This issue is an open wound for the BC Liberals.’  #bcpoli	415342311		1.5960081783950172e+18	['228529107']	
1596548567342395393	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1425233323559997448		1.5965374492489564e+18	['3406938525']	
1596548567455633409	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	4910877952		1.5962430017347502e+18	['28197128']	
1596548567640182785	RT @JimMillward: Some thoughts for how to try to think about and report the story of the 11-24 Urumchi fire and wave of protests across PRC…	458328611		1.5965305938857288e+18	['285003303']	
1596548567816364032	RT @manyapan: Amazing photos coming from the Communication University of China, Nanjing, where students are protesting, making their voices…	2714211823		1.5965201593925304e+18	['31029819']	
1596548570164756480	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	15201203		1.5965153365722767e+18	['78523300']	
1596548570198450176	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1122928236		1.5965153365722767e+18	['78523300']	
