tweet_id	text	author_id	in_reply_to_user_id	mentions	replied_to	retweeted	quoted
1596401081445031936	"""Take it from me... get vaccinated."" A message from people with Long Covid. https://t.co/c1lpdkDulz via @YouTube Thank you @NHSKentMedway Brilliant public information message. #TogetherWeCan"	2576979109		['10228272', '1242513429878976514']			
1596401082913243137	@cctv_idiots The disrespect to the corona	2573218187	2960062013.0	['2960062013']	1.5957629684525466e+18		
1596401084054253568	"@timotheelvbt i feel you dude 

but on the other hand, maybe the quiz will get postponed cos someone got covid? i was talking to josh yesterday and he said smth like that iirc

maybe i'm coping =w="	952545146343636992	1.0589804921905275e+18	['1058980492190527488']	1.5963626200044913e+18		
1596401085438382081	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	115048222		['823384899449212933']		1.5961385313022935e+18	
1596401085551300608	@Arwenstar It's just that it is 'not just that simple' George. Pandemic has shown the prejudice in many ppl. We could just see further ahead. They were just unquestioning soldiers doing bidding of pharma and corrupt politicians.	280879625	21947445.0	['21947445']	1.5962571726395802e+18		
1596401086491156480	"RT @dbRaevn: 📊VIC - Daily COVID-19 report
26th November 2022
#COVID19Vic 

New cases: 3,695 (811 PCR / 2,884 RAT)
🔺40.3% compared to this d…"	1433717503838998530		['412184524']		1.5962803918241915e+18	
1596401086507913216	RT @michelle_munt: #COVID19 means many have come to rely on video calls for a way to communicate with the rest of the world. But as it is p…	449553573		['768094036871774208']		1.5962951173207368e+18	
1596401086855774219	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	380930014		['222748037']		1.5960599267530834e+18	
1596401087179022338	"RT @BernieSpofforth: MATT HANCOCK - Jungle favourite? Really?

You have short memories. Let me remind you. 

“This vaccine will not be used…"	467351505		['755135678422327296']		1.596049069561942e+18	
1596401088055443456	"RT @WritesBright: 💵 £122 million contract for gowns
🟦 To a firm that had been in existence for 44 days

https://t.co/h3AWbTdfY9"	1428795127225520129		['2737003958']		1.3152359663788605e+18	
1596401089951277056	RT @AngelaRayner: The revelations about Tory peer Michelle Mone highlight a wider scandal - the illegal 'VIP Lane' and a £9bn write-off of…	897224859369050112		['222748037']		1.5958168438429164e+18	
1596401090278617089	"RT @MikeDonio: What I’m #thankful for this year…

That I didn’t take the vaccine!

Anyone else?"	74138446		['250381046']		1.5963445288686305e+18	
1596401090651881472	RT @P_HerbMichaels: With everything that has happened over the last couple of years, are you concerned about vaccines or about the ones you…	1460791202555387905		['1555632854826098688']		1.5962757650874573e+18	
1596401090626408448	RT @Oculustrade: 😎 nothing to see here	1252703759274086400		['1279187403857702913']		1.5963803685963366e+18	
1596401094086651904	"RT @elitejean: I remember that time when fans of this dude wished for me to get covid.

I didn't get covid.

But about 24 hours after they…"	864881997931397120		['31525770']		1.5963375667052954e+18	
1596401095017844736	RT @ness_dawg1: Been out with Covid and it’s rough to say the least. Hope everyone had a happy thanksgiving! I see my @Rejected_y00ts fam i…	1519656813846798337		['1449936543481729027', '1519656813846798337']		1.5962028820590756e+18	
1596401095395446789	"RT @ikwilson: BREAKING:  From Florida Department of Health, ""The State Surgeon General now recommends against the COVID-19 mRNA vaccines fo…"	743558738569748480		['86010091']		1.578539632484311e+18	
1596401095978647552	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	1151699862		['914588454']		1.5962501084331459e+18	
1596401096087699457	It's an operating system and a spike protein factory....to greatly cull the human herd. https://t.co/ReNxuSli7l	1659990266					1.596305906228396e+18
1596401096700071938	RT @serpentza: Content warning, this fire that killed residents who were trapped and locked in their homes due to Zero Covid has sparked up…	2313194809		['223459075']		1.596252326192218e+18	
1596401097576710146	RT @12_baje: Children need to recover from the learning loss they suffered during the Pandemic.@Global_DignityF #16DaysCampaign #lerningrec…	1455199200015110150		['1426766697281642504', '1207470863924248576']		1.5963913006009303e+18	
1596401097790443521	RT @ChannelNewsAsia: Deadly Xinjiang fire stirs anger at China's zero-COVID policy https://t.co/EnYsMb47ck https://t.co/abJ1KLrC5V	1394806170985148426		['38400130']		1.596377727539753e+18	
1596401097970946048	"This is not a small thing to complete 10yrs journey without a single break except in pandemic.Back then she dont even have pr. Now whatever she achieved and where she is  it's completely because of her hardwork and talent

DECADE OF TEJASSWI ERA"	1085549094859239426					
1596401099375681540	"Basically, they claim that antibodies developed by cats in reaction to (a very common) feline coronavirus FCoV1, FCoV2 are highly effective against several strains of human SARS-Covid-19
https://t.co/h9kUXnfOWC"	1494868187975806977					
1596401100198117376	"RT @JamesBradleyCA: Joe Biden:

Shutdown the Keystone Pipeline which decreased our oil supply.

Opened the border to invasion during a “pan…"	1571500208210739203		['1112724144427139072']		1.5961699164527002e+18	
1596401098746916866	"The jab was not invented for
Covid ,   Covid was invented to force you to be Jabbed.  Let that sink in https://t.co/3bSymuwZNU"	1594192403329880065					
1596401101053472769	RT @CrabbBrendan: Omicron continues its enormous toll; 18,671 deaths (17.0%) more than the baseline ave to Aug 31. Actuaries will refine do…	632778540		['2341433004']		1.596253183302828e+18	
1596401101208752131	Time for Sturgeon to go Scotland like England needs new leaders these ones have proven beyond doubt that they failed the pandemic showed that that were not worthy of the role	1465951739551621122					
1596401102609469440	@AshishKJha46 Not if you are 65+. It all helps but the older you are the more likely you will be hospitalized or die from Covid. Being up to date on your vaccinations definitely helps, but are not a cure all. We need good ventilation and masks too.	1232531565739032577	1.5118117172270735e+18	['1511811717227073541']	1.5954697020166963e+18		
1596401103825997825	Nuke it https://t.co/sS9z7Xe4Bh	406329931					1.5963771536956703e+18
1596401103779799040	RT @steve_cureton: The thing is with this Mone corruption..someone knew, a few someone's..so who? and they were hoping we wouldn't find out…	706243481983967232		['2373784386']		1.5962781661125673e+18	
1596401105726242816	"RT @richardursomd: Likely the dumbest paper of all time. 

They’re saying, that thinking a vaccine may harm you has caused all the deaths s…"	918306539131277312		['823255657902129153']		1.5963557666589286e+18	
1596401105743020033	"I just think it's funny how they tryin'a lull people into a (false) sense of safety with that second map. Community levels will always be ""low"" when you're not doing any kind of tracking to measure these things. 🙃🙃🙃 https://t.co/KbvjERdkOJ"	868151376					1.5962727713945805e+18
1596401104601882624	"Update: last day of the ""boat fair"" in Shenzhen, Saturday. It's deserted. 

Many companies who invested to attend are furious, as COVID measures severely reduced attendance. Or, maybe ppl are just not in the mood for boats now.

(not my vid) https://t.co/Vace6y3DoO https://t.co/hI5Q0PgDZq"	1153186153710772229					1.59612871012164e+18
1596401110075543552	View: Now-censored movies show up to show China’s zero-Covid steps delaying response to lethal fire – CNN Movie https://t.co/zmp7vPgO1t	817001274776416256					
1596401111560511488	"@LouieOFarrell @KarlA18389400 @ChristyDanFan @jeff_kennett Ditto over here with the career!
However I disagree on the appreciation. My colleagues and I initially appreciated that effort, as it continued way too long - it was no longer needed.
When we saw it wasn’t COVID taking the beds and instead it was lack of staff, we lost respect."	1055804131468660736	1.3217661196407153e+18	['1321766119640715265', '1440305390072188931', '1344952102406090753', '2524707338']	1.596335414167511e+18		
1596401111748947968	@SwipaCam Nuggets were 9-4 and about to grab early control of West until Covid hit. Losses to Knicks and Pistons were directly related to Jokic, Gordon and Murray having to sit.	1329971792144830464	1.3427397458861056e+18	['1342739745886105601']	1.5963830687172936e+18		
1596401112239996928	"RT @BaldwinRE: 1. Why fear of opening?
•
ordering elderly to vaccinate might led to “dramatic social resistance”
•
“They don’t want to forc…"	17020885		['481489755']		1.5963973689240535e+18	
1596401115607797760	RT @VictoriaWhiteTV: Story tonight on @kfdmnews @fox4beaumont Preventing the spread of Coronavirus through ship screenings. #PortofBeaumont…	895395130873610241		['4663230733', '20451049', '39295738']		1.2233899270957957e+18	
1596401115566084101	‘Draconian approach’: strict Chinese COVID measures remain as case numbers continue rising https://t.co/QHhTju4WaS	1261350564325138432					
1596401116815974401	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	317976810		['833100331']		1.5961151268093993e+18	
1596401116958576640	"RT @krishanKTRS: Is it BJP’s habit to use Mothers for Politics ?
How can a man infected of Covid with Symptoms visit others ?
Madam Governo…"	897146583103426560		['83384000']		1.5963933779098378e+18	
1596401117600309254	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	2731233865		['1626294277']		1.5963771536956703e+18	
1596401119206543364	@BradMossEsq It happened a long time ago. Europeans have been saying this since the pandemic started at least. These people are dangerous, but mainstream republicans have looked the other way for years.	1500703575999238146	373522445.0	['373522445']	1.596262274410238e+18		
1596401120557305856	RT @12_baje: Children need to recover from the learning loss they suffered during the Pandemic.@Global_DignityF #16DaysCampaign #lerningrec…	1457667853922959362		['1426766697281642504', '1207470863924248576']		1.5963913006009303e+18	
1596401122683793408	@SteveBarclay When Michelle Mone can get £29M just for introducing a dodgy PPE supplier to the NHS, a newly qualified nurse should be on about £1B a year….	474758592	269788397.0	['269788397']	1.596045055835472e+18		
1596401122931265536	"@MeetJess Thank you Jess
There is such peace in acceptance but yes its a process getting there
Knowing pre COVID normal isn't coming back feels fine now 
Waiting for everyone else to catch up and seeing the damage and pain of others continuing to fight for 'back to normal' is mind-blowing"	1246689226416103425	312412918.0	['312412918']	1.5962674021359985e+18		
1596401125305257984	"RT @david_conn: PPE Medpro: Michelle Mone-linked firm declines to say how it would repay millions if told to do so;

Government paid £122m…"	1534840855349104643		['89236161']		1.5962104121474703e+18	
1596401125518848003	"RT @ScottsBotsAus: Hey @DanielAndrewsMP and @CathLAndrews,

Whatever happens tonight, my family will be forever grateful to your family.

C…"	1105659718528262144		['1313816155715379201', '228535666', '84206769']		1.59640091454532e+18	
1596401126114476035	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	2163450864		['1626294277']		1.5963771536956703e+18	
1596401126542147584	thetimes: 'HSBC froze accounts tied to Michelle Mone during PPE investigation' https://t.co/xSl8EEbaNN	1246452282012598272					
1596401129029398535	RT @r0bertj: @RealJamesWoods I’m still waiting for her to mention the trillions of face masks and covid test kits polluting our seas, landf…	1509737571651268610		['346018223', '78523300']		1.5963325458511626e+18	
1596401128853446657	@Chesschick01 When the government starts handing out money... Using a pandemic 🤔 https://t.co/llYSq2MIf2	1488036834542292993	36134346.0	['36134346']	1.596216988145025e+18		
1596401132208734209	"@robreiner SO LONG...DON THE CON

*CHAOTIC NARCISSIST &amp; 
 SOCIOPATH. 
*PATHOLOGICAL LIAR.
*TAX FRAUD.
*POLITICAL &amp; SOCIAL 
 DIVIDER.
*TRAITOR. 
*COZYING UP TO 
 MURDERING DICTATORS. 
*PANDERS TO RACISTS.
*INCOMPETENT WITH 
 COVID. 
*SEDITIOUS COUP 
 ATTEMPT. 
*CORRUPT, SELF SERVING 
 CONMAN https://t.co/zfYR63Fra1"	1641795242	7.380805733657027e+17	['738080573365702657']	1.5963412981975736e+18		
1596401133047918592	RT @missKaralinda: Psych statistics show that “15-20% of people will continue to believe the #covid propaganda long even after the truth is…	1503204020298600458		['1586203434612535296']		1.5954782031283323e+18	
1596401134276677632	RT @BradleyCarl256: Ugandans in uganda stopped making sextapes now it's ugandans abroad.. this is now a pandemic😂	1589574429813751808		['1560360860119334914']		1.5963959072177644e+18	
1596401134922760193	"RT @MeetJess: COVID-19 diagnosis raises risk of heart attack, stroke 

« In the week after a COVID-19 diagnosis, the risk of a first heart…"	112952075		['312412918']		1.5962936263168287e+18	
1596401136009084928	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	945555751		['1626294277']		1.5963771536956703e+18	
1596401136956997632	"RT @PeterHotez: Had Covid-19 become as commonplace as the flu? Dr Hotez says not yet @abc13houston @ChazABC13 
https://t.co/3hhYOd3A4j"	780920762		['593289567', '16247383', '1116399174772252673']		1.596399804862853e+18	
1596401137258741760	RT @DianaAtwine: We thank God. I dedicate this award to the entire @MinofHealthUG and all our health workers out there. https://t.co/WCdoGN…	1440725329		['3332580784', '2882328382']		1.5962256477767926e+18	
1596401137330098176	RT @MsBlaireWhite: This year I’m thankful I wasn’t peer pressured into taking a vaccine that would have done literally nothing for me ❤️ ht…	1579443139428884481		['4316769252']		1.5959178113142252e+18	
1596401138122821633	RT @Tim_Burgess: A baroness, Michelle Mone was paid £29m via convoluted methods to avoid detection after supplying £200m of useless PPE via…	4826943161		['19429176']		1.5957322109085573e+18	
1596401138928177153	"RT @MeetJess: We have to realize that 2019 life isn’t coming back. COVID will be with us for many years. 
« Living with it » for me means f…"	1479901457000378369		['312412918']		1.5962674021359985e+18	
