tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	retweeted	quoted
1596445898992922624	@verbatorium @RhysParton Yes I’m afraid that’s the one big misstep, bring back covid protections, people are dying, long covid exists.	2357945628	3245109252.0	1.596442096549798e+18	['3245109252', '190154112']		
1596445899772682240	@pntnrgn @hazeljeremy @kad_c @MattHancock Living crisis is. All the guidance this country followed was off the back of fraudsters like the WHO and Chris Whitty. Its funny how covid was such an issue but now we've moved on again onto a next problem as if it didn't happen, oh wait cos covid was never reported truthfully	32824534	32824534.0	1.5964453767475487e+18	['2994909076', '354984510', '496283843', '19825835']		
1596445901002002432	"RT @disclosetv: NEW - Vaccinated people now make up a ""majority of covid deaths."" It is ""no longer"" a ""pandemic of the unvaccinated.""

http…"	973519619230121984			['15392486']	1.595468786324349e+18	
1596445901702287362	"RT @ABrokenBattery: Highlights Baroness Scott speaking at the Long Covid debate in the House of Lords 17 Nov 2022. 

Mentions similarities…"	1433896869265121280			['904701759058305024']	1.5960710113462518e+18	
1596445903027675136	RT @RVCJ_FB: Covid cases in China... https://t.co/mnzhFwXLFN	32980366			['2835317718']	1.596401964023419e+18	
1596445903296303105	"Woke up still laughing about who Daniel Craig/Beniot Blanc was playing online games with in lockdown.

It was a set of absolutely amazing cameos, it brought a wee tear to my eye. If you can see it in the cinema this weekend I would go #GlassOnion"	1332797998674432019					
1596445904160145408	"@miodo_33 @168views We are offering work from home !!!! If you have a smartphone or a pc 💻, I will teach you how to Earn $ 3000 or more a week via cryptocurrencies without sending your money to anyone, Click on the link If you are interested .

https://t.co/LxokXipw6t"	1565607619196325889	1.5876207767605412e+18	1.596434674930393e+18	['1587620776760541184', '1261847754931830785']		
1596445904365494273	@YouAreLobbyLud I have support workers coming into my house, they’re not allowed in until they’re wearing a N95 properly.	224977551	1.2389496749894164e+18	1.5964110866094694e+18	['1238949674989416449']		
1596445904206176257	Santa shortages: Another long-term effect of the pandemic wreaks havoc on Christmas https://t.co/897z3uB9Mp	1580286049057742858					
1596445904919461890	"RT @AUBingwa: ""We must ask ourselves questions around how we can make things better in our communities, and not only on COVID-19 but also o…"	1085905908780146688			['1581074480264351744']	1.596445291372286e+18	
