tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	retweeted	quoted
1596489127222194179	@JennMeagher @VictorianCHO @MaryAnneThomas @DanielAndrewsMP Now Dan is back, Covid emergency powers reinstated, and lock down for Christmas, there’s Covid out there!	1339771410546233348	2486794339.0	1.5964857363581174e+18	['2486794339', '1182090678999736321', '399258673', '228535666']		
1596489128111378433	RT @jsolomonReports: Michigan schools tried to use COVID aid for equity consulting, vaping and motion detectors | Just The News https://t.c…	1249334408152260610			['523248016']	1.5964688538228654e+18	
1596489128148967424	@bman06159777 @johnrackham82 Didn’t you take the Covid shots? I didn’t. They’re not vaccines. Guess you were the one listening to Trump. The Covid shot kills people and has caused cancer and autoimmune diseases to spike. Pull your head out of your ass.	1464682513960472576	1.4318354646217073e+18	1.5962087091971727e+18	['1431835464621707269', '1552067520575799298']		
1596489129000411136	RT @BernieSpofforth: CHINA - 100 million people now back in lockdown, QR codes turned red by the State to prevent any movement, unless it’s…	1363154935542648834			['755135678422327296']	1.5960426335535186e+18	
1596489130149806080	"RT @yihyuniie: Cho Yihyun Instagram Story Update

“Let's see together, the beautiful sky taken on the way home from work” https://t.co/wMNa…"	732974020576956417			['793675441']	1.5964872295006372e+18	
1596489130430431232	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	2729432619			['1024352074048434177']	1.5964475468301066e+18	
1596489130493767686	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	278341200			['19638752']	1.596239466779226e+18	
1596489130501967872	RT @SGriffin_Lab: If scientists and clinicians can't learn from widening access and promoting safety at conferences during COVID, we can't…	190336882			['984172899308392448']	1.5964773632646226e+18	
1596489131776802818	RT @spectatorindex: BREAKING: China reports over 35,000 new daily coronavirus cases, a record for the country.	276180483			['1626294277']	1.5963771536956703e+18	
1596489132125347840	"@KobieThatcher Yeah...

They think you are dreaming when you say you have long COVID !!!

I had long COVID and possibly cancer and heart problems at 37...
I don't think it will say 1 or 2 years.
Let's hope not.

Stress = Break down.
Calm = Peace 🕊️✌️🕊️ 

Stress = Death ☠️💀⚰️🦠♟️🧬☠️"	1531714732742303749	20029869.0	1.5956965348046275e+18	['20029869']		
1596489132280532993	RT @SkyNewsThompson: After calling an ambulance they were able to get Yusuf admitted to @SheffChildrens where they say he received exemplar…	1109150668600852480			['220038090', '370728345']	1.596267617299628e+18	
1596489132477399043	RT @VanityFair: Breaking: A new Senate report concludes that SARS-CoV-2—the virus that causes COVID-19—likely resulted from “a research-rel…	1596252081551298562			['15279429']	1.5860365280647414e+18	
1596489132486070272	RT @terrychristian: US Wall street financial experts pointing out brexit as the reason for the weak pound , not Covid or Ukraine https://t.…	339847778			['18063173']	1.596475356696961e+18	
1596489129482948609	Folks are done with the cult of covid. https://t.co/3rYHyAum1p	1549428361881083904					
1596489133090017280	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	717107840738062336			['124461963']	1.5962593752319508e+18	
1596489134201257984	@FoxNews tRUMP did not take Covid seriously…..shortages followed.	1566845785806983169	1367531.0	1.5964814473842893e+18	['1367531']		
1596489134775885825	"RT @TuttingM: Honest Q:

I spend a LOT of time with teens as I have a few here. Teens need counterculture. They are meant to rebel. All the…"	912693372527235072			['1342148125260193796']	1.5964742990277837e+18	
1596489135157841920	"11/23/2022 CNN: A Beijing resident blames Zero-Covid policy on his father's death. His father needed emergency help during lockdown. No one could go out to drive him 5 min away to the hospital. When the ambulance finally arrived an hour later…
https://t.co/fwcjZw7AHO"	1578471802132746257					
1596489135707095040	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	246190455			['1024352074048434177']	1.5964475468301066e+18	
1596489135925383170	RT @EnemyInAState: Let me be clear: this will get much worse: ALL OF IT — this is absolutely the tip of the iceberg: IT WILL GET MUCH WORSE	4170131474			['846454000585244672']	1.5963031272839127e+18	
1596489136114118656	"RT @SheffieldUnited: From humble beginnings to the biggest stage. 

The Senegalese striker takes us to the park he trained at during lockdo…"	2785386117			['63463538']	1.596428548813648e+18	
1596489136634007552	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1586431115178418182			['2163723997']	1.5962960706858967e+18	
1596489136936202243	RT @Oi94_: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flight…	1154466675091054594			['1397313373']	1.5964065779297935e+18	
1596489136961196034	oh and abortion killed more people than covid in 2020 and yet the left want to force everyone to get the jab and have an abortion	199564592	199564592.0	1.5964888087358505e+18			
