tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596442303866241025	RT @zed_hearn: Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament a…	20157199		1.596441685151875e+18	['85788857']	
1596442303987863553	"@toychaewon WATCH THIS AND SHARE IT WITH EVERYONE PLEASE 

I AM NOT AN ANTI-VAXXER. 

I HAVE HAD 2 COVID SHOTS. 

NOW THIS IS HAPPENING…

#VaccineSideEffects #vaccineinjuries #CovidVaccine #COVID19 #vaccine #vax #pfizer #Moderna #johnson #jab #vaccinedamage #mRNA 
https://t.co/0gi8WXqelM e"	1287943626413101058	3508331354.0		['3508331354']	1.5964368951560438e+18
1596442304822538240	RT @_PTLB: The sibling of #GlobalWarming hoax is #Plandemics like #Covid19. Work upon them are also going on for decades and you would see…	1073486180967079936		1.5964041145184133e+18	['888808440583172096']	
1596442305136820224	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	199020154		1.596231410502738e+18	['1577761560394665984']	
1596442305971494913	RT @jenniferzeng97: Wow, this is something new. In #Chongqing city, #CCPChina, people use their cars to block the road so that #CCP’s #BigW…	1163734335880482817		1.5961190853093868e+18	['2313027666']	
1596442305632014337	"Just a case of diphtheria, nothing to concern yourself with. Hahaha. COVID, Syphilis  Monkeypox, Measles, and Diphtheria, and that's not even all of the viruses that have mysteriously appeared recently in 'developed' countries. Love how the ""Home Office  https://t.co/kUkfLmACes"	1385221958355324929				
1596442307125207040	Prof.Devi's approach in writing d book lies squarely away from Pandemic politics dat ensued after d development of the Vaccine-HER approach 2writing d book is Revolutionary &amp;confronts d slackening of d System by Politicians WHO didn't give a damn 2what she was saying at the time. https://t.co/c9UzaF6euI	1116287949027495936				
1596442309423661058	RT @bc_perspective: MSM easily manipulated millions of Canadians into hating their vaccine free friends, family &amp; co-workers. Their polariz…	168957553		1.5964400604714394e+18	['1412418459087028227']	
1596442309754646528	RT @Vignesh50880630: Since you're all discussing about the same-sex marriage case filed in SC, let me say what happened to a gay couple I k…	2237560116		1.5959835425003397e+18	['1233566096772349952']	
1596442310069346305	"RT @Kit_Yates_Maths: Worth keeping an eye on the Zoe symptom tracker over the next few days.

It's probably the leading indicator of trends…"	190336882		1.5964157113410765e+18	['412548718']	
