tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	quoted	retweeted
1596313077909053440	@david_r_morgan In March 2020 I thought- 2 weeks to flatten the curve? Sure. Pics &amp; stories coming out of China and Italy were convincing. When 2 weeks didn’t work and they continued the emergency, I thought, woah! What the hell is REALLY going on. Then came business closures and mask mandates	28550428	1.108431749820883e+18	1.596308265100796e+18	['1108431749820882947']		
1596313077863297025	"Covid. Live or die, it's with you forever. 

Wear a mask. https://t.co/jb4Vg0V0ap"	57198714				1.5962063842444698e+18	
1596313078580547584	@lolcox2 @FreeTheseSheep @TrevorJukes1 @DrAseemMalhotra If the vaccine is causing deaths why isn't it?	4322065997	1.5375595302546104e+18	1.5963129928531313e+18	['1537559530254610433', '50878535', '1561364290820530180', '472777204']		
1596313078773080064	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1594495128861044736			['611986351']		1.5961710505467617e+18
1596313078886694912	RT @ezralevant: Flashback: Trudeau's lockdown.	1264396719128637440			['20878297']		1.5962270682449306e+18
1596313079939497984	@nathaliejacoby1 I always wear a mask when in public, enclosed places. I don’t mask outside. On a plane? OMG, YES.	4041133632	1.2804787318748488e+18	1.5962491281406812e+18	['1280478731874848769']		
1596313081931780096	"RT @emollick: Just telling people to ""trust science” can make them fall for pseudoscience.

Instead, teach how science works. As people lea…"	2750623426			['39125788']		1.5955069877266678e+18
1596313082468630528	RT @ChinaUncensored: Protests against Zero Covid allegedly in Guangzhou. https://t.co/kEEb2SIroy	1013648282344620033			['833100331']		1.5961120292696105e+18
1596313082523160576	"RT @Mohamme90939901: Dr David Martin.

3, 500, 000, 000 people could be killed or injured by the (Covid) jab."	1522689586400571393			['605621942']		1.5962628426044293e+18
1596313083000983552	Well, this is concerning.  https://t.co/5akNximddS	1534610978611920896					
1596313083932475392	@jen18624110 @ColetteMandin I don't think that the children in hospitals are there because of covid. Isn't it a common respiratory virus? I wonder how many of these children have had the covid vaccine?	1589729367240101888	1.2309121410096046e+18	1.5962995192010179e+18	['1230912141009604610', '636649732']		
