tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	quoted	replied_to
1596300912191946752	"RT @JustinESports: Things that have happened since the last time Arizona won the Territorial Cup: 🏆

- Arizona hires new AD
- RichRod fired…"	4890109684		1.596287177826001e+18	['103194130']		
1596300912456536065	"RT @1goodtern: Why does SARS-CoV-2 damage appear in such different ways in different people?
You have probably all known the answer to that…"	23265921		1.5960925759368274e+18	['960817018193764352']		
1596300912569769984	RT @Sandyboots2020: Immunologist and one of the most accurate voices in the pandemic @fitterhappieraj has been warning that COVID-19 could…	124479300		1.5962085150977024e+18	['1309417499398746112', '88589013']		
1596300912846376960	This is clearly intolerant Anti-Semitic hate speech! How dare You Nazi Goyyim Cattle Slaves criticize us Jews and our Zionist agenda? https://t.co/mErf4jivhK	1410479954790436864				1.5961710505467617e+18	
1596300913031143424	@Chesschick01 @TerwilligerPet1 Year before pandemic , when listening to Gates  and learning about the Bioweapon labs operating secretly all over the world.	1031302522999173120	36134346.0		['36134346', '1398023670078058502']		1.596216988145025e+18
1596300913148239872	"RT @MeetJess: COVID-19 diagnosis raises risk of heart attack, stroke 

« In the week after a COVID-19 diagnosis, the risk of a first heart…"	90803598		1.5962936263168287e+18	['312412918']		
1596300913660071936	"RT @exthepose: 🚨⚠️| BREAKING: Over 23k Children ‘Died Suddenly’ across Europe following EMA approval of the C-19 jab…
https://t.co/kV5J9amg…"	1562872486575804418		1.596300242227716e+18	['1577292215264710656']		
1596300913765154816	RT @Windoctorx: This doesn't make sense to me. If Bill Gates thinks that the world is already overpopulated, then why does he want you to t…	1006589009945120768		1.59588428128888e+18	['909879719734251521']		
1596300915061198848	@MarkDuf15288815 @SofiaHCBBG I mentioned already here is smart lockdown from 6 months, if case is confirmed only his apartment will be under lockdown for 5 to 8 days, they are provided with food and daily supplies. Global economy is bad and China is world’s factory that’s why economy isn’t strong as pre cov.	492856918	1.1489247148632515e+18		['1148924714863251456', '627526105']		1.5962138858914038e+18
1596300915006324737	RT @EqualRightsAdv: Paid leave is a rural imperative and should be considered a social determinant of health. #Rural workers are less likel…	1595876525055758336		1.5936980996244808e+18	['138906158']		
1596300916436733952	Not one person at my gathering gave one d*mn about this vaccine or you. https://t.co/2wYUyfldQD	235355846				1.5961869569787167e+18	
1596300917241831425	RT @Janebon34813396: Vaccines delivered by chemtrails in Australia 😳🤢 https://t.co/iyRv2BqFGr	1267495536602632192		1.5960233713718764e+18	['1445114742943764486']		
1596300917229649920	"RT @fitterhappierAJ: Well, looks like they are acknowledging the immunological harm that SARS Cov 2 does

I told you all long ago, many tim…"	252793413		1.5962063842444698e+18	['88589013']		
1596300917586137088	y'all remember when I got really into ketamine during the pandemic and watched I'm Thinking Of Ending Things and it scared me more than any horror movie ever has? haha good times	1513171643060744192					
1596300918483726336	"RT @mrbcyber: 10 killed in apartment fire during lockdown in China's Xinjiang 
https://t.co/l4D3VKA8WD"	76473604		1.5962609789575578e+18	['3224540611']		
1596300919788167168	Same, except I also caught covid in Nov 2020. It wasn't that bad for me. Laid my wife out, but we both made it through it. Now it turns out we both did the right thing by not getting the vaccine. https://t.co/aBrcH6gFQD	1174083617024356352				1.59627226058709e+18	
1596300920807387136	@StevePhillipsMD Persistence of SarsCoV2 or persistence of spike it seems (micro-clotting occurs post vaxx as well).	929203740942376960	1.2483149790251172e+18		['1248314979025117184']		1.596298093972312e+18
1596300921293897728	RT @RageSheen: ⁦@MichaelPascoe01⁩ is one of the few journalists paying attention to these collective disasters. On this topic, I don’t thin…	877795221538447360		1.5962382315947336e+18	['1366537530519154689', '2235731509']		
1596300921306226691	follow me please https://t.co/wAH1tr03t8	556818526				1.5963006079498854e+18	
1596300921633673221	RT @EricTopol: Common threads between #SARSCoV2 brain involvement and Alzheimer's disease at post-mortem: pattern of neuroinflammation and…	1290659739324604416		1.5961926454615736e+18	['86626845']		
1596300922409582592	@MrKRudd @DanielAndrewsMP @VictorianLabor You both have issues in common. Boat people drowning, Pink Bats &amp; COVID record deaths and lock down.	536121829	16832632.0		['16832632', '228535666', '147851593']		1.5962746640784794e+18
1596300922564771840	RT @keetmuise: I just don’t understand why more people aren’t pissed off. Does everyone like being sick constantly? Like kids being severel…	1032226317813477376		1.5958373573449236e+18	['1375470391']		
1596300922543607808	"Here is R. Maddie stating it. Ask where she got her info.
https://t.co/YdNfXeDiXs https://t.co/bbuWUvPQbI"	719274957109243904				1.5962629977896387e+18	
1596300922795196416	RT @MirrorPolitics: Tory peer Michelle Mone posted videos of her and her billionaire husband clapping for the NHS at the same time she was…	3437695749		1.59585848954436e+18	['130138925']		
1596300922631892994	Stop saying “during a global pandemic”. We know which pandemic you are talking about.	25360456					
1596300922875174912	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	1250438397216174080		1.5961965709778248e+18	['2382229472']		
1596300923529297921	RT @thatgayguymatty: You home from work yet? Wanna edge some? Catch me stroking my cock on my OF… #linkinbio #halfoff #slowstroke #edgeandc…	605877677		1.5875679382064005e+18	['1481368282212945921']		
1596300924179615744	RT @thevivafrei: Go to hell, Pete.	1549396283873546242		1.5962907409041572e+18	['96906231']		
1596300924213166080	"Brave staff leading with moral courage, creativity #MedTwitter 

“You can shoot me if you want”: the 68-year-old head doctor at a hospital in Kherson, Ukraine, refused to bow down to the Russian invaders, setting the tone for city-wide resistance https://t.co/bDSy6MfrwE via @WSJ"	1510597890426683397			['3108351']		
1596300925102346240	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	3075021101		1.596149201657688e+18	['3407247983']		
1596300925614051328	RT @ezralevant: Flashback: Trudeau's lockdown.	1484123402239713281		1.5962270682449306e+18	['20878297']		
