tweet_id	text	author_id	in_reply_to_user_id	mentions	replied_to	retweeted	quoted
1596309683127869440	Give thanks: No fall wave of COVID in Michigan https://t.co/Hf91Ari76u via @BridgeMichigan	273643337		['357710219']			
1596309683178188801	@DaleHof1234 @drpete00 I got two N95 masks yesterday for hubby's hospital appointment. Wore them today at the voting booth. Gobsmacked that not one voting booth worker had one. A quite old, frail-looking worker was marking names off the roll, people standing &amp; breathing all over her. OMG, such a risk!	988404194326425600	1.3447626337868227e+18	['1344762633786822658', '48665949']	1.596305189023408e+18		
1596309683622617089	"RT @LouisHenwood: Michael Gove is neck deep in this scandal, I hope this is the end of his inglorious career

I bet this Michelle Mone PPE…"	449010818		['1010583751460622337']		1.5962914170765353e+18	
1596309683630923777	"RT @_Janey_J: We have the papers to prove that HIV (Glycoprotein 120) was inserted into the spike protein 
PRRA insert; that insert is know…"	146207595		['1538833303863713796']		1.5882585553914184e+18	
1596309683580829697	@venkmurthy I used to assume MDs were rational, apolitical (at least professionally), and empathetic.  The insane covid/political takes I've heard from MDs on Twitter and IRL in the past 2 years have scarred me to the extent that I assume the worst unless their actions suggest they're sane.	1586097837414428672	25029854.0	['25029854']	1.5962977582262927e+18		
1596309684386156545	"RT @michaelxpettis: 1/5
According to SCMP, ""a slump in the real estate market and China’s strict coronavirus containment policy are forcing…"	1000023786241093634		['917683048782503937']		1.5960686644401357e+18	
1596309684910231555	RT @RobertKennedyJr: After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., un…	3844675403		['337808606']		1.595173745165013e+18	
1596309685346476035	"RT @chrischirp: THREAD state of Covid in the UK:

TLDR prevalence falling (but flattening?), hospitalisations flat, flu rising, if Covid st…"	212653721		['84035041']		1.5961545185882276e+18	
1596309685334052864	"Ürümqi capital of the Xinjiang Uyghur due to #China No COVID policy ""lock down"" the fire-fighters won't allowed  inside rescue but stand outside and watch a Skyscraper apartments filled with people burned.
Video👇 of the other angle the water can't even reached the building... 😱 https://t.co/Tf2l38rKht"	1155770780296212481					1.5962219342990991e+18
1596309688651489280	RT @Dylan_Housman: NEW: Emails reveal Fauci and associates were deeply concerned about COVID escaping from the Wuhan lab they had funded in…	181184466		['2193399722']		1.5963047709142262e+18	
1596309688584441856	"RT @rising_serpent: @hodgetwins It wasn't just money grab.
It was a money laundering wealth transfer analogous to what FTX did.
The governm…"	22019861		['879548970082721792', '18584875']		1.5955633834113147e+18	
1596309688492036096	RT @BarbJG: @ZedDiode @ThunderBayEd Peel it back one more layer and you'll find it's about white supremacy. https://t.co/QQSIfcJUp3	1321514089684848641		['49851803', '260940649', '1522384790309199875']		1.5963065579393884e+18	
1596309690316902400	@netz_melb Would you of preferred we got to the stage like Italy and other European countries at their peak of the pandemic 🤷🏻‍♂️	2889658218	27596333.0	['27596333']	1.5960569431474872e+18		
1596309691407253507	"RT @DawnButlerBrent: Is Matt Hancock lying? Watch and let me know what you think.  

A company with ties to the Tories with a valuation of…"	1025447508879790080		['114505454']		1.596130071693099e+18	
1596309691541639169	RT @Windoctorx: What was the rush to wheel out a vaccine for a virus that carries a 99.7% survival rate in the first place?	1519131413584531456		['909879719734251521']		1.5962996648899707e+18	
1596309692296605696	RT @TGTM_Official: Xinjiang Urumqi residential building fire, the last words of the victims on the 16th floor before they were burned to de…	1340147940585705472		['1500639956737597442']		1.596161933937234e+18	
1596309692195565568	‘Wave of Litigation’ Over COVID Vaccine Mandates — Nike, Washington State University Latest to Face Lawsuits.  https://t.co/qf729LRlkc	1454677877283196929					
1596309692925386753	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1343917319563730944		['806344552718045184']		1.5962870273011876e+18	
1596309693215182848	RT @chokinghzard: Making our lil kitten wet and ready for when I'm home later from work is gonna be your job https://t.co/FELCgjDHbj	1403128998780051461		['75726437']		1.5959962683919688e+18	
1596309694208933888	RT @CBSEveningNews: China is dealing with a record number of COVID cases, despite the country’s zero-tolerance lockdown policy, which has c…	1243583022		['42958829']		1.596307106944385e+18	
