tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	retweeted	mentions
1596356530156482560	yes. one of my favourite parts of my 2020 playlist https://t.co/hqDXfvYNGU https://t.co/VyoKzaufBo	1379371863407800322		1.5962958473940419e+18			
1596356531456450562	Modelling predicts &gt; 1million deaths in a “let it rip” scenario. However, these measures could decrease that substantially, especially if the final vaccine drive is successful and anti-virals can be effectively delivered – which will be a problem of planning and logistics.	1355999648645697537	1.3559996486456975e+18		1.596356530022105e+18		
1596356531708051456	Washington Post caught telling the truth – “vaccines” do in fact lower the risk of hospitalizations because vaccinated people are dying too fast https://t.co/sH0hBXRXjo	74389406					
1596356532333170688	RT @truthisjustice2: @alexmeshkin @DeepSouthDem If I understand this article correctly, low CT value means higher viral load? So greater ri…	382318059				1.5962148039278182e+18	['1003671095654920192', '17250666', '1485600684032602113']
1596356532366872576	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	38159589				1.5961151268093993e+18	['833100331']
1596356532605947904	What an awesome question with some great replies. https://t.co/9fBFXTeNP9	989723502453248000		1.596216988145025e+18			
1596356533117652992	Next step, rinse and repeat with another group of cities. It will get easier as the timetabled transition away from zero-covid can be used to promote vaccination. Elderly who are vaxed + boosted will not need to shelter in place.	1355999648645697537	1.3559996486456975e+18		1.5963565314564506e+18		
1596356534329638915	Coronavirus: online bookings for BioNTech’s new Omicron-specific vaccine to open in Hong Kong on Sunday, with jabs available from next Thursday https://t.co/jU8tBUMrB0	2318832407					
1596356534761848832	RT @spns123: @nsitharaman Madam ,due to hardship faced by many taxpayers during last 2-3 years due to covid, gstr  9 and 9c are still pendi…	234673347				1.5944476760697283e+18	['2253634902', '58243368']
1596356536594464768	Covid was a made up Big Pharmacy thing. Just saying. Testing and vaccines are a money grab. IMO	2275835040					
1596356537093849088	"RT @TheEconomist: ""“We sleep in our offices, we prepare for “war”. How can we keep living like this, so mindlessly?” 

A Chinese psychother…"	2578713297				1.580996633504125e+18	['5988062']
1596356537353895941	RT @CrabbBrendan: Omicron continues its enormous toll; 18,671 deaths (17.0%) more than the baseline ave to Aug 31. Actuaries will refine do…	23872430				1.596253183302828e+18	['2341433004']
1596356538368946176	RT @JamieSale: Hundreds of Federal Employees Launch Legal Challenge Against Government’s COVID-19 Vaccine Mandate https://t.co/CXDZ6jSRBm	1576707157122514945				1.5963350440079565e+18	['195717987']
1596356538398302209	@NicciHowe @julesd0607 @5050oD They're a tiny organization. One staff member (part-time, I think). They started during the pandemic. They've been putting all their time and energy into fighting slander and then the court case. Nobody would be able to do much under those circumstances, but they have.	1559354531384856579	3997195035.0		1.5955660836116972e+18		['3997195035', '1060250912361472001', '421045390']
