tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596510823635107844	Good morning!!! Sharing again 😇 https://t.co/c5wuvbtU0J	1283270972578107394		1.5936027837222257e+18			
1596510824079970306	F them https://t.co/V68T9omSH1	1499680969925832708	1.4996809699258327e+18	1.5964979569659617e+18	1.5964708512765297e+18		
1596510824356630531	"@benzosarebad @DHSCgovuk @Dr_Ellie Also, my thought was...

COVID, what's that? Is that still a thing these days? 🤦‍♂️"	1576880520016846851	2621717951.0		1.5964511729695089e+18	['2621717951', '37963496', '114471835']	
1596510824297771008	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	864506534604279808				['914588454']	1.5962501084331459e+18
1596510824771764226	"RT @pattorngren: Mike Yeadon, from ""former chief scientist in vaccine company"", to ""now has serious concerns"".

@drnathimdladla @HealthZA @…"	248250335				['248250335', '1383440714193797123', '240605588']	1.595739499287675e+18
1596510825090781185	RT @kartikaaryanxfp: I'm really proud of how he promoted day and night and even during his Covid. I hope Shehzada promotions will be even b…	1429089265422508033				['1523543484359057408']	1.596504287537832e+18
1596510827779325952	RT @quentinbudworth: Anatomy of the PPE Procurement Scandal – Byline Times https://t.co/PxWooNx0vn	1386030793697513475				['213245607']	1.5962608980998308e+18
1596510828068765696	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	16565980				['95092020']	1.5964838459933778e+18
1596510828743770117	"RT @backtolife_2023: New mNRA vaccine shows promise for universal flu protection
Source: CBC News: The National (Youtube) https://t.co/Bhfr…"	1524531986831921153				['1109532876310302721']	1.5962539207241236e+18
1596510829469310977	"@loveusaunwoke @FoxNews With Republicans at the helm the USA response to covid was the worst in the world. 
We had the most deaths per capita. 
Even the sh!thole countries did better.
You talk about a dystopian nightmare? 
I'll never forget the refrigerator trucks, portable morgues hauling off the dead."	1566089068273885184	1.5854601950015242e+18		1.596509082256814e+18	['1585460195001524225', '1367531']	
1596510829469384705	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	760876507195707392				['16060054']	1.596387310920405e+18
1596510829880705026	"RT @bazzared1903: @murdo_fraser @PerthandKinross Ooft, breaking news. 
How about Mone skimming millions on the back of Covid, or the scanda…"	878308646				['1581654068', '365037094', '223844451']	1.5962913344820142e+18
1596510830006505473	RT @KuzzatAltay: According to Chinese social media, at least 38 Uyghur were burned to death in an apartment under Zero Covid locked down.…	282211104				['114941901']	1.5961665232821658e+18
1596510830128173057	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1455562013967540233				['3407247983']	1.596149201657688e+18
1596510830660849664	RT @jsolomonReports: Michigan schools tried to use COVID aid for equity consulting, vaping and motion detectors | Just The News https://t.c…	1403494875044192260				['523248016']	1.5964688538228654e+18
1596510831029751817	"RT @johndefeo: Closing Thoughts #3

Mandates are correlated with violence. To force a person to wear a mask can be as psychologically traum…"	3029130303				['10818322']	1.535989926243844e+18
1596510831289675776	"RT @ake2306: Fuck all novel about 22 year olds being told that their heart muscles are showing over 30% permanent Damage.
There's thousands…"	1392960878073597961				['728273994']	1.596510702403203e+18
1596510832023994368	"RT @david_r_morgan: What I'd do on my first day as Prime Minister.

1. Declare the WEF a terrorist organisation
2. Repeal amnesty for vacci…"	1217545498640384002				['1108431749820882947']	1.596326117668946e+18
1596510832112054272	"RT @kksheld: Bradford Hill Criteria for Causation Met:  COVID-19 Vaccines Cause Death by Dr. McCullough https://t.co/T25aeS7i9M
Autopsies m…"	1351005498015940610				['418830106']	1.5964953178303365e+18
1596510833454231557	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1194744802446913536				['1552407495255199745']	1.5964351920208773e+18
1596510834288889858	"RT @WakeAwake1: I don’t know of a single unvaccinated person who got myocarditis from Covid. 

Do you? 🤔"	1487035420361826306				['36890364']	1.5068425025899233e+18
1596510834402168832	RT @Thehuck_59: @kelvmackenzie You attack all those working people who got us through the pandemic, that served us throughout.  Those you c…	83382036				['1254327621581787136', '3037892906']	1.5962393089351025e+18
1596510834535981056	RT @HonestTwiceFan: 4th gen and pandemic stans will slowly realize how every single relevant record in Korea was held by TWICE.	1391390265890402307				['1071075663782699009']	1.5965026395835924e+18
1596510835106611200	RT @SupremeHeretic: I'm encouraged by seeing friends like @Est84Terminus and @digital_remnant and others have public discussion about vacci…	247495905				['369768687', '1208789079451721729', '1477115164927401988']	1.5965099636435026e+18
1596510835043860482	"RT @BOWorldwide: Rajhans Cinema on Saturday at 4:30 pm 
#Drishyam2 : 
7,44,119 
#Bhediya 2D/3D : 
3,38,816 
#Drishyam2 leads by 45% as it’s…"	3305894557				['426927447']	1.5965010355139625e+18
1596510835328753665	"RT @nathanlawkc: Many protests have spawned across China, when people oppose zero-COVID control and accountability to the government. 
Thou…"	1169289621651374080				['735811158469423105']	1.596485513300435e+18
1596510835731374080	RT @JosefSa39957439: The possible relationship with blood cancers and COVID-19 vaccines and the proven scientific mechanisms that may expla…	1555112302105735168				['1390301615291174912']	1.5963366411652014e+18
1596510837123862528	"@CMO_England #ChrisWitty @DrTeckKhong @ClareCraigPath @FatEmperor @goddersbloom @statsjamie 

I couldn't look at myself in the mirror if I had tweeted and received comments like these 👇... but then again, I do have a reflection. https://t.co/pNdIWxC85U"	1448229015186247685	1.1786224438140846e+18	1.5961197690020045e+18		['1178622443814084608', '330717019', '1302978006441492481', '2383882980', '1903372854', '101447362']	
1596510837497565185	RT @sen_j59: He stood up in @HouseofCommons at the dispatch box and said “we threw a ring of steel around care homes”. He lied. #Tories alw…	1272226445243428866				['1459570674805133313', '950249762']	1.5964539143288259e+18
1596510837782429696	@PintsDrank Guiness for corona ,that’s it.Amstels gets stick but it’s ok for a long session.	469555498	1.5383155246349926e+18		1.5964543741294223e+18	['1538315524634992642']	
1596510838470344705	RT @chinn_victor: Nurses Strike: My thought, take 50% away from all the useless GP,s and put it in the  pot! Sack 50% of all NHS mgrs. and…	2522786789				['1258000000128335873']	1.5964779929763348e+18
1596510838361161729	It’s #SmallBizSaturday. From pandemic lockdowns to broken supply chains, small businesses have had to cope with a lot in the last few years. Today is a great day to show your support and #ShopSmall. https://t.co/aPeSO3Tci6	814103950404239360					
1596510839401766913	RT @yungsenshi: Hi everyone! My family and I are super excited to announce that we’re doing our Annual Christmas Fun Day this year! Unfortu…	1283270972578107394				['1283270972578107394']	1.5936027837222257e+18
1596510839670198274	RT @MarshaC59266742: Live by the jab, die by the jab.  Dr. Fuller learned what rhymes with pharma.	1547952351217999873				['1062385926826016768']	1.596505486861693e+18
