tweet_id	text	author_id	in_reply_to_user_id	quoted	mentions	replied_to	retweeted
1596422702931521536	Wow absolutely disgusting 😦😦👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 https://t.co/xkjMZt0lbQ	1316412906951651328		1.596231410502738e+18			
1596422703073804288	“If your veins and heart get messed up from OUR vaccine then it’s actually YOUR fault for not being chill” https://t.co/H66uH2Nv8c	1335482876108926977		1.596231410502738e+18			
1596422703539683328	"Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flight. They can't work in this critical situation. Please make a decision abt new plan and promote them in another countries.
@WayV_official  @SMTOWNGLOBAL"	865891803450425344			['1033994695595065347', '884378714']		
1596422704256937984	@atRachelGilmore This is the new vaccine passport https://t.co/PTvXYmhNMr	1501444304438321153	1107296448.0		['1107296448']	1.596224256278352e+18	
1596422706811240451	@A1an_M @FoxNews I actually think this is positive news as it proves conclusively that lockdowns do not work. What confines to disappointment me however, is that many (including msm) are choosing not to point this out. I’d also like to know how much of UK foreign aid is put towards Covid camps!	4891781219	1.5186204797157908e+18		['1518620479715790853', '1367531']	1.5962505004288942e+18	
1596422707167600641	China Xinjiang: Urumqi rocked by Covid lockdown protests after deadly fire https://t.co/2e009akKBs	442782547					
1596422707352059904	"RT @premnsikka: Crony Capitalism

Tory peer Michelle Mone secretly received £29m from ‘VIP lane’ PPE firm which secured contracts worth mor…"	1155384145			['2461924214']		1.595493897836368e+18
1596422707632955393	RT @NEWSMAX: Omicron variant still driving COVID surges, experts say:  https://t.co/e0s8sceyWl	1562556614			['20545835']		1.5963787251130368e+18
1596422707759009792	RT @carolvorders: 'Lady' Mone broke Lords' code &amp; was seemingly involved in fraud while nurses &amp; doctors slaved all hours to save people in…	1097458516179279874			['175420754']		1.5955579152843653e+18
1596422707930976257	RT @Windoctorx: This doesn't make sense to me. If Bill Gates thinks that the world is already overpopulated, then why does he want you to t…	1353271926488236032			['909879719734251521']		1.59588428128888e+18
1596422709063213056	"RT @DrIanWeissman: ""Please for your own safety and for that of your family, get your updated #Covid_19 bivavlent booster.""
https://t.co/pF7…"	31897231			['3047925973']		1.5963499149334323e+18
1596422709973749762	China Xinjiang: Urumqi rocked by Covid lockdown protests after deadly fire https://t.co/AxEaBM8RjN	1642135962					
1596422710569365507	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	1057990896			['823384899449212933']		1.5961385313022935e+18
1596422711005548544	RT @DiedSuddenly_: Prominent Virologist Dr. A. Oveta Fuller, who advocated for emergency use authorization of three Covid vaccines, has sud…	809847840075894784			['1577761560394665984']		1.5961453504143729e+18
1596422711995404288	RT @carolvorders: 'Lady' Mone broke Lords' code &amp; was seemingly involved in fraud while nurses &amp; doctors slaved all hours to save people in…	3087060359			['175420754']		1.5955579152843653e+18
1596422712037195776	"RT @LGalloway77: Good morning everyone 😃
Our country is in crisis.
Our people, workers, children, services, health care, and communities br…"	812998182863044608			['2956836471']		1.5963946460996116e+18
1596422712414834688	"RT @JamesBradleyCA: As of August, almost 60% of Covid deaths were vaccinated people PER CDC.

Can we please stop it with the constant tv ad…"	18866027			['1112724144427139072']		1.5961196852122993e+18
1596422712796319745	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	765383402			['2163723997']		1.5962960706858967e+18
1596422713320640513	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	743290423			['1480605339963863046']		1.596224436213932e+18
1596422713417105408	The numbers they put out are so ridiculous and entirely made up 🤡🌎 https://t.co/wCAEaRu65Q	1440685333423673357		1.596378474247508e+18			
1596422713471483905	RT @david_r_morgan: I remember just as the first lockdown started in March 2020, I went for a walk with my dad up the Brecon Beacons. We we…	796464529907519488			['1108431749820882947']		1.5962012267519386e+18
1596422713929011201	@CTVNews Oh, FFS!! Give it up. How do you think this information plays with the thousands of people who are vaxx-injured or have lost loved ones to this vaccine. Don't you people even have an ounce of decency?? 🤬	2987620279	203123011.0		['203123011']	1.5962480037650596e+18	
1596422714557927425	India reports 389 Covid-19 cases and three deaths in the last 24 hours | India News – Times of India https://t.co/e9TRT8xr3X	1288126829467856897					
1596422715531051008	"RT @getnorthern: The Michelle Mone PPE £27m scandal *alone* should bring down this government.

So should the excess deaths, the theft of p…"	2527613173			['3202465678']		1.595722754598355e+18
1596422717561245697	RT @DrVicFielding: Can the pundits on ABC election panel stop talking about anti-lockdown-anti-Andrews sentiment like it’s a legitimate pol…	61992523			['139328853']		1.5964025493385626e+18
1596422717917790209	"RT @nulasuchet: Bank froze accounts tied to Mone 

https://t.co/v1A8TjAwqQ"	3926615915			['824539674588770305']		1.5963988660304773e+18
1596422718077177858	"RT @itosettiMD_MBA: Noavavax as  a booster after nRNA vaccines - how is omicron protection?

According to this small south Korean study, a…"	1276065476041465863			['634638711']		1.5964216313413632e+18
1596422718991519745	RT @arslan_hidayat: Covid restrictions have killed more people than Covid.	1093186489268297728			['882215484497768448']		1.596284804265562e+18
1596422720233033728	RT @Windoctorx: This doesn't make sense to me. If Bill Gates thinks that the world is already overpopulated, then why does he want you to t…	1519080964806348801			['909879719734251521']		1.59588428128888e+18
1596422720828456960	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	1195735856			['1444879139371094020']		1.5963464154956431e+18
1596422722565083136	@Mwes_Drew They seem to enjoy the bars near their neighborhoods instead since the covid shift	735163810294693888	9.015143496380211e+17		['901514349638021121']	1.596422339964842e+18	
1596422723626233857	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	1462923644703686661			['1480605339963863046']		1.596224436213932e+18
1596422723663974400	"RT @michaelpbreton: BILL 36 in BC Canada, will make COVID-19 Vaccinations MANDATORY permanently, for all healthcare staff.

This is a Crime…"	1370874807672246276			['2382229472']		1.5961044075439473e+18
1596422724544770048	"RT @MeetJess: COVID-19 diagnosis raises risk of heart attack, stroke 

« In the week after a COVID-19 diagnosis, the risk of a first heart…"	1397084380393132032			['312412918']		1.5962936263168287e+18
1596422724871938048	@PGRodriguez80 @BeckyMabry5 @DS_Ferrin @Cernovich It's litertally data from the CDC but whatever.  Maybe you should learn to read data instead of just headlines https://t.co/0bFGc7Losx	3231273582	1.5187316084250665e+18		['1518731608425066496', '1445204454567858181', '1591472094759378944', '358545917']	1.596422145432699e+18	
1596422725090021377	@kad_c Kadeena how stupid are you? Hancock didn’t cause any deaths, covid did. He was part of a team that introduced rules and he had an affair, breaching the rules. End of story! Stop this incitement of hatred with lies!	3105139757	496283843.0		['496283843']	1.5962666791890043e+18	
1596422725366841351	RT @NFSC999: A 29-year-old man is diagnosed with acute leukemia after two vaccinations, undergoing painful chemotherapy, the family wakes u…	925360166878564354			['1513669096268726273']		1.5962421681294172e+18
1596422725874388992	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	751539448723206144			['222748037']		1.5960599267530834e+18
1596422725811462145	"Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return flight.
@NCTsmtown 
@WayV_official 
@SMTOWNGLOBAL"	1274048942			['4811011050', '1033994695595065347', '884378714']		
1596422726490943490	"RT @R_H_Ebright: ""For about a year, scientists who..secretly thought that the virus..escaped from a lab..colluded in telling the media..thi…"	1255475023			['47791337']		1.5962841221120737e+18
1596422726717083649	RT @macastel3: 3 years wasted on building quarantine camps, testing sites, employing millions of people just to lock down others and the nu…	1179154766972088320			['14140433']		1.5963840645036155e+18
1596422727153295360	You should wash your hands before eating, to guard against disease https://t.co/AfZRgOQlPA	1594063064181006339					
1596422728474497024	RT @danaparish: @danaludwig @CDCgov @NIH @US_FDA @POTUS @WHO Already wrote a book abt it! It just wasn’t as fashionable to say these things…	863572378324017158			['89243448', '29401941', '146569971', '15134240', '208120290', '1349149096909668363', '14499829']		1.5963234535224115e+18
1596422730286784512	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	366907653			['15719232']		1.595893348035752e+18
1596422732593389570	RT @mat1dog: Amongst the direct costs of the government's Covid support measures (current estimate £376 bn) there are some interesting item…	375418955			['1255541652300726279']		1.5964155543315005e+18
1596422733079797760	RT @MohdShukriYajid: A nostalgic return with MSU team to Brunei after almost 3 yrs. Looking forward to refresh efforts temporarily halted d…	324797218			['68570845']		1.5964220897074872e+18
1596422733637697538	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	990598477			['222748037']		1.5960599267530834e+18
1596422734984384515	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	1464672954			['124461963']		1.5962593752319508e+18
1596422735122829312	RT @gullssinceaboy: A truly shocking story on Michelle Mone. Welcome to the UK failed state. In the meantime Tory Ministers hide away, one…	1086397159480676352			['2353071330']		1.5964215219286057e+18
1596422735387066370	RT @Nicola07832777: Covid Slaves 👇	1590131341819269120			['1446752129687769095']		1.5959179079422484e+18
1596422736196182016	RT @Roni56248402: @kelvmackenzie 12 years of Tory austerity have brought nurses to this. They’re not heartless, just realistic. They risked…	853190786095210496			['1254054380548038656', '3037892906']		1.596412910812926e+18
1596422735076679681	"The 💉 now ⚰️ more people than Covid? Look at the EU death numbers for the last 5 months:

155,343 above average deaths
70,015 Covid deaths
85,328 Non-Covid deaths

Shocking!!! https://t.co/TxdUTioWfm"	1554669904070148098					
1596422736456269824	#Grubby government, greedy businesses must be held to account. #ToriesOut142 https://t.co/pDHVCX9v9x	1431959338604707848		1.5960629175893524e+18			
1596422736850698241	RT @JohnTShallow: @WhatNowDoc @CMO_England And in other news, BBC news had an item tonight on an ‘exciting’ new development: a mRNA flu vac…	968655666			['569449933', '1154673288', '1178622443814084608']		1.5962718287331328e+18
1596422737525882881	Anti-Lockdown Stanford Professor: “Academic Freedom Is Dead” https://t.co/Wcpc2SvkR6	561742581					
1596422737941118977	RT @JaneRuth_Aceng: Today morning, together with @WHOUganda country representative, @tegegny, I visited the Principle investigator of the S…	341132281			['4567685369', '2599562040', '35451154']		1.5961346164440556e+18
1596422738293719040	RT @DrBeniRusani: Hope our PM’s entourage takes necessary precaution against Covid. He is warga emas by definition. Maybe hand sanitizer fo…	1396695172436566025			['398662273']		1.5960171704288707e+18
1596422738490839042	RT @TTen_WayV: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return fli…	592105212			['725028383919214592']		1.5964196693127782e+18
1596422741057359873	China’s Urumqi to ease Covid lockdown amid public anger over deadly fire https://t.co/YGDoVn4ru5	1269355974906740744					
1596422742106345473	I work this morning from 8-3:30, got off went to the mall, got home &amp; played my game for a bit.. ate &amp; was omw back to work from 7-7 😩 idk what made me do that but I’m Fuckin tired.	135627527					
1596422742295072768	RT @juistheju: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return fl…	201537631			['4743145646']		1.5964127130473226e+18
1596422742517383168	"RT @CoryMillsFL: Americans deserve answers:

⁃ Hunter Biden’s laptop (Bidens)
⁃ COVID origins (Fauci)
⁃ Afghanistan Withdrawal (Lloyd/ Blin…"	1592549357429178368			['1216076954375421952']		1.5954807973179392e+18
1596422742613839872	"@Augustus256Sha @brendanwenzel @0xttk I will consider what you just said true without verifying.
But you know I can find 1000 scientists signed document saying earth is flat or basically anything you want to be proven right. 
So be it, from now anyone who passes and was vaccinated, the vaccine is the cause. Got it!"	121804962	9.089831883866563e+17		['908983188386656256', '20063709', '469115513']	1.5963123792302858e+18	
1596422742555111425	"Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flight. They can't work in this critical situation. Please make a decision abt new plan and promote them in another countries.

@WayV_official
@SMTOWNGLOBAL"	1207328729287913472			['1033994695595065347', '884378714']		
1596422742819196931	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	332725246			['1374317368361447434']		1.5960601631230648e+18
1596422743699906565	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	374714661			['28197128']		1.5962430017347502e+18
1596422744907911168	RT @uglygayposts: DL gay and str8 bros in Orange County hmu. Let’s jerk off and shoot cum with each other.  If you’re curious and live near…	1178863771797905408			['1449903962769952772']		1.5622747541484544e+18
1596422746006847489	@lukedepulford They claimed that the lockdown policy is to save life, it is obviously a lie. It is just another form of Social Credit System. CCP provides exception whenever they need (like Paul Chan Mo Po)	964268460	2279301618.0		['2279301618']	1.596414879354626e+18	
1596422746266693634	RT @MRobertsQLD: Here comes the truth …	918743426203451392			['762470063261704192']		1.5961221196534047e+18
1596422746535256065	"RT @songpinganq: BREAKING: People in China's Urumqi city clashing with police as the COVID protest turns violent tonight.

Thread🧵 https://…"	1440768440814358530			['1374317368361447434']		1.5961661437018317e+18
1596422747345014784	RT @tothemoonandnb: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the retur…	592105212			['3234945912']		1.5964191830921708e+18
1596422748137406464	RT @justjude_jude: So when patients die in hospitals during the strike.... Can we blame the nurses like people blame the UK Government for…	848547390323871745			['1121530459308081154']		1.5960571051441152e+18
1596422748158320640	RT @LugubriousLarry: @JonesHowdareyou It’s all bullshit. A rather small minority has received a disproportionate level of MSM coverage. Peo…	765420775			['240072798', '198296897']		1.5964180396452086e+18
1596422748263583744	"RT @DoobusGoobus: ""Vaccines cause autism"". Yes, the very hard decision of whether you want your child dead, or to fiddle with pokemon cards…"	1216065783228510209			['3553955126']		1.5955614611282575e+18
1596422748577927170	RT @haveigotnews: As I’m a Celeb! Is rocked by a Covid outbreak, Matt Hancock says he knows someone who can source PPE for just 29 million…	835452277			['125370749']		1.596112656355795e+18
1596422748590702592	RT @Paul_King_Tours: Are the Hancock fans going to piss on the Covid wall to honour him when the awful #ImACeleb is finished? https://t.co/…	1563852824			['2189282716']		1.5964065500121252e+18
1596422748800110592	"RT @premnsikka: Baroness Mone's £22m from PPE contracts is the latest example of political sleaze.
List is endless - cash for honours, poli…"	749953555			['2461924214']		1.5962041550432133e+18
1596422748863049728	"RT @songpinganq: If you try to enter public place with a red QR code...immediately an Alam goes off.

Chinese govt can easily cut you off f…"	1270053491684380672			['1374317368361447434']		1.5950653150037033e+18
1596422749223649280	RT @elizavetaka: I would like to ask you to RT this. It’s something which just happened to my 41yo friend back in LA. Healthy, dynamic pers…	1342232262922829824			['16060054']		1.596387310920405e+18
1596422749928697856	RT @DrVicFielding: Can the pundits on ABC election panel stop talking about anti-lockdown-anti-Andrews sentiment like it’s a legitimate pol…	808572781604401152			['139328853']		1.5964025493385626e+18
1596422749949681664	RT @ezralevant: Flashback: Trudeau's lockdown.	1587025611939258368			['20878297']		1.5962270682449306e+18
1596422750607970304	China Xinjiang: Urumqi rocked by Covid lockdown protests after deadly fire https://t.co/COaHhTFjpf	621543					
1596422751077670912	"@Fact And 70,000 US deaths per year are attributed to sloppy routine sanitation in healthcare.

https://t.co/tSLpHYRWP7"	22166856	2425231.0		['2425231']	1.596419458507178e+18	
1596422751866458115	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1639741434			['611986351']		1.5961710505467617e+18
1596422753976213505	RT @Bbmorg: Greedy tories must have thought their dreams had all come true when the tax payers PPE money  was being splashed about.	4209823162			['269997972']		1.596046583820419e+18
1596422755259486212	"RT @kentish_made: If the following has really pissed you 
off this week then I think we should be friends.
1. Michelle Mone and the great P…"	722240918			['2980435755']		1.595911876541563e+18
1596422755443884033	@DavidM_Friedman @jaimekr Trump is worse than them. Trump is The New Hitler. Trump is a pedophile many times over. He is responsible for 1 million Covid deaths. Trump raped a 13 year old girl !	1467667289541464064	1.349426410734162e+18		['1349426410734161927', '20969334']	1.5962595847039631e+18	
1596422755922345990	RT @LifeLibertyEvan: If Covid taught us anything it’s that way too many people are okay with the government taking their freedom away.	1519080964806348801			['708531498450812928']		1.5959766311596032e+18
1596422756035596290	RT @solotravelAnna: Check out this short reel I made of my Beijing community in lockdown https://t.co/FTFD1nAACD	1205859184576733191			['1228107297534156800']		1.5964152621310362e+18
1596422756056588289	"RT @KieronMoyles: Just a reminder about Matt Hancock.
He wasted millions giving PPE contracts to Michele Mone &amp; his pub landlord.
He sent s…"	129157217			['124461963']		1.5962593752319508e+18
1596422756119498753	Anyone who voted a certain way because they didn’t like the lockdowns is a fucking idiot. Covid wasn’t on the ballot dickheads.	7045272	7045272.0			1.5964194365837435e+18	
1596422756094345216	@LikeGoinThisWay @garysmith2301 @HPlaysPiano My dogs got me through lockdown💛	870918208605364224	833994967.0		['833994967', '19090680', '1515515293363228672']	1.5962068175748137e+18	
1596422756307849216	Finally home from work	1011515142041829377					
1596422756174041088	"Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return flight.

@NCTsmtown
@WayV_official
@SMTOWNGLOBAL"	1374033300474404865			['4811011050', '1033994695595065347', '884378714']		
1596422756597649408	"RT @DrJBhattacharya: ""Emily Jo was never warned of the myocarditis risk or informed about the risk-benefit profile. “When I took Aiden to g…"	1568022281296965632			['1427361863830949908']		1.596200183297024e+18
