tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	retweeted	quoted
1596350202533011457	@Doctor_Eric_B Dammit, we could have done that with COVID too.	330433609	1.4339152178183578e+18	1.5961548066071634e+18	['1433915217818357766']		
1596350202989920256	RT @TerwilligerPet1: Yes or No, the government response to covid is/was more dangerous than covid?	1523375685804474369			['1398023670078058502']	1.5959528271130255e+18	
1596350203459964928	RT @LigmaVGyna: @svdate My uncle died from covid 2 weeks after getting a booster vaccine so just stop f-king gaslighting people. To acknowl…	1536440325052452864			['1418547948548464641', '807975026']	1.5958233002820444e+18	
1596350203652542464	RT @kacdnp91: Looking forward to this. 🔻	785289368533540865			['1180955037301915649']	1.596349624293507e+18	
1596350203895853056	Promote it on @NFTsSaga https://t.co/wfuiTaLqTV	1525444143790424064			['1165964937291882497']		
1596350205514813441	RT @TheRickyDavila: What I find fascinating about Hunter Biden is that slumlord Jared Kushner was paid $2B for selling them intel whilst al…	3235451922			['341190477']	1.596239080152408e+18	
1596350205682933760	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	969314445494120448			['15986949']	1.5963498698781778e+18	
1596350207066722304	"New Zealand Intelligence booklets have been released telling the public that if they suspect their friends or family are opposing government policies, including COVID measures, they should be reported as they are a terrorist.  
https://t.co/vcOAN5luQE"	1518835528367411200					
1596350207201009665	@Lissa2426 @CTVNews Are you for real? Justin hid at his cottage, pretended he got Covid again as an excuse. If he had only treated those praceful protestors like citizens and talked to them it would have never gotten that big. It’s his arrogance that caused all this.	201185316	214713635.0	1.59630801647505e+18	['214713635', '203123011']		
1596350207452942336	@AndyBxxx Bring mRNA vaccines to China (giving up then to force Pfizer sharing their formula/technology), start with the eldest and the ones with fragile medical condition. Set up a target of vaccination for these groups (90%?), and then Controlled Opening.	99314615	23499976.0	1.5963458779245773e+18	['23499976']		
1596350208174002176	Still recovering from COVID, so here’s my Akatsuki of least to most powerful and why.	42995967					
1596350208639905792	RT @AdingtonP: @bees_oz While each state and territory hides behind the other and governments with their oppositions won't disagree—only a…	345721109			['383140759', '1244104702788165635']	1.5962753339213742e+18	
1596350209004810240	RT @DrJBhattacharya: In today's deposition, we learned that Tony Fauci's March 2020 volte-face on lockdowns was strongly influenced by the…	1274923789869035520			['1427361863830949908']	1.5956835769382625e+18	
1596350209403260928	@Jules31415 @BookerSparticus Which, BTW, is bullshit. They have genuine political resistance going on in China. These camps are for thst. Not covid. How many people did you see die on the streets of America? The correct answer is none. People did die in hospitals. Covid? Or treatment? I'll take the streets.	1374415639800991747	1.3744156398009917e+18	1.5963487107571548e+18	['263547117', '1046102582643642373']		
1596350209872650240	@Chrishtoefur @PslamBuddy7 @CNN You mean the lockdown that ended April 2020, during Trump's administration?  When Elain Chao was Transportation Secretary?  Why are you asking Pete? And you don't get to decide who handles the rail contract negotiations.  It's the Department of Labor, regardless of the industry.	22733176	794708910.0	1.5962561933489234e+18	['794708910', '1526748174928400384', '759251']		
1596350210736783362	"RT @govt_corrupt: @CTVNews @DonMartinCTV Ya, he certainly won...😂🤣🤡
https://t.co/GpZPdbqyAl"	1495459908325502978			['1480605339963863046', '203123011', '29518466']	1.5963070919833272e+18	
1596350211076460544	@benedictevans Impressive growth through the pandemic, given supply chain disruption and demand shifts.	84051890	1236101.0	1.5962960911205458e+18	['1236101']		
1596350211080716290	@danaparish I second your anger. It’s so frustrating going to school and seeing all the unmasked faces, including people who say they had Long Covid; worrying about the kids; and pissed to pieces that so many have been misled for so long. 🤬 that I campaigned for @POTUS thinking he’d do more	1314050124474130432	89243448.0	1.596327620190167e+18	['89243448', '1349149096909668363']		
1596350211202351105	"RT @WallStreetSilv: George Soros: “Covid-19 also helped legitimize instruments of control”…  

They are saying the quiet part out loud.

🔊s…"	1592234164291502081			['1366565625401909249']	1.594918279801602e+18	
1596350212272193536	RT @alexjgoldstein: Well over a million families have to experience the holidays without the most important people in their lives at the ta…	31858362			['16409618']	1.5957831748266476e+18	
1596350214268682240	"RT @JanJekielek: ""There's a big spike in vaccination in April. And there's a big spike in deaths in September.""
 
Steve Kirsch argues there…"	102648390			['15719232']	1.595893348035752e+18	
1596350214453223425	RT @teachingaeons: Education should begin at home. Schools support and extend the education of children. It's not free childcare. The press…	1141848379			['1270462722191364096']	1.5962770243471278e+18	
1596350216143179776	@Sarah_Toa remember https://t.co/Biz1XIiY4f	28483809	758361686.0		['758361686']		1.5963310914930237e+18
1596350216374226944	"RT @mrbcyber: 10 killed in apartment fire during lockdown in China's Xinjiang 
https://t.co/l4D3VKA8WD"	1421983811408056320			['3224540611']	1.5962609789575578e+18	
1596350216713949184	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	877160729857720321			['337808606']	1.596242318792614e+18	
1596350216910868480	RT @prima__facie: Ask yourself. Why is China focusing on immediate early treatment for asymptomatic and symptomatic? They don't have a vacc…	1313983618151329800			['190336357']	1.5958410080377733e+18	
1596350218202906624	"RT @Texas_Made956: 100 mil Chinese now in ""Quarantine camps""
US models Coming soon
For your saftey🥴 https://t.co/udTKpBvJKx"	1529179780330835969			['1444879139371094020']	1.5963464154956431e+18	
1596350218249072641	RT @haechanprints: haechan in quarantine when they had a meeting for the tds2.. https://t.co/hWphhBRZPo	1457815593764065281			['1385532826762706947']	1.5961301468758917e+18	
1596350219519954945	"@EvanLSolomon @VictoryRenfrew Never was about Vaccines Evan.
The Mandates were the controversy that was needed
You know it, I know it, everyone knows it.
Months before the Convoy even started someone said,  
""Hey have I got an idea to Burn Trudeau"".
We all have out own opinions who it is."	1411895114004238342	180887271.0	1.5962259385214566e+18	['180887271', '1565337121086636036']		
1596350219637198850	RT @ChristinaPushaw: Fauci, and most of the US “public health expert” class, thought China did Covid lockdowns right and should be a model…	1351719241247023104			['31667539']	1.5962872689392394e+18	
1596350220387819520	RT @BuzzPatterson: So, China is locking down again from COVID. How much longer do we have to put up with their bs and when, finally, is the…	1585877359038808064			['15986949']	1.5963498698781778e+18	
1596350220690157569	"RT @dockaurG: ""Denial of the truth never leads to a good place. When public health policy is based on a demonstrably false narrative, it is…"	1519002845944508416			['4086538637']	1.5962978207092244e+18	
1596350221327503362	"The FDA also said the ""vaccine"" was safe, boy did they turn out to be deathly wrong.
https://t.co/xKGO04UXPE"	606567829					
1596350222774702080	'In good hands': Talent program helps Cree health workers get promoted #health #mentalhealth #healthcare #goodhealth #research #healthissues #wellness #medicine https://t.co/EOVTpSl6aT	711914061072625665					
1596350224603176964	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	28398850			['806344552718045184']	1.5962870273011876e+18	
1596350225618456576	"RT @smc429: Dr. Jerome Adams is ""struggling"" since working for Trump as Surgeon General.
What did he expect would happen when he lied to an…"	2470097834			['23554832']	1.5961628650979533e+18	
1596350225559744512	"RT @fitterhappierAJ: Well, looks like they are acknowledging the immunological harm that SARS Cov 2 does

I told you all long ago, many tim…"	1519414644506603520			['88589013']	1.5962063842444698e+18	
1596350226012700673	"RT @as1z_: 2 years ago I was in the darkest place I’d ever been in &amp; was blackmailed out of the closet during the pandemic.

My life did a…"	1354692586783580168			['1316900366223552512']	1.5963023695784878e+18	
1596350226045947904	"RT @DGSagar2: @Xpress_edex @mrittika97b @UpscExtra @IasAmulya @DemocratNitin @saketnewworld @Gaurav48228517 #UPSCExtraAttempt2023 
Thank yo…"	1041395144342159360			['1507278019735728128', '728025157', '939899189302935552', '1317471015815979014', '1472681783997046785', '1546075532475142145', '355421172', '1369616115639283715']	1.595381913254269e+18	
1596350226587344899	"RT @JamesBradleyCA: As of August, almost 60% of Covid deaths were vaccinated people PER CDC.

Can we please stop it with the constant tv ad…"	1477301277067395072			['1112724144427139072']	1.5961196852122993e+18	
1596350227401015296	RT @LittleforBig: Littleforbig Vintage Bedtime Onesie Bodysuit 🌜☁️ Search “littleforbig vintage bedtime onesie” on https://t.co/ix45hpAdfa…	1136996462099861505			['4900340189']	1.5962779286853181e+18	
1596350228743204865	RT @Dijosti: Zweli Mkhize was ANC Treasurer during the 9 wasted years when the country bled jobs through retrenchments and they blamed the…	2762959589			['2396130529']	1.5960219986350858e+18	
1596350229305229313	"RT @jenniferzeng97: “If we must die, you die together with us! “ “End the #lockdown!”
In #Urumqi #Xinjiang, angry people surrounded the gov…"	82752013			['2313027666']	1.5963500278904095e+18	
1596350230600916992	RT @Sajidkhan4424: Corona will never end, Chinese people are also worried about the lockdown, we will live with Corona, now the whole world…	208434898			['1231807485385814016']	1.5963298741378908e+18	
1596350231729573889	RT @normboy562: I survived Covid thanks to @DanielAndrewsMP his Labor government and Brett Sutton.. The #VicLibTrashParty its leader and AL…	853576458			['1038970825699774465', '228535666']	1.5962271529069486e+18	
1596350232002187266	"RT @TPostMillennial: FLASHBACK: Trudeau referred to Canadians opposed to his government's Covid-19 policies as members of ""anti-vax mobs"" w…"	589468941			['896731633704947712']	1.59630243766451e+18	
1596350232350138368	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1570940380769619969			['2163723997']	1.5962960706858967e+18	
1596350232547438592	"#China reported 35,183 new #Covid19 infections on Nov. 25, of which 3,474 were symptomatic and 31,709 were asymptomatic, the National Health Commission said on Saturday, setting a new high for the third consecutive day.

https://t.co/KlWIAaeOiS"	134758540					
1596350234489393152	RT @Windoctorx: What was the rush to wheel out a vaccine for a virus that carries a 99.7% survival rate in the first place?	1589675118128553984			['909879719734251521']	1.5962996648899707e+18	
1596350236569604096	"@predoctit @pjchougule ""Doctor"" Chogule is a Covid denialist fanatic, wearing a mask is libertarian bro genocide, apparently"	1284618728106332163	1.5329201708548997e+18	1.5963326620585288e+18	['1532920170854899712', '809099778185367552']		
1596350237773291521	"RT @RajlabN: 35,183 new #COVID19 cases (3,474 symptomatic +  31,709 asymptomatic cases) reported in China

The information comes from the o…"	184923804			['1071164794563166209']	1.596347024521433e+18	
1596350238205542401	RT @RenaTPollock: @PapiTrumpo I remember well, this picture. You were sick with Covid and you kept right on working. You have always put Am…	1516268046310072320			['1516099438829203456', '1389360201996832771']	1.596334599592108e+18	
1596350239711301633	"RT @MyBoxerLuvMac1: 💔Snoopy💔
#NYCACC #157851 9m
▪️To Be Killed: 11/29💉
▪️Pneumonia
▪️Can be killed anytime if condition worsens!
Amazing pu…"	386445219			['1214648962491269125']	1.5962322229522924e+18	
1596350240361443330	RT @LifeLibertyEvan: If Covid taught us anything it’s that way too many people are okay with the government taking their freedom away.	955110414496366599			['708531498450812928']	1.5959766311596032e+18	
1596350240428548097	RT @uytimes: The numbers are 44, at least. Based on the accounts of a hospital worker who said they have received 44 dead bodies;	1031400196284997632			['1277982133772906504']	1.5962539900434022e+18	
1596350241149943809	RT @MarshaBlackburn: Communist China's failed zero-COVID policy has resulted in record infections, destroyed livelihoods, and created a men…	120457204			['278145569']	1.5962906386049475e+18	
1596350246149554176	RT @ElayneBoosler: Anyone who adopts any of the dogs on the NYCACC kill list will receive a FULL YEAR of free dog food, treats, vaccines, p…	28741122			['79031518']	1.593953510126764e+18	
1596350246623199234	RT @ellymelly: @abcnews Haven't heard of a single unvaccinated person getting long covid. 🤔	1518739723237281793			['39002335', '2768501']	1.5963307216560579e+18	
1596350246572855296	RT @TheAtlantic: Paxlovid, the amazing antiviral drug, has been widely available since last spring—yet the number of COVID deaths per day i…	292324824			['35773039']	1.5952507551451955e+18	
1596350247252500480	RT @axios: The much-feared twindemic — or even tripledemic — of respiratory viruses is here, but Americans are too COVID-fatigued to care h…	17222332			['800707492346925056']	1.5963480277147525e+18	
1596350247629836288	RT @EddyJokovich: Lockdowns ended in Melbourne and Sydney at the same time in October 2021 – over a year ago – and Sydney had more lockdown…	824384423441297408			['29420301']	1.5963218756130857e+18	
1596350248871419904	RT @AOgieglo: It's quite incredible that in terms of volume of cases this is by far the worst wave of influenza I have ever witnessed in my…	1316913950416465920			['305903068']	1.5959232797890642e+18	
1596350249161076736	@LayahHeilpern I did research and didn't like what I learned from Dr. Malone, Michael Yeadon - ex Pfizer CEO, and Dr. McCullough. Since covid i have lost faith in our gealthcare system. Covid exposed things we needed to see.	1527743542638034947	455937214.0	1.5961360820680827e+18	['455937214']		
1596350249458860032	RT @Aaron_Derfel: 5) Meanwhile, the #COVID pandemic that has so far killed at least 47,850 Canadians is still far from over, particularly i…	3180050616			['161505969']	1.5963300594215854e+18	
1596350250884616192	RT @RealSexyCyborg: My girlfriend's mum has been on lockdown in Xinjiang for almost 100 days, today they said she could go shopping for one…	879328602			['3562121415']	1.5963501423237898e+18	
1596350251086286849	"@bgblueeyes @johnrich Now do stories of people who took the jab who died.

“As of April 1 the VAERS lists 26,693 deaths along with 147,677 hospitalizations in association with the COVID-19 shot.
There are also 13,677 heart attacks and 38,024 cases of myocarditis”

https://t.co/TI5rlP0SBb"	3013055124	8.914618187611341e+17	1.595919119198847e+18	['891461818761134082', '16869718']		
1596350251236872192	"Synopsis:
Even in another world, I will only love you. Someday you will come there and find me. I will wait for that day.» After coming home from work, Myung Shiwoo unexpectedly finds someone in historical clothing lying outside his door. Is there such a thing as destiny?

-end-"	1544904861430398981	1.544904861430399e+18	1.5963501355370045e+18			
1596350253615443970	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	3291486481			['101852818']	1.5961731857830707e+18	
1596350253674135552	RT @awgaffney: We slashed child poverty **during** a pandemic and economic downturn — and could do it again now.  An absolute travesty that…	1377277052			['464076088']	1.5962518245242552e+18	
