tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to	quoted
1596344555225636864	"RT @AlRaptor42: happy Post Covid anniversary, here the best character with the best design of the entire film 🥰💙

(this piece was made for…"	1435116932269690882		1.5962432959607972e+18	['3187423000']		
1596344556861198341	"RT @badiucao: Thread/1

Massive protest happened in Ulumuqi，Xinjiang，China after more than 100 days zero-covid city lockdown.

People are c…"	45771893		1.5962472807129825e+18	['267695291']		
1596344556756168705	Pandemic made me realize that doing things digitally is fucking tedious https://t.co/X6Xh3IYCX0	1386233400					
1596344557465214976	@ChrisWickNews Trust. The government(s) have lied and manipulated so often…and COVID’s creation so obvious (we saw what was happening in China before Thanksgiving 2019) that I knew we can not trust the evil benefactors.	78194322	9.892153225436078e+17		['989215322543607808']	1.5961981964303852e+18	
1596344558098714625	@mauveTriforce @akheriaty Or maybe it is the other way around and your the ones killing people.  More people dying of Covid are vaccinated than unvaccinated at this point.  But you keep living the lie.	839511495469735936	326436609.0		['326436609', '54322957']	1.596102047115653e+18	
1596344558274883584	RT @baroque_bitch: since this is on my mind – you don’t need to have a health condition to “justify” avoiding COVID. maintaining your healt…	963981148413075456		1.5962439314861302e+18	['950269548766179328']		
1596344559235211266	RT @sexytori17: We're nearly 3 years into this pandemic, supposedly 70% of the population is jabbed , most everyone has caught covid regard…	1502657423177363456		1.596038246554751e+18	['1257572576869576704']		
1596344559465734144	RT @razor4l: @DuaneBratt masks prevent covid? not misinformation? has covid zero worked anywhere in the world at this point?	1518890726435733510		1.596261490688131e+18	['319843524', '506216849']		
1596344560879378436	Slowing Down the Hands of Time | Nature's Real Health https://t.co/jie3klaagH	1279228962					
1596344560476528640	Would YOU stay 72 hours in a haunted house? Paranormal Lockdown hosts Nick &amp; Katrina say.. https://t.co/R6T73Exr7f https://t.co/qjlcyzwWkN	3105336618					
1596344563572310017	"RT @dockaurG: ""Denial of the truth never leads to a good place. When public health policy is based on a demonstrably false narrative, it is…"	1463620492082835459		1.5962978207092244e+18	['4086538637']		
1596344564096577536	RT @RayhanAsat: A Chinese friend shared this with me. Han people must stand up for the #Uyghurs. Covid control must end and so is the conce…	66755189		1.5962086330957906e+18	['2211735352']		
1596344564549394432	RT @Liz_Wheeler: Remember the names of the 15 doctors who voted “No conflicts, YES” to put the COVID vaxx on the childhood schedule. A few…	1529456268838060034		1.582962368266457e+18	['264361128']		
1596344564771655681	@SadKumquat @RevolutionStra1 well said and I humbly accept your input...Haiti has low vax rate yet low covid, on same island Dominican Republic high vax rate high covid,africa low covid low vax, anti-malaria drugs are widely used in these areas...just sayin	822222080615874564	138891989.0		['138891989', '1206440149942439939']	1.5963338377890693e+18	
1596344565014798336	@CANDY38948483 Because it’s COVID	1108024393941184514	1.5638444225755628e+18		['1563844422575562754']	1.5940454380592374e+18	
1596344565061267456	RT @jmzbeijing: A friend sent this photo from Soho towers in Sanlitun. Apparently, these quarantine pods went up in a parking lot overnight…	1353587677		1.5961699569151795e+18	['1038896454']		
1596344565438779392	RT @ronin19217435: BILL 36 in BC Canada, will make COVID-19 Vaccinations MANDATORY permanently, for all healthcare staff. https://t.co/f5xy…	32990839		1.5961821586827878e+18	['1476323517046140931']		
1596344565681856512	RT @lechuga_don: @Chesschick01 When my Dr told me it wasn't a vaccine and would be used for politics and control.	1425233323559997448		1.5962955989863997e+18	['1320751047313256448', '36134346']		
1596344566017245185	"RT @Writagal: Ten things to know today if you have Covid:
1.) Rest - rest as in inert, as in don’t move.
Don’t get off the couch, don’t eng…"	1022600937276243968		1.5962137948414525e+18	['231364919']		
1596344566474571777	"RT @thStealthBomber: @jacquep @nathaliejacoby1 someone tried to shame me at the grocery store on Tue afternoon with a, ""you know, you don't…"	853332474		1.5962806476222095e+18	['413621736', '17172028', '1280478731874848769']		
1596344569096179712	"@GodFamilyDuty @david_r_morgan Those people...from mid-summer 2020 were never thinking for themselves.
It's that simple...many have snapped and are now permanently Covid OCD.
Cognitive dissonance entrenched in our society.
All these people would hop on trains tomorrow if the authorities told them to."	1520035058328952832	1.5935328547888497e+18		['1593532854788849664', '1108431749820882947']	1.5959355181221806e+18	
1596344569574166529	@mountainwesttax I made a joke once about Montana and covid.  “There are X people who have gotten sick in Montana.  In other news, there are at least X people living in Montana.”	1297932425562030080	1.3357668246135153e+18		['1335766824613515266']	1.5962977169209795e+18	
1596344570237030401	"RT @hugh_mankind: Dr. Mike Yeadon: “I Didn’t Do My Homework” — “I’m Ashamed That I Was Pro-Vaccine” 

“I certainly, when I was in [the phar…"	1489768980780765188		1.596168161136898e+18	['256057148']		
1596344571566297088	"RT @Brian_Sauve: How to be a masculine spiritual leader in the home:

Discuss Proverbs at dinner.
Lead the family in Psalm-singing.
Bless y…"	73567871		1.5961652754176573e+18	['381072282']		
1596344571868643330	"RT @LauraMiers: People think, “It’s fine, I’ll just get on disability.” No, you won’t. 

“But she never took an official test, and she was…"	2743422253		1.5958573051529257e+18	['170280910']		
1596344573525217281	RT @DishonPlays: @GodzillaMendoza @HarleyPlays They also had no realistic way to even distribute the vaccine. The world was already too far…	3171453715		1.5941749047142031e+18	['257950871', '767942137417572352', '24560836']		
1596344574389063681	@NovaAdept @ColinFardey @BretWeinstein @ClydeRathbone @elonmusk No he just wants the rabble listening to his conspiracy theories rather than actual scientists and experts. This is someone who’s willing to advocate a totally fake drug during a pandemic just to get more clicks and increase book sales.	1317984259	1.3708922524621292e+18		['1370892252462129153', '920198373407449088', '78683448', '1189316166', '44196397']	1.5962583128359567e+18	
1596344575198728194	RT @CoolGuyOZ: America without guns:	4268670137		1.5961968980206756e+18	['187075540']		
1596344575563554818	RT @ezralevant: Flashback: Trudeau's lockdown.	1580601555484610561		1.5962270682449306e+18	['20878297']		
1596344576050368512	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	1317040137277235201		1.5961731857830707e+18	['101852818']		
1596344578025525249	RT @ElAmerican_: Dr. Joseph Ladapo to Tucker Carlson: If It Was Known that ‘this Vaccine Would Increase Cardiac Deaths in Young Men by 84%,…	1452095622144839680		1.5962501263554232e+18	['1316523898989617153']		
1596344578721841152	Let's get ready to party. https://t.co/DBIb8vywIi	1230522949096136705					1.5962467525624054e+18
1596344580655304704	RT @EwinHannan: Column by @fergusonjw: There’s a real sense the News­poll is reflecting the intentions of silent Andrews supporters, people…	1060852075175665664		1.5963421089020355e+18	['783879853', '301773681']		
1596344580705763328	RT @NiceToMeetYa4: @POTUS Under your administration, millions died from Covid and the vaccine, and because of your administration pushing t…	1518748452078948352		1.5963444854658048e+18	['1426952379014975494', '1349149096909668363']		
1596344582362759168	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	1594496554143842305		1.5960706938208297e+18	['15392486']		
1596344582547320835	"RT @LisaWoltmann: HOLY CRAP- after the release of Died Suddenly, the Health Organizations have been forced to respond. Their response? 

Th…"	703442202727297024		1.5962443952205332e+18	['1511106432527179779']		
1596344583243575298	@LayahHeilpern There is no vaccine	1186114015	455937214.0		['455937214']	1.5961360820680827e+18	
1596344583327186945	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1392870906935058436		1.5962960706858967e+18	['2163723997']		
1596344585118416896	RT @nntaleb: 2) FALLACIES integrates much of Principia Politica (a.k.a. Scala Politica), Some of the Essays on Religion (see Medium), a sim…	4638739103		1.5957669960329626e+18	['381289719']		
1596344586250915840	"RT @WallStreetSilv: Chinese citizens are revolting against the new COVID lockdown and clash with COVID police ...

🔊sound ...🔥🔥🔥 https://t.…"	552059150		1.5962834671969485e+18	['1366565625401909249']		
1596344586548703237	"RT @ShridasMeena8: #Guangzhou, #China, anti covid protesters clash with police
People are fighting against covid lockdowns and restrictions…"	1203135700914171906		1.596105538193924e+18	['1443613345739776010']		
1596344586841952257	"RT @Writagal: 3.) Realise you may have symptoms like fatigue for weeks to come.
Make plans to mitigate that as in:
Cancel plans, move meeti…"	1022600937276243968		1.5962138187108393e+18	['231364919']		
1596344586854862848	Globalist prunt. https://t.co/J6ZKhBA4UU	252896193					1.5962571726395802e+18
1596344588524191744	RT @michaelpbreton: I now understand that BILL 36 in BC Canada has passed. This will make COVID-19 Vaccinations MANDATORY permanently, for…	1586150830016806912		1.5961965709778248e+18	['2382229472']		
1596344588691640320	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	1490733034353553409		1.5959077993047654e+18	['1108431749820882947']		
1596344588846841856	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	938147096		1.596231410502738e+18	['1577761560394665984']		
1596344588939427844	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	2569950852		1.5959077993047654e+18	['1108431749820882947']		
1596344588985597954	RT @NeglectedNo: Seniors at high risk for #RSV, experts warn, as Health Canada reviews 60-plus vaccine, by @nicireland_news  https://t.co/X…	252794509		1.596344251079889e+18	['1288534843605778432', '85342868']		
1596344589681819648	RT @Dijosti: Zweli Mkhize was ANC Treasurer during the 9 wasted years when the country bled jobs through retrenchments and they blamed the…	2751733256		1.5960219986350858e+18	['2396130529']		
1596344590902198272	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	1325263200640671744		1.596224436213932e+18	['1480605339963863046']		
1596344590835265538	@ctrssierra it's really sad that people, instead of listening to others' experiences, demand that there is only one cause. I've seen long covid and vax injured ppl (and ppl with both) just get tossed like ping pongs in one sided rhetoric to bad ends. There can be multiple causes!!	3588531792	7.996605942783877e+17		['799660594278387714']	1.5962479845133804e+18	
1596344592462274560	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1508125176424132618		1.596242318792614e+18	['337808606']		
1596344594169745410	"RT @uytimes: (1): A large scale protest broke out in Urumqi against the strict lockdown following the death of 44 Uyghurs in a fire. 
Accor…"	18262698		1.5961921025550828e+18	['1277982133772906504']		
1596344594534305797	RT @Rajeshmadaan329: ◆ In Corona epidemic, ration kits, life-useful materials etc. were distributed among needy people by Shri Yoga Vedanta…	1285536832738992128		1.5963305517151068e+18	['823242548814692353']		
1596344594475626497	"RT @Writagal: 4.) #LongCovid - don’t confuse with post viral symptoms. These can occur for weeks/months afterwards &amp; clear.
Long Covid is s…"	1022600937276243968		1.596213823333372e+18	['231364919']		
1596344594236461056	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	1410388787612446721		1.5961710505467617e+18	['611986351']		
1596344594521653249	Wtf so it’s not@just me? Covid pt.2? What is going on? https://t.co/1bnUQZQbEC	1485940404					1.5960955237985362e+18
1596344595872419840	MSM sure did stop talking about covid data didn't they? It's almost like the exact moment the war in Ukraine started is when covid began its quiet exit from the narrative.	998732397184212992					
1596344596606308358	@myrabatchelder Forget it, all we can do is wear our mask as often as possible. Probably don’t help much but at least I let whoever still wearing a mask feel more comfortable	998208226712850432	87358629.0		['87358629']	1.5962908300623462e+18	
1596344597667807234	"RT @IamTheRealJoan: The ultimate Covid Thread.
We do not need to live in fear. We DO need to live wisely &amp; with care!
Please RT this. Good…"	928713397402730498		1.595995991765037e+18	['209768008']		
1596344597214801923	"♦️Health Care sector has always been a favorite hunting ground for Cyber Attackers specially after pandemic !

As per published reports from top cyber security vendor @CheckPointSW , 1 in 42 organization faced #ransomware attacks in Q3 of 2022. https://t.co/0hn2mcgz0k"	1260623724820090880			['35138066']		
1596344598670225408	RT @dontwantadothis: An expert just said on CBS Nightly News that they are seeing that people who have had covid are having more severe ill…	274369575		1.5959257452680438e+18	['1184221955769229312']		
1596344598712188928	@homeister Mate I’ll admit I really struggled on tour during the pandemic and can only imagine what it was like for Victorians. For tennis players, we spent 11 months out of the country away from family, confined strictly to our hotel room or tennis court, testing every three days.	221289012	41318433.0		['41318433']	1.596309484292305e+18	
1596344599353921537	"RT @morethanmySLE: If you are still wearing a mask to protect yourself &amp; others from Covid, please reply with 😷

😷😷😷😷😷😷😷😷"	341805227		1.5962829343525765e+18	['812361923304034304']		
1596344599257042944	in the tradition #精液 #绿帽狗 #换妻 #同性恋 #乱伦 #福利姬 #野战 #人兽 000 cases of bronchitis and pneumonia and other lower respiratory infections in children up to 18 months of age https://t.co/jpWgMAWa68	1511219920390225924					
1596344599420850176	RT @McDevonMD: Pro tip: 4 respiratory viruses and bacterial pneumonia with respiratory failure requiring intubation, along with bacteremia,…	784496896870014976		1.5959217965405553e+18	['1262105341900324864']		
1596344599773343744	@NickAdamsinUSA You trusted the fake electors....the attempts to overturn the election......the downplaying of COVID?	736967318417248256	91583544.0		['91583544']	1.596223981321093e+18	
1596344600838524929	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	1571645234991218688		1.5962571726395802e+18	['21947445']		
1596344600452792320	"RT @backtolife_2023: Chinese factory workers protest harsh COVID rules
Source: CBS Evening News (Youtube) https://t.co/aFasPgghQ9"	1523427384237735937		1.5960101738557686e+18	['1109532876310302721']		
1596344602017271808	"RT @annbauerwriter: Hey Siri -

How does public health completely destroy uptake of the annual flu shot?

Answer: https://t.co/ixw1y76WMK"	1492633478956912640		1.5962571415553475e+18	['274772424']		
1596344603439140864	RT @BlackTomThePyr8: @pmcdunnough @StaceyCeee And when constructing a vaccine against that virus, you most certainly don't base it on one o…	931139978368872451		1.5962930309147197e+18	['1591067530893852673', '1377884299106648085', '972747490561798145']		
1596344603955040257	RT @POTUS: This Thanksgiving, families gathered with the peace of mind that comes with knowing that – because of vaccines – they were prote…	1263829639786450945		1.5961869569787167e+18	['1349149096909668363']		
1596344605338963968	STOP THE COUNT I DONT WANT ANYONE TO BELIEVE IM DEADASS ABOUT THE VACCINES😭	4770460357	4770460357.0			1.5963277738234593e+18	
1596344605846503424	@Kyizen11 @j21484001 @TheLaurenChen What she's saying is there is a lot of debate around it like whether or not vaccines have long term effects and others like would certain meds work. Denying it's existence would be silly. The others are literally events like Tiananmen Square.	453294489	9.60321701627224e+17		['960321701627224064', '701140718333640706', '770619360062898176']	1.5961996927567258e+18	
1596344606840553472	RT @RealJamesWoods: “Multiple medical experts, including Fauci and Dr. Birx, have acknowledged that the coronavirus vaccines do not necessa…	1446411870		1.5956710602627072e+18	['78523300']		
1596344607146938369	RT @hopefullizzy: “1 in 22 will have a major cardiac event within 12months of catching covid. 1 in 5 will develop #longcovid following thei…	17483196		1.5959449750149775e+18	['1337398388']		
1596344608354697216	RT @silentn63052838: YEA,NEVER MIND ALL THE DEAD PEOPLE THAT TOOK IT ASS WIPE...	798222589806211072		1.5963264231190282e+18	['1269335537887805440']		
1596344609252462593	@MeetJess @oxbits Well in my case it would be short but girthy covid	1354999154779410434	312412918.0		['312412918', '156951199']	1.5963232734402068e+18	
1596344610154221568	Try this + solution maybe https://t.co/4Cj8apz3vo https://t.co/8NiRCi3vj0	377729297					1.5962188926572667e+18
1596344610393292802	fr i got so sick and my tests kept showing up negative i was wishing it was covid 😭 https://t.co/3UFo2EGzFj	770865800475357184					1.5960955237985362e+18
1596344610749415424	RT @DrEricDing: My parents just tested positive for COVID. On Thanksgiving Day. They are sick with fever, cough, sore throat, headaches.😢…	1108024393941184514		1.5958254255568445e+18	['18831926']		
1596344610955354113	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	825709775958765569		1.5960706938208297e+18	['15392486']		
1596344612041416705	No. I believe covid was a way to bring down the world to make way for an NWO. https://t.co/JIrD6szmky	1587113628737626113					1.59624897405875e+18
1596344612557578243	RT @freedman_lee: @TheMilkBarTV @tigertuffmark Irrespective of his massive hubris, his dishonesty and his total fail on Victoria’s economy,…	1369209214132875269		1.594860773230379e+18	['1029610620', '1518847713689088000', '1034250501540339712']		
1596344612595302400	"RT @hugh_mankind: Dr. Mike Yeadon: “I Didn’t Do My Homework” — “I’m Ashamed That I Was Pro-Vaccine” 

“I certainly, when I was in [the phar…"	1360969053628678150		1.596168161136898e+18	['256057148']		
1596344612947636226	RT @laralogan: So now we are already ruled by an unelected one world government.	1518794507059408904		1.5962071211037164e+18	['1098091506886471680']		
1596344613865811968	@LayahHeilpern Ive done research on vaccines prior to this one.	1552280784710406146	455937214.0		['455937214']	1.5961360820680827e+18	
1596344614750806016	"RT @Writagal: 6.) Reinfection. Avoid it. 
If you had it once &amp; it was vaguely like a cold, congratulations.
It does not mean you have avoid…"	1022600937276243968		1.5962138313525248e+18	['231364919']		
