tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	retweeted	quoted
1596364738124210177	@iDGiam @richo_1973 4 years at the end or beginning ? Happy since covid ? Just interested as tried a live in relationship a year ago with long term love and I lasted a few weeks !	22344911	2150740658.0	1.596288435480068e+18	['2150740658', '21449987']		
1596364738426195968	RT @Byron_Wan: Nov 25 evening: residents of Oak Bay (橡树湾) in Beijing’s Haidian District pushed back against being transported to a quaranti…	1474397004545785860			['2888593734']	1.5963179823884575e+18	
1596364738514100224	@KnicksMSGN RJ is a # 3 pic lottery bust . No NBA team would have rushed to pay him $120 M without seeing what he did this season . No smart NBA team would have paid Randle after putrid Hawks playoffs and pandemic outlier. Who did? Leon Rose. Rose must go	1472640901	1.1634886809060393e+18	1.5963368597888983e+18	['1163488680906039299']		
1596364738635902976	@MattiMoilanen12 @ZzyzxCA @AcctSuspnded @activeasian Republicans were the ones who started blaming Asians for COVID and for stealing manufacturing jobs. 🙄	1557597974162575362	1.5583086009880453e+18	1.5961751143114342e+18	['1558308600988045312', '1523437520', '1549682387264864256', '1365393266523267073']		
1596364739193577472	"RT @yaneerbaryam: ""Those T Cells also helped carry the virus to other parts of the body, acting like a subway for Covid.

Key takeaway: Cov…"	19590930			['252608121']	1.5957584264743895e+18	
1596364739818708993	RT @TheRealKeean: Canada's most recent COVID update shows that 80% of Canadians have yet to receive a COVID vaccine in the last six months.…	714460503289028608			['961134787']	1.596286679387865e+18	
1596364740032614400	“You got Covid?” 😂😂 https://t.co/SLGLcssqv2	1345969110					1.596213913653158e+18
1596364740464640000	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	1543502512996716545			['19638752']	1.596239466779226e+18	
1596364742586777600	RT @_Janey_J: “We have pulled vaccines in the past for much less, we have got the highest level quality of data, saying this is 1 in 800 at…	123496358			['1538833303863713796']	1.5955361888065004e+18	
1596364742620160000	"RT @uytimes: (1): A large scale protest broke out in Urumqi against the strict lockdown following the death of 44 Uyghurs in a fire. 
Accor…"	1313732418705133568			['1277982133772906504']	1.5961921025550828e+18	
1596364742779498497	RT @cliverichweeks: Michael Pascoe: From COVID to carbon, the world has simply given up | The New Daily https://t.co/f66lXFuKdE	1439740506			['19809101']	1.5962984376619745e+18	
1596364742985416704	RT @EricMMatheny: You were told if you got these vaccines you weren’t going to get covid. That the virus stops with the vaccinated. If you…	2861774172			['2730264319']	1.5961510243180257e+18	
1596364743245463552	@POTUS My whole family if protected from the covid's. Thank God no if us got the jab.	2576832781	1.3491490969096684e+18	1.5961869569787167e+18	['1349149096909668363']		
1596364743521935360	RT @ShanghaiEye: The Chinese mainland on Friday reported 3,405 locally transmitted confirmed #COVID19 cases, the National Health Commission…	1359397533903069184			['3910925474']	1.596359026224558e+18	
1596364743744270336	RT @Virgini98900230: Uber doesn't require passengers to mask. My driver said most passengers don't, but they want windows up. Flu season, n…	28913714			['2189257184']	1.5963592763598438e+18	
1596364745803563008	White Hse shuts down reporter's Fauci question on COVID  https://t.co/vDftbeakM9 USA, FRANCE &amp; GERMANY GOT WHAT BIDEN PROG GOING TO DO 2 THEM &amp; THEY NOT FORKEN HAPPY. MORE SHEET R SENILE, DUMB PRES CAUSING BUT AGAIN U WILL NOT HEAR THAT FROM CBS, NBC,ABC, DIZZY, NYT, WA PO. HA HA	1303025076325855233					
1596364746835759104	"RT @roller2426: What a moron

@sallycapp is disconnected from reality in her warped woke view of the world.

https://t.co/xvLJppNNN3"	929723949289635840			['1547146050859053056', '968450100539244546']	1.596361290246951e+18	
1596364746973794304	RT @serpentza: Content warning, this fire that killed residents who were trapped and locked in their homes due to Zero Covid has sparked up…	1588330739937861633			['223459075']	1.596252326192218e+18	
1596364747251019782	"RT @Yash25571056: ""The incidence of ischemic stroke was correlated with an increase in COVID-19 infections in children.. the stroke could b…"	79032908			['1106609504693567488']	1.596009617590403e+18	
1596364747208736768	RT @thattttguy: @Federic10708864 @splshdown @esoryelsnya @davidmweissman America is the largest economy and the world reserve currency. We…	525979046			['1517533946971664384', '1586575448494014465', '1518952871118704642', '1462225827333083138', '880018682']	1.59628842113971e+18	
1596364748773523456	"RT @TheInsiderPaper: Vaccinated people now make majority of Covid deaths – WaPo analysis
https://t.co/wdN29A5qVp"	399756337			['1247223374717296647']	1.5960208647845192e+18	
1596364748886622209	RT @TheRickyDavila: What I find fascinating about Hunter Biden is that slumlord Jared Kushner was paid $2B for selling them intel whilst al…	1345581920286072834			['341190477']	1.596239080152408e+18	
1596364749536534528	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	957521469742841856			['2163723997']	1.5962960706858967e+18	
1596364750375776257	"RT @GHDORAN: @farzinkadkhodae Both 23-year-olds have been transferred to quarantine in Zahedan prison for execution.
At least 128 Baluch ex…"	1431625703850758149			['1582814382140100638', '917338338339803136']	1.5962410618230129e+18	
1596364752418398208	"RT @yaneerbaryam: Important!

Share this article with everyone. It is outstanding

I will post excerpts

1/
You May Be Early, but You're No…"	18431625			['252608121']	1.5957516393144812e+18	
1596364753043329024	@AndyBxxx since covid symptoms are worse than cold/flu, which in turn affects productivity when a majority is sick with covid	557986470	557986470.0	1.5963643917753754e+18	['23499976']		
1596364753529552897	RT @TGTM_Official: Xinjiang Urumqi residential building fire, the last words of the victims on the 16th floor before they were burned to de…	1595630098459156483			['1500639956737597442']	1.596161933937234e+18	
1596364754725085189	RT @LauraMiers: Everyone thinks the pandemic is over, because there is no media coverage, data, or government announcements. Local media ar…	49789113			['170280910']	1.572239100715094e+18	
1596364755425726464	"@NextStepSide @semubhatt Ramdev is all Cock and Bull 
- years ago he said there is so much black money in Swiss bank 7 generations will not have to pay tax 
- next he made COVID Vaccine which went Kaput 
- his Dental toothpaste even BJP leaders tell is a Farce 
- now he talks about nudity of women"	131233772	17716334.0	1.596360972918149e+18	['17716334', '57277602']		
1596364755572494336	@LayahHeilpern I never recovered from covid. Almost two years and still pretty fd up. I never took it because i saw people sick like me from already having covid get even worse by the vax and even came across alot of vaxed injured people in alot of fb groups trying to find help.	1392609655617204232	455937214.0	1.5961360820680827e+18	['455937214']		
1596364756994383872	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	31694850			['2163723997']	1.5962960706858967e+18	
1596364757929717762	RT @nivashinyyyy: @anwaribrahim Datuk please wear a mask when you’re meeting people, we really cannot afford to lose you 😭😩🙏🏽	289695623			['809987198426591232', '1839871']	1.596049489898672e+18	
1596364758382391296	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1250521514686001156			['337808606']	1.596242318792614e+18	
1596364759045402625	RT @Eric_Schmitt: Another tidbit from Fauci depo: In Feb ‘20 he emailed a friend advising her masks were ineffective. Confirmed again on Ma…	26290140			['101852818']	1.5961731857830707e+18	
1596364760362225665	@bumble9991 @ontarioisproud Life saving info…. Wear a mask that doesn’t work and hinders the learning of young children. News flash, kids get sick and they get over it, increasing their immune system. These branch covidians have an issue with common sense.	29225032	1.4312662641277706e+18	1.5951366286618173e+18	['1431266264127770637', '833666870020562944']		
1596364761964609537	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	1597367042			['1108431749820882947']	1.5959077993047654e+18	
1596364762908356608	RT @jenniferzeng97: More and more people are taking to the streets to protest against the #CCP’s ruthless #covid lockdowns. And many people…	89629533			['2313027666']	1.5962536761794478e+18	
1596364762887385090	"RT @yaneerbaryam: ""Covid can damage your T Cells and trigger autoimmune disorders. Writing for The Tyee, Andrew Nikiforuk sums it up this w…"	14270447			['252608121']	1.5957590293636465e+18	
1596364762866221057	"@Mrtn1T @DiamondandSilk I suggest you read up on the documentary. Embalmers are NOT doctors and cannot tell you if those clots are caused pre or post death. Only medical examiners can tell you that. Here is a good article explaining what you should question about the documentary.
https://t.co/OKdROWBZnf"	59997336	2211194155.0	1.5963630366460682e+18	['2211194155', '2908170952']		
1596364763952742400	RT @PeteUK7: I was involved in a conversation today with a UK pediatrician &amp; I think it needs a wider audience. I've re-threaded it in orde…	1240469648996433923			['1235377601331507200']	1.5963365711624602e+18	
1596364764262944769	RT @sexytori17: We're nearly 3 years into this pandemic, supposedly 70% of the population is jabbed , most everyone has caught covid regard…	2796385656			['1257572576869576704']	1.596038246554751e+18	
1596364765722738690	"@Chesschick01 When Bill Gates talked about ""doing a good job with vaccines and reproductive health."" 
When Klaus Schwab and the WEF put out a video almost immediately pushing ""ze great reset"" due to never being able to return to the way things were before ""ze global pandemic"""	1585975033415041025	36134346.0	1.596216988145025e+18	['36134346']		
1596364766481731584	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	1519394011018141696			['15392486']	1.5960706938208297e+18	
1596364767199105024	RT @JonathanTurley: ...These companies were fine with Twitter censoring free speech and blocking stories like the Hunter Biden laptop scand…	43740318			['94784682']	1.5962733268756316e+18	
1596364767358509057	RT @drsimonegold: In the last press briefing of his federal career, Dr. Anthony Fauci attacked those who refused the COVID-19 injections, c…	1183088003628974080			['806344552718045184']	1.5962870273011876e+18	
1596364768188604417	@LayahHeilpern No vaccine is ever good, go back and find out the origin of vaccines!	1590341019228377089	455937214.0	1.5961360820680827e+18	['455937214']		
1596364768172208129	@MikhailaFuller The WHO is such a joke, so beholden to China... hence why we never got any answers of the source of Covid.	1437255621640921098	874904274.0	1.596163788939608e+18	['874904274']		
1596364769573081089	RT @LetsGoBrando45: This is your brain 🧠…. This is your brain on the vaccine. https://t.co/LiyhLRlYgb	1547222298			['1518644583109910528']	1.5963555287409623e+18	
1596364770713939968	RT @nfsc110: The CCP uses entrapment diplomacy against the US and exploits the pendulum effect of US politics. Xi Jinping is aiming at Saud…	1595261859359166465			['1574855912057339904']	1.596280410467713e+18	
1596364771493908483	"RT @MattH_4America: Remember, they said the covid lockdowns were ""good for the climate"""	1500113332514271232			['1430211561491206147']	1.596330196344656e+18	
1596364771917713408	RT @Janebon34813396: Vaccines delivered by chemtrails in Australia 😳🤢 https://t.co/iyRv2BqFGr	46448402			['1445114742943764486']	1.5960233713718764e+18	
1596364774115540993	@UmulisaAnisha @POTUS No vaccine. Got Covid. Recovered and now natural immunity. Better than the jab!	3019160894	2599399470.0	1.5961882183613522e+18	['2599399470', '1349149096909668363']		
1596364774425923589	"@TerwilligerPet1 @RachelNotley I have had a ""Covid Virus ""every year for 65 years, never take any vaccinations and I'm still alive and kicking 😅."	1489330035873882113	1.3980236700780585e+18	1.5963342406309847e+18	['1398023670078058502', '42836999']		
1596364774631247872	@LayahHeilpern Im vaccinated and I get my dick sucked because women know I won’t give them covid	832611132074577920	455937214.0	1.5961523344047063e+18	['455937214']		
1596364774924615680	RT @bbcquestiontime: “People’s grandmothers, grandfathers, aunties, uncles that were forced back into care homes. All these deaths that we…	1443119877607366656			['20699709']	1.5959236810745078e+18	
1596364775838973953	@TicTocTick Pandemic of the unvaccinated	1268985581725528072	345525945.0	1.596289687181996e+18	['345525945']		
1596364778200764416	@PierreKory @BlancheKindrat This is so heartbreaking.. I talked to a woman who got a Johnson &amp; Johnson vaccine &amp; she got it about 3 months after having covid-19 herself. She told me she felt horrible and worse after the vaccine than she did with covid. I had two Pfizer vaccines in 2021 &amp; 1 booster. I'm done	1461205159355244549	2163723997.0	1.5962960706858967e+18	['2163723997', '1586711246']		
1596364778381152256	RT @LauraMiers: My heart goes out to everyone who will acquire cases of Not-Covid this holiday season—complete with negative Covid tests—on…	941469875305885696			['170280910']	1.5958565929054208e+18	
1596364778452430848	RT @ClimateRealists: A year ago today.. and this situation is still relevant.. and the media still remain silent .. what has happened to ou…	940677728			['26036200']	1.5961378706406277e+18	
1596364780012736512	RT @MarshaBlackburn: Communist China's failed zero-COVID policy has resulted in record infections, destroyed livelihoods, and created a men…	1587454513296048128			['278145569']	1.5962906386049475e+18	
1596364780188872704	RT @thevivafrei: Go to hell, Pete.	1583659521154895873			['96906231']	1.5962907409041572e+18	
1596364780352192513	RT @RachelSmethers: Our team @GoodLawProject battled for months to learn the identities of the lucky beneficiaries of the VIP sweepstake.…	829771362524917762			['3077557533', '818455148271964160']	1.5959244307352453e+18	
