tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596479825861959680	"@BinitaKane @Dr2NisreenAlwan @SGriffin_Lab @ProfJohnDrury The argument given by some in the medical profession is to solely target source control #AirPollution and Asthma for instance
Even when not talking about covid

What is this rationale here?
To not prescribe
#AirFiltration as a medical treatment?

https://t.co/1xEk1Ozrte"	3045079437	3045079437.0	1.59617388721331e+18	1.5964791218985738e+18	['867211584', '149522272', '984172899308392448', '374636494']	
1596479826428559361	"RT @LouisHenwood: Michael Gove is neck deep in this scandal, I hope this is the end of his inglorious career

I bet this Michelle Mone PPE…"	496938707				['1010583751460622337']	1.5962914170765353e+18
1596479827321970688	"The idea that a govt is responsible to the people only at election time is ridiculously institutional and elitist.
Trudeau’s vaccine policy divided the country and his failure to meet with the protestors was an abdication of leadership and the public trust. 
The EA was not needed https://t.co/7oaAt0iwrn"	1544107707946369027		1.5962939002638828e+18			
1596479828462817281	My family has been through a lot…this sister survived but my other sister passed away recently after taking the covid vaccine 😢 https://t.co/7Nuoy3veQ7	837211706350833665					
1596479829263540224	"RT @AparnaS32575139: Please listen to the voice of aggrieved Aspirants 🙏🏻
Mahasatyagraha 4 Covid Relief 

#UPSCExtraAttempt2023
#ExtraAttem…"	1488771094857551873				['1315612807585427456']	1.5964384026434314e+18
1596479828047581184	People tweeting #IStandWithTrudeau  are supporting genocide. #CrimesAgainstHumanity #genocide These are not vaccines, these are harming and causing fatality to people on large scale across the world. https://t.co/aIO4Ici8HF https://t.co/Yc4WiLSIkM	1048593894559178754		1.5962926545176863e+18			
1596479829729083392	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	3310454565				['914588454']	1.5962501084331459e+18
1596479829729497089	RT @DrRHoneyman: My young child got everybody in class to wear a mask after making a simple poster explaining the benefits to us all, after…	4813903696				['1296524477770207232']	1.595937666134311e+18
1596479830828404736	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	947260684471095307				['1374317368361447434']	1.5960601631230648e+18
1596479831323074564	RT @songpinganq: People in many parts of Beijing taking to the streets and tearing down the lockdown barricades &amp; saying ''NO'' to Xi Jinpi…	1488250273734795268				['1374317368361447434']	1.596429844518441e+18
1596479831616589826	RT @terrychristian: US Wall street financial experts pointing out brexit as the reason for the weak pound , not Covid or Ukraine https://t.…	880370622160875520				['18063173']	1.596475356696961e+18
1596479831667245056	"@emilyabell @DontVoteSplit @YoniFreedhoff @lisa_iannattone Everyone at the veterinarian practice I take my parrots to wears N95 masks. They do infection control better than the local hospitals.

A friend couldn't get into vet school so he became a brain surgeon. Still makes me wonder."	41167414	54530915.0		1.5963461283832177e+18	['54530915', '1293273187443265542', '17385685', '1010321477772697601']	
1596479832497745920	RT @DonWurkin: Government Awards £122 Million PPE Contract to One-Month-Old Firm https://t.co/EgO7weazSr	20754491				['2305663328']	1.5963107390730895e+18
1596479833839632387	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	422184687				['1024352074048434177']	1.5964475468301066e+18
1596479834469076999	"RT @Arwenstar: “As a film maker, do you support mandatory vaccines on film sets?”

“I support mandatory vaccines. Period.”

Never forget th…"	950327795225423873				['21947445']	1.5962571726395802e+18
1596479834762674176	"RT @TrueColoursOnly: 15/25
#CBI give us the details about who developed it with proof. 

#SushantSinghRajput developed &amp; engineered the pat…"	1534323760567726080				['1300570380407418880']	1.5963639143586898e+18
1596479836733571072	RT @holyliberation1: The dirty sneaky general Eric Bucquet is a criminal who administrate torture,murder, human trafficking,brain-washing,…	1581921517050503168				['1551124902131879937']	1.5962788367270912e+18
