tweet_id	text	author_id	in_reply_to_user_id	replied_to	retweeted	mentions	quoted
1596317600765485056	Muhammed Emin disputes that account, citing social media posts saying that many apartment residents were locked in their homes due to COVID-19 controls.	1312899996673433600	1.3128999966734336e+18	1.5963175989619343e+18			
1596317602359705600	RT @respect65: Be it covid, be it climate-change, be it Ukraine, don't get your information from mainstream media. Their aim is to manipula…	267003846			1.5960810473637806e+18	['221710101']	
1596317604091727872	RT @jordanbpeterson: More unintended consequences of the totalitarian lockdown.	867198744277733376			1.5963175242449592e+18	['95092020']	
1596317604444241921	RT @riseupandresist: Saalfield Germany 🇩🇪 Anti Covid BS, Anti Agenda 2030, Anti Govt Lies... The Germans try to disrupt the Freeways...𝘿𝙤 𝙒…	1325576193471639553			1.5962287163963105e+18	['1412196388796960776']	
1596317605358604290	"RT @RepMTG: Covid-19 is becoming the pandemic of the vaccinated.

We must investigate the thousands of VAERS reports of vaccine injuries an…"	1514725941276299268			1.595541557305811e+18	['1344356576786866176']	
1596317605656002561	@toadmeister Forget Covid and just think about what you're saying. Anyone who sings expels a lot of breath. So someone singing who has a cold or cough or other respiratory infection - even Covid - is likely to infect others nearby. It's really not rocket science.	2342177234	18809812.0	1.594035340741935e+18		['18809812']	
1596317606252007425	"@santiagomayer_ Aww. Position papers, right?

1. Police violence
2. White women verbally assaulting blacks neighbors
3. Unfair Drug prices 
4. Lack of masks in some hospital settings
5. Long COVID

Bye for now 😉"	1500217300200402954	4327127414.0	1.5962915023467315e+18		['4327127414']	
1596317607426412544	"RT @FaithNOTFear76: Difference in opinion does not equal misinformation. 

Guns do not kill people. People kill people. 

Vaccine = immunit…"	1299934482628214784			1.5963078441475564e+18	['1518702311757041666']	
1596317607610953733	@GovWhitmer You caused how many businesses to close their doors forever with your covid lie lockdowns??? How many??? You have hurt us and our state.	1588572141536018434	102071743.0	1.5963157553727693e+18		['102071743']	
1596317607925518336	@LayahHeilpern Didn’t need it. I hadn’t had a cold for 2 years prior to Covid. Before 2018, I hadn’t had a cold for 3 years. I have a fantastic immune system. I workout and eat healthy. Not the type to get sick often, if ever	1585330271733399576	455937214.0	1.5961360820680827e+18		['455937214']	
