tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	quoted	replied_to
1596303693800181760	"RT @Retiremyass: These are NOT ""Quarantine"" Camps.  They are holding facilities for the general population to prevent revolution.  Never do…"	1479868190347960323		1.5962838132605583e+18	['2990851689']		
1596303694412517377	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	969218211215425537		1.5961385313022935e+18	['823384899449212933']		
1596303694773252098	"RT @MQm6r: Urgent for everyone who respects 
his mind as a human being.
 Imam Mahdi Nasser Mohammed AlYamani
16-11-2022 AD
#لكل_من_يحترم_عق…"	4036013841		1.5937787037835837e+18	['1489719741711372293']		
1596303695163293697	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	975779550603960321		1.596242318792614e+18	['337808606']		
1596303696836841473	It was tough but we did it because it was the only way. https://t.co/tKjDoeTjXS	85944912				1.5960742540044698e+18	
1596303697176563712	@NEWSMAX And none of these shots, (not vaccine) work. Just making rich people, ultra-rich. Like dr. Falsey. Don't be a sheep. Take care of yourself, eat right, take supplements, and get some sleep. Thats all u need.	715692044224765952	20545835.0		['20545835']		1.59615661551403e+18
1596303699315507202	RT @hopefullizzy: “1 in 22 will have a major cardiac event within 12months of catching covid. 1 in 5 will develop #longcovid following thei…	2291490692		1.5959449750149775e+18	['1337398388']		
1596303699453911040	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1344367794880655361		1.596242318792614e+18	['337808606']		
1596303699969986560	RT @nathaliejacoby1: If you would choose to wear a mask if you were traveling by plane AND you believe masks work to protect you and those…	30724469		1.5962585179750236e+18	['1280478731874848769']		
1596303699886084096	RT @HC_Richardson: Thread.	390852827		1.5962269457793188e+18	['1323214644']		
1596303700355874816	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	832317157971283968		1.5962629977896387e+18	['2730264319']		
1596303701295386624	"RT @abhinandita_m: AAP candidate from Naranpura Shri Pankaj bhai Patel is reaching every home. We are small but working hard. 

This is how…"	1299375338254823426		1.5961445570617713e+18	['2205364669']		
1596303701378899968	"RT @biancoresearch: Has Tim Cook commented on this?

Because this is devastating as it makes Apple complicit in a massive human rights abus…"	19178148		1.596155610646532e+18	['188369814']		
1596303701601570818	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	108035612		1.596231410502738e+18	['1577761560394665984']		
1596303701932736515	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	258753379		1.5959211358325391e+18	['1358074263052439554']		
1596303703170232320	"RT @MyBoxerLuvMac1: 💔Snoopy💔
#NYCACC #157851 9m
▪️To Be Killed: 11/29💉
▪️Pneumonia
▪️Can be killed anytime if condition worsens!
Amazing pu…"	1046096201525878784		1.5962322229522924e+18	['1214648962491269125']		
1596303703191228416	@grenier8_ruth @The_FJC @Tony42600263 I got bacterial pneumonia from wearing one for a short time.  My blood oxygen level goes from 99 to 92 when i wear it.	1584753388863881217	1.5292421933613466e+18		['1529242193361346562', '2972870754', '1521651199564410880']		1.5962124186647675e+18
1596303703489024003	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1594787921483255810		1.5962960706858967e+18	['2163723997']		
1596303703430299648	RT @songpinganq: BREAKING: Police in China's Urumqi city firing live rounds at the COVID protesters now! https://t.co/gwb8eyOAc5	963288350009503749		1.5962573958143222e+18	['1374317368361447434']		
1596303704520822785	RT @CrowMagnumMan3: @Eric_Schmitt Masks didn’t ruin lives, Sparky. COVID deaths and long COVID ruined lives.	427867824		1.596180077103833e+18	['4293654257', '101852818']		
1596303704696803329	RT @mattgurney: The pandemic was no exception to this. This PM and his party absolutely weaponized parts of our pandemic response for parti…	819908524138496000		1.5962252328592384e+18	['191324405']		
1596303704696979456	RT @DailyCaller: Tucker is spot on, as always https://t.co/a66xhfcB2g	745289439501418496		1.5960107970538824e+18	['39308549']		
1596303706416349186	"RT @AngelaRayner: The Tories have written off £10bn of your money on unusable PPE.

The storage of inadequate items is still costing you £7…"	1596303516825427969		1.5960599267530834e+18	['222748037']		
1596303707049971712	RT @govt_corrupt: #BREAKING: Justin Trudeau lies under oath by saying he never attacked unvaccinated Canadians over Covid mandates or took…	953661775152545792		1.596224436213932e+18	['1480605339963863046']		
1596303707444240385	"RT @dontwantadothis: @coniinthegarden Dr. Aileen Marty, infectious disease expert
Florida International University 
1:27 in to the video
Re…"	1480587163355934726		1.596219070063706e+18	['1184221955769229312', '2154110792']		
1596303708383744000	"RT @DavidKotiw: Ever heard of Phoebe Adele Gates? 

Daughter of Bill Gates

Age 20 she has never been vaccinated. This includes childhood v…"	1577370255915208704		1.595653801620476e+18	['2564375270']		
1596303708370833408	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	1213254905349038080		1.5962629977896387e+18	['2730264319']		
1596303708861915137	So many people purely want to vote Dan out based on actions taken during a pandemic. Take a look at the policies and plans for the future from both parties. That what counts over the next four years. #maketherightdecisionforthefuture #thefuture	1406502051421458433					
1596303709176467456	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	240878552		1.596231410502738e+18	['1577761560394665984']		
1596303709264547841	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	1518669725710094336		1.5962960706858967e+18	['2163723997']		
1596303709725757440	RT @MarshaBlackburn: Communist China's failed zero-COVID policy has resulted in record infections, destroyed livelihoods, and created a men…	2296489322		1.5962906386049475e+18	['278145569']		
1596303709881135104	RT @MarshaBlackburn: Communist China's failed zero-COVID policy has resulted in record infections, destroyed livelihoods, and created a men…	3427125269		1.5962906386049475e+18	['278145569']		
1596303710258614272	"@josephkrengel @davenewworld_2 I said if everyone was regularly exercising it would probably save more lives than the covid vaccine.

I'll add smoking and diet to the list"	782786255733919744	55251591.0		['55251591', '886398296146706432']		1.5963020053495153e+18
1596303709356830720	"🇺🇸 🌎
All people in world 💉 🍔
watch on this 📸 photo ⚠
Beginning of 2023 they want to
Cov19 vaccinate 🐮 billions of pets
worldwide with mRNA vaccines
STOP THIS NOW ⚠!!!!!!!!!!!!!!!!! ⚠ https://t.co/FHnUzheaTk"	1538976071303020546					
1596303711114264576	My Facebook memory for today, which has been followed by 3 years of covid masks. Never a dull moment!  #schoolleadership https://t.co/uAqxkPC5NE	19703420					
1596303711793709056	RT @tickerguy: If 94% have been infected and 97% either have antibodies from infection OR jabs, however then the jabs are worthless and if…	1134330649		1.5962871513897042e+18	['16456226']		
