tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596374685134237696	"RT @SarkySage2: Here’s what puzzles me about cookers:

They think covid is a hoax/just a cold/harmless but at the same time say Dan Killed…"	1333030248661741568		1.5931068908627804e+18	['1472354326085451779']	
1596374686711021568	RT @BtSquared2: “You got covid?” 💀😭😭	111080166		1.5963734869933466e+18	['109731224']	
1596374686824562688	@Tinker07235497 @stevehunner @ElizabethArno20 @ItsSamG All the measures for taken for Covid were laying the groundwork for the utopian future that the WEF, the UN and the WHO have planned. With your support of the govt actions, by the time that most people realize the reality, it will be too late. Lots of fools.	316257423	1.3474360711439483e+18		['1347436071143948291', '580988254', '896534593', '166415961']	1.5963621745446461e+18
1596374687457632258	RT @BSBonner: “You can shoot me if you want”: the 68-year-old head doctor at a hospital in Kherson, Ukraine, refused to bow down to the Rus…	2999330332		1.596270538024194e+18	['49267935']	
1596374688389025793	RT @AtlRey: During the pandemic, they censored doctors and medical researchers who shared the truth about COVID-19 and lockdowns. They also…	758496146436202502		1.5963386237625672e+18	['1242110566841417731']	
1596374688308944896	"@FrogNews May be the covid cant be stoped finally.
But if China follow the US way,the death today will be more than 400000,not 5000. https://t.co/nNayjd4ok6"	813789198637416449	7.27465726810968e+17		['727465726810968064']	1.5960954770234737e+18
1596374689328558081	"RT @MeetJess: We have to realize that 2019 life isn’t coming back. COVID will be with us for many years. 
« Living with it » for me means f…"	1262850204258177025		1.5962674021359985e+18	['312412918']	
1596374689525469185	"RT @danaparish: My friend’s mom —74 years old— has Covid &amp; MDs will not Rx Paxlovid for her because “it’s not that severe (yet).” 

I hones…"	3437543555		1.5963733192294564e+18	['89243448']	
1596374689626013697	Aishwarya Rai Bachchan Admitted to Hospital with COVID-19 https://t.co/mMac4cdWN0	1111730464010715138				
1596374690829725697	RT @FeggoulisGeorge: Absolutely right.	1551015498636070912		1.5962656325549793e+18	['2359674654']	
1596374691672838144	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	723734699248472065		1.596149201657688e+18	['3407247983']	
1596374693321269248	"RT @JamesBradleyCA: As of August, almost 60% of Covid deaths were vaccinated people PER CDC.

Can we please stop it with the constant tv ad…"	1519277617643462657		1.5961196852122993e+18	['1112724144427139072']	
1596374694101659649	The NZ govt held companies,businesses &amp; their own citizens to ransom after already months of lockdowns and tight restrictions by bribing them through giving back their freedom &amp; get back to normal life but only if you get double jabbed,wear a mask and use their vaccine passport🤔	1491854727709036544	1.4918547277090365e+18			1.596372667795665e+18
1596374694248480768	RT @Yash25571056: Nuclear war is like a mass heart attack, COVID is like a mass heart whiplash.	1248631198584205312		1.5962872537852355e+18	['1106609504693567488']	
1596374694822907904	RT @takenbyrealmen: Ever since the pandemic began, Austin was a WFH intern for the CEO. The man was in and out, in and out of zoom meeting…	1556788736524001281		1.4033908821668905e+18	['4550641093']	
1596374695003451392	RT @DrVicFielding: Whenever you hear a cooker screaming about ‘freedom’ and complaining about covid health regulations, remember their chie…	1148344380794667008		1.5963545331434824e+18	['139328853']	
1596374696207224832	@priyyanka_ Last week yup, tested negative for covid 2 times. Sore throat, body aches, felt like death only to found out it was the flu. 🤧	948941720	1.1512787126855721e+18		['1151278712685572096']	1.5960955237985362e+18
1596374696823787521	RT @BNOFeed: Beijing reports 2,595 new coronavirus cases, by far the biggest one-day increase on record	2557859383		1.5963321154652365e+18	['2985479932']	
1596374698677264384	@Varjkermannihe1 @JustMower @SavageContinent @guitartalk73 @Amigo2Todos @elonmusk Apparently you missed one of Fauci’s press conferences when he said that the vax would protect you from Covid!	1511379161851605000	1.5470701830507233e+18		['1547070183050723328', '1117969085978107906', '1423648806839652355', '1580195471812960257', '1440321825032982532', '44196397']	1.5962023305293537e+18
1596374699600220162	RT @BobWilk73230025: If you need a jab to be protected against the virus, and a jab to boost it, and another three jabs to boost those, but…	1586381977162334210		1.5963707276949176e+18	['1528966033284993026']	
1596374700258906112	RT @akheriaty: Chinese are rising up against the biomedical security state.	1594361501263056898		1.596327119885566e+18	['54322957']	
1596374700476841984	"RT @greatermcr: 📢📢 Launched today… our consultation into early years! 

We want to listen to parents and carers of those with children unde…"	1596374523510759424		1.5809772334092124e+18	['3312961373']	
1596374701030666243	@priyyanka_ Nah i got covid	1585805107240718337	1.1512787126855721e+18		['1151278712685572096']	1.5960955237985362e+18
1596374701974380546	RT @TheSyndemic: New York City EMS worker speaks to Global Workers’ Inquest into the #SARSCoV2 / #COVID19 Pandemic: https://t.co/incA5ktLrl	106422818		1.5963743798556385e+18	['1585701279598157824']	
