tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596493899635245056	RT @rising_serpent: Fauci's friend convinces him that CCP, the people responsible for the pandemic, are trustworthy and we should do as the…	1587878234787647488		1.5964071864058716e+18	['879548970082721792']	
1596493899773927425	Istg everyone who's dodged this shit most the pandemic is getting it now	1493416397334011904				
1596493900113678336	RT @Doctor_I_am_The: Growing research about how Covid vaccines affect menstruation points to a big oversight in trials https://t.co/L5SJ29T…	1521303773641068544		1.596151674779095e+18	['1178805312679071745']	
1596493900444680192	RT @realzaidzayn: 🇨🇳 : #China reports 35,183 new Covid-19 infections, setting a new high for the third consecutive day https://t.co/apdnD2G…	1274516397117202433		1.5963756351483126e+18	['1497630205623472135']	
1596493901271281666	"RT @dave43law: @BelindadeLucy Brexit was
- about removing protections for workers
- about removing health and safety
- removal of basic hum…"	1130375122185932800		1.5964408114909307e+18	['528674835', '1124345151642587136']	
1596493901430652928	@luke_drennan You know those stories about the solider that never knew the war was over and kept his post everyone forgot about? I’m still on lockdown and refuse to accept calls	1428720872282591240	432493821.0		['432493821']	1.5964776980078633e+18
1596493901774589953	RT @LukeJohnsonRCP: Brilliant article describing how a left wing govt refused to lock down and achieved far better results than most places…	315720360		1.59542675469235e+18	['86095091']	
1596493901845516288	RT @songpinganq: JUST IN - Lockdown in Wuhan tonight: welding apartment building gates https://t.co/A5vSory7xK	2842851154		1.596199497520005e+18	['1374317368361447434']	
1596493902562869248	"RT @kacdnp91: Dr. Malone: Ron Johnson’s COVID-19 Hearings Will Disseminate Left’s COVID-19 Lies And Manipulation

Malone is NOT controlled…"	904782823164346368		1.5963618553748849e+18	['1180955037301915649']	
1596493902399275008	"D.C. Public Schools to Force Coronavirus Tests After Thanksgiving https://t.co/niRNVnLVWP via @BreitbartNews 

Makes a lot of sense. If you are a MORON!"	1585999691984035841			['457984599']	
1596493902948679680	"RT @ClareCraigPath: Kathy Gyngell (who remains silenced by Twitter) writes on BMJ's latest:

""The authors of this vile calumny betray thems…"	722181940800045056		1.5964886646995272e+18	['1302978006441492481']	
1596493902944477185	@realCarrickRyan His covid restrictions were like banning playgrounds, fining a man on a jog who stopped for a kebab. People hate lnp and their incompetence more and they’re happy to put up with dan	1301866054839185409	1.3018660548391854e+18		['927305017916141570']	1.5964936886658703e+18
1596493904991305728	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	282913594		1.596151300798165e+18	['337808606']	
1596493905419182081	RT @a_longhurst: We are being desensitized to think that collective actions (#BringBackMasks) don’t have broad benefit for the common good.…	1564606549913370629		1.5959950258294292e+18	['2569219368']	
1596493905742254086	RT @ConceptJenius: The suggestion that EDTA in the AZ vaccine maybe beneficial and planned to help chelate arsenic is the most bizarre theo…	1484508550705692673		1.596448371119911e+18	['1393662132571488262']	
1596493906338021378	"RT @hugh_mankind: Dr. Mike Yeadon: “I Didn’t Do My Homework” — “I’m Ashamed That I Was Pro-Vaccine” 

“I certainly, when I was in [the phar…"	724529046		1.596168161136898e+18	['256057148']	
1596493907197841408	RT @Jacobbe79601492: This is an absolute must-read piece by @WritesBright superbly unpacking the anatomy of the widely discussed PPE Procur…	575409576		1.5961840162938757e+18	['1239526746724151296', '2737003958']	
1596493907453702144	@jhoey38332930 @SHIB_gold Join this platform and start working from home interested members should click on link below to start immediately👇🏻👇🏻👇🏻https://t.co/4sBkx2UFNr	1527316117466730499	4586619984.0		['4586619984', '1511147410587746308']	1.5963595199696077e+18
1596493907608875008	@MrJerryGoode US news today zeroed-in on an anti-lockdown protest in China. You can be sure we won't miss a chance to trumpet any difficulties China experiences, all while we sicken &amp; die from covid without a word.	345735308	8.21751272004993e+17		['821751272004993025']	1.5963995438848655e+18
1596493908347072513	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1528912159501082624		1.5961151268093993e+18	['833100331']	
1596493908594286595	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1472033475083517953		1.5964569439329567e+18	['975200486']	
1596493908628090881	"@Twitter @ElenbaasHier ✌️🙏 Hi Liza Laxamana Mangubat
I Support the Covid19, Planet, Earth, Moon, Global Sky Social distancing face mask I want to work together System Engineering Architecture 
Medicare, Innovation Sciences Technology Climate Change Summit Blueprints Global"	1537951882240737280	783214.0		['783214', '1551146624294035456']	1.580675180602413e+18
1596493909383090176	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1715868469		1.5964351920208773e+18	['1552407495255199745']	
1596493909576019968	@LeilaniDowding @sportbible Hollow gesture ,but also obscene flaunting such wealth during the cost of lockdown crisis	1467876861157990403	1.138519199289086e+18		['1138519199289085952', '435225922']	1.596283309981864e+18
1596493909466566656	RT @CheriJacobus: Thanks to @JoeBiden, freezer trucks are now to transport our Thanksgiving turkeys, holiday briskets, and hams, instead of…	136733181		1.5961591987309978e+18	['467726691', '939091']	
1596493910138064896	"RT @DrJBhattacharya: ""Emily Jo was never warned of the myocarditis risk or informed about the risk-benefit profile. “When I took Aiden to g…"	1535646984576684033		1.596200183297024e+18	['1427361863830949908']	
1596493910679117824	RT @Jennyflower: I can't even begin to imagine what kind of person you could be to skim tens of millions off the Government during a pandem…	716373548391120897		1.5960520176630497e+18	['19233522']	
1596493910670725120	"@AcrytearsMag @UltraGlamma @kimmsue70 @MagaPhoenix73 @mtsand3 @tip_ct @Trumpster20 @TastyMorsel6 @MTStringer1 @missled2u @Flattielover @KleeOntheRight @WebGuyTV @H2Ofountains @angry_mema @CRogers1973 @TruByte @JonRFleming @EducatingTrump2 @AntWindmill @Kelledin @VinceGottalotta @Blueresin1 @AngryFleas @Sh9p @Polane23 @Mickmazzo @Synyster63 @DigiMalice @MistressRedWasp @bubblebeard61 @Missy8008135 @TrumpLOST5 @IanB_67 @Manny_Street @SueHend73444210 @LordButters22 @JoeyBag59089602 @CDibroi @Caperloo5 @LiberalLeveler @larrywright @Maxamegalon2000 @Amythist502 @Trumpcrazytrain @TheBigGuyIsJoe @KathleenWinche3 @Pr0Truthh @elonmusk He ran his campaign on the wall.. no wall.

He ran on infrastructure and healthcare. He couldn’t get anything through Congress. 

No gun reform laws after Vegas and El Paso shootings. 

And then Covid. 

He was an observably bad president."	1566823042361315328	1.2192796380626084e+18		['1219279638062608385', '1585809094136549379', '1589773765566660609', '1594006318326730753', '85612050', '1328031228629487623', '826205716620808192', '1488945164597014541', '1319011819420323847', '3006898359', '346154820', '4100661015', '11350202', '3430649207', '4603206381', '1495138491310690313', '925632235', '836563260153425921', '1261978725006086145', '1544549121700155392', '488779587', '2904460977', '1440823869565063169', '1246805790775816194', '298204445', '1497776567359000581', '1519307498636914688', '1330160435144912903', '1024016143256879105', '293613057', '612336633', '1513958941536886787', '1325071101744001025', '1502580650028990465', '948612781732958208', '938400995159265280', '1213990768437678080', '1519069845555458049', '1581081332679049216', '1450654714366873611', '1581861057299189760', '10286', '14165481', '4717374022', '843329439362502656', '1552782479408242688', '749931649945767936', '296341585', '44196397']	1.596493564778791e+18
1596493911056592903	@HitchenPiles @ihftid @Nuge1801 @Kevin_Maguire Might not be the cleverest bloke in the country but also not dumb enough to become a recruit of the mass psychosis. I have a 0.02% chance of dying from COVID and a 0% chance of death or injury from the jabs.	742629806	1.5806390642686198e+18		['1580639064268619776', '187651211', '1549745794072338432', '60886384']	1.596491723601236e+18
1596493911274696705	"RT @wsbgnl: Over 175,000 working age adults have died of covid since Biden took office

https://t.co/2oUXZRO34c https://t.co/BU4jJzlDIi"	716735787535101952		1.5963562271557673e+18	['1143908639876485120']	
