tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	quoted	retweeted
1596343900427681794	@invisiablegirl1 @WADeptHealth Are there studies that show Covid-19 being spread/present in Breastmilk?	1424883177190039555	1.5889023433656074e+18	1.5963435067251098e+18	['1588902343365607424', '59545968']		
1596343902352551936	tbh I’m not vaccinated cause my mom never kept up with the schedule lmao but yeah fuck vaccines, my babies will be untouched https://t.co/klkkvPR3Wi	1188830252845322240				1.5962273100255846e+18	
1596343902621024260	"RT @INTERNETKAISER: reminder that this is what all of our ""western liberal democracy"" regimes have in mind for us"	4268670137			['1178054346669469696']		1.596145668984275e+18
1596343902621298688	"@trumpNOmore333 @AlexD5288 @steve0012345 Have you been or studied China? Do you understand the level of control they have?

Hint, it is not Wisconsin.

https://t.co/0nrzo3TVBf"	188369814	121277057.0	1.5963428681713172e+18	['121277057', '1339646234278150150', '1320772891185655810']	1.5963107699515474e+18	
1596343903619534854	@Chesschick01 Since flu vaccines (were making the rich richer). I watched people line up to get flu shots year after year only to get the flu!  And then hear medical community say oops we got the wrong variant. It was then I learned vaccine credibility was marginal at best. But phama got rich.	1511361632584310792	36134346.0	1.596216988145025e+18	['36134346']		
1596343903791226884	"@AdamKinzinger @Liz_Cheney @GOPLeader Tfg's crimes against humanity

400K COVID deaths (+3x # of deaths)
Doxed secret agents (executed)
Released 5K Taliban-our military &amp; Afghanis
Colluded w/Putin - invade Ukraine
Colluded w/Saudi Arabia re: OPEC
SA paid Kushner $2B
Twitter deal-give SA access/election interference"	1852367598	18004222.0	1.596326446418776e+18	['18004222', '98471035', '19739126']		
1596343904538066944	so far the most upsetting part of covid is rae and rena not bringing me cookies cause THEY DON'T LIVE HERE ANYMORE	1448439631842709506					
1596343904370298880	Dr. @JeromeAdamsMD literally said, “[Trump] is healthier than what I am,” and that during Covid “What you're gonna do in Seattle is going to be different than what you're going to do in Jackson, Mississippi.” Maybe better doctors are getting the jobs.  https://t.co/iM407mMYtJ	5519532			['488950348']		
1596343905251102725	@LunarEspeon Mormons are strugglin since Covid 🤣	377433898	1.473319453295321e+18	1.5961519632127795e+18	['1473319453295321089']		
1596343905745833984	black friday sales ain’t been the same since that pandemic	2855801465					
1596343906131922945	@OilBeak I'm actually willing to entertain that there might be some impact from mass vaccination of a novel vaccine using a novel technique. They lose me when they wholly attribute rising adverse health effect to the vaccine instead of the goddamn dangerous virus surrounding us.	1083685812	254344867.0	1.596318618593407e+18	['254344867']		
1596343906190635008	@SincDavidson @DavidLeyonhjelm @_HelenDale I recall anti-lockdown events bordering on riots. Attacks on police horses; being jostled as I sought to shop.	51681059	376700914.0	1.5963352683948605e+18	['376700914', '1845164558', '1879577221']		
1596343906437718016	RT @buckleyswartz: RSV, covid and flu push hospitals to the brink — and it may get worse https://t.co/zkCzJb2eCE	1376011831			['31897231']		1.596323492605182e+18
1596343906534576134	RT @LauraMiers: It has been a full year since I made this thread, but very little has changed. This is spot on:	67612531			['170280910']		1.596311912047956e+18
1596343907545387008	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	1575155107796238336			['15392486']		1.5960706938208297e+18
1596343907515879425	"@jogginsboy @theblaze Yup. Nothing to see here.  Just the jab not working again as someone catches it for the second time in 2022.

https://t.co/LyP9wDlUFD"	16066112	83916695.0	1.5952213394802278e+18	['83916695', '10774652']		
1596343908514279424	RT @colonelhogans: Angry with Daniel Andrews? History proves that if Gladys Berejiklian had locked down the rich in Sydney’s east early, Co…	1548233524746289153			['341327946']		1.5962126720304415e+18
1596343909244076032	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	18445484			['28197128']		1.5962430017347502e+18
1596343909432664064	RT @TomFitton: Court rejects San Diego school district's COVID vaccine mandate https://t.co/3EruGFXZbM #FoxNews	1283593704402497537			['18266688']		1.596239833432744e+18
1596343909235687424	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	1634208277			['1374317368361447434']		1.5960601631230648e+18
1596343910342701056	"RT @rd20082022: Why no COVID-19 test was performed on Sushant? Apparently they knew beforehand that he didn't step out of his house.
Pendri…"	1347873997547991040			['1476424198557896707']		1.5963356876235366e+18
1596343910955069442	@Upekkha10 @Balgor11 @nursekelsey Long covid pre-dates vaccine deployment globally.	1367842325444104197	1.252435376645591e+18	1.5962593423695094e+18	['1252435376645591040', '723311329994375168', '22030045']		
1596343910250356736	"$CEMI. ""BUY UNDER .35!!!
""Shorts are trapped!!!""
Not enough volume to exit here.

When Chembio receives a C.L.I.A. waiver for its dual HIV-SYPHILIS test which allows it to be sold to 250K C.L.I.A. labs the share price triples.

Early Christmas gift.
🎄🎅🎁🎄🎅🎁🎄🎅🎁🎄🎅🎁 https://t.co/0Uqzzjp3Pb https://t.co/zWXjant4Wd"	50463387				1.5963361326937293e+18	
