tweet_id	text	author_id	in_reply_to_user_id	quoted	replied_to	mentions	retweeted
1596409820281597952	Yet they wonder why we don’t take them seriously. https://t.co/6DDMUft0ww	754710496201191426		1.5961884750403666e+18			
1596409821783535623	Shershah had the best wom post pandemic and they released it on ott... https://t.co/xtfo7wOIg5	741293214687232001		1.596409181636264e+18			
1596409821880016897	@comm61660357 @TheoNNN22 @prima__facie Yeah, Foxconn really botched the COVID protocol and workers salaries. They promised workers bonuses then reneged. Also, they didn’t follow the policy and were housing COVID positive cases with those that tested negative. Recipe for disaster. The salary part started the riots.	1187038010660941824	1.4933228154030858e+18		1.595918943088173e+18	['1493322815403085838', '1465318509089628165', '190336357']	
1596409822983098370	"RT @OxfordSevenStar: Global Denunciation of the CCP-111

Steve Bannon Posting on #GETTR：#CCP in Crisis: The draconian response to the virus…"	1287284829420044288				['1574564787555803136']	1.596155006390272e+18
1596409825239658498	"@akheriaty US media spin &amp; repack as AntiChina as usual.
 Its a Foxconn Factory (iPhones...)with its workers fighting for their wages.

https://t.co/1BhehVUcL4"	1099645918201053184	54322957.0	1.596191827136516e+18	1.596015084303569e+18	['54322957']	
1596409825487118336	RT @rising_serpent: Fauci's friend convinces him that CCP, the people responsible for the pandemic, are trustworthy and we should do as the…	1574517223854678019				['879548970082721792']	1.5964071864058716e+18
1596409825742966785	"RT @AITCofficial: COVID-19 has claimed countless lives but we cannot let it deter us!

We must be resolute in our commitment to democracy.…"	1323497581578612736				['290452792']	1.5961371850861814e+18
1596409826912804864	RT @AbduwelA: What happened Nv 24 in Urumchi, two Uyghur girls telling from the beginning of the lockdown, what difficulties they were in a…	146509596				['1076925599074172928']	1.596122422587011e+18
1596409828225826818	"RT @visegrad24: China reports 35,183 new infections today, the biggest one-day increase on record.

Lockdown-policies are returning to many…"	217739228				['1222773302441148416']	1.59638362992375e+18
1596409828318277634	RT @david_conn: 'The yacht, the wedding and £29m'; longer read here on the Conservative peer Michelle Mone’s life during the Covid crisis,…	30004310				['89236161']	1.5954893903563162e+18
1596409828846768128	@jjingle3 @JustSomeLady_ @itsJeffTiedrich Thanks to trumps operation Warp Speed which produced 2 vaccines in under 10 months… and liberals worshipped those vaccines 😂	1587670645613416449	43029474.0		1.596307698718761e+18	['43029474', '1368235068871700482', '1009577803304656896']	
1596409830067109889	"RT @Bibi58558618: @ichudov @Charles04144986 @JikkyKjj Jikky: ""Bookmark this tweet. 
Sapan Desai  holds the key to the whole #covid19 story.…"	1592293595477942274				['1289829683358384128', '26239840', '1389000622737960964', '1462740504664162306']	1.5079360886815007e+18
1596409830415155200	RT @david_r_morgan: It's not the vaccines that are causing heart attacks, blood clots and strokes, it's anti-vaxxers who are making people…	1460616714				['1108431749820882947']	1.5962386781703578e+18
1596409830511906817	@myrabatchelder If you are fully vacinated and boosted, and wearing a K/N 95 mask, and attempt to keep your own distancing, your chances of a moderate to severe case of COVID is slim.  Unless you are immunocompromised.	1245799407087489024	87358629.0		1.5962891361716797e+18	['87358629']	
1596409830788329472	@GeorgeGammon oh, it's just the post-lockdown fat, I'm sure the 2023 ads will be skinny again :D	1530507063029207040	246621297.0		1.5962354761845023e+18	['246621297']	
1596409832575492097	"RT @just_sham_it: Nairobi blues.
These are all photos of Nairobi I’ve taken at different times from different places. This city remains a m…"	1457922431516127235				['39604869']	1.5957873139420774e+18
1596409832973955073	"Inflation which we managed to bring
down from 15.4 percent at the end of 2016 to 7.9 percent at the end of 2019 and
remained in single digits till the pandemic hit in March 2020 is now 40.4 percentage
#KenNkwaBudget
#KenEconomicPlan"	1470654879525916676					
1596409834894921728	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	943493997015822341				['914588454']	1.5962501084331459e+18
1596409834479706113	"@MSNBC COVID-19 vax rates remain low in most countries in Africa. As of July 2022, only 24.4 percent of the population had received ""at least 1 dose"", so far few have had more than just the 1st dose.
You geniuses should research the death rates on a continent which is smarter than you. https://t.co/YLIgs18sN3"	1558277651202093058	2836421.0		1.5963984793784812e+18	['2836421']	
1596409835050119168	"RT @bobscartoons: I don't care where it came from.
I don't care how it got out.
I don't care how many times they release a virus/chemical t…"	86482235				['118044673']	1.5961607952341647e+18
1596409835280400384	@g_makuachukwu3 CITY BOY IS IN THE CITY TO LOCKDOWN THE CITY❣️✌️💯	1577905812307058688	1.556172058488447e+18		1.5964012718749204e+18	['1556172058488446976']	
1596409835213717504	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	566303783				['1358074263052439554']	1.5959211358325391e+18
1596409836677529601	RT @ministersdaug: @LayahHeilpern I made the Moderna vaccine. I knew it was bad when my employer and Moderna wouldn’t allow employees to se…	1497886103340302336				['1562760198527545344', '455937214']	1.596154156666196e+18
1596409839944859649	RT @EthicalSkeptic: With the physiological damage from the Covid Final Solution... will we observe to even greater extreme - a mass dissona…	1593513075520557058				['2704681687']	1.5912042501885379e+18
1596409841764876289	RT @Reflect10709909: Even after the pandemic calms down, I'm going to still feel this special type of lonely for the rest of my life knowin…	892272535328268288				['1483864465011625988']	1.5963068662121513e+18
1596409842318848003	@WhiteHouse ORDER @PVAZ_NL / @USSupremeCourt @UN: out of RESPECT for our LIBERATORS to regard the @wef as the AXIS of EVIL! To STOP #STUPID19: THE GREAT GENOCIDE. Otherwise the FAKE judges will have to be sentenced to LIFE imprisonment by the @IntlCrimCourt https://t.co/aYVkc9RBFi @FoxNews	1493221105200508928	1.3237302250673398e+18	1.5775476080206152e+18	1.596292685320827e+18	['1323730225067339784', '1493221105200508928', '17912982', '14159148', '5120691', '61731614', '1367531']	
1596409842872520704	"RT @KimDotcom: The vaccines now kill more people than Covid? Look at the EU death numbers for the last 5 months:

155,343 above average dea…"	1335228950478540801				['611986351']	1.5959232960881009e+18
1596409842859646977	RT @Winnie_Byanyima: Violence against women &amp; girls is our individual and collective shame—a gross violation of human rights happening on a…	1505072257667944451				['355696940']	1.5961297060381532e+18
1596409844113833984	"RT @missdynamite74: @MyBoxerLuvMac1 💔KING #NYCACC 4YO
SICK WITH PNEUMONIA 😢
SWEET,GENTLE +WANTS A LOVING PERSON 2 LAY ACROSS YOUR LAP+BE LO…"	538522264				['319353810', '1214648962491269125']	1.595753784671699e+18
1596409844218531841	RT @PrfChrisPainter: Feeble attempts by @michaelgove and other ministers to justify VIP fast lane for awarding PPE contracts because of exi…	1206313775701413891				['1163468033588957184', '748453510048518145']	1.5961357011875308e+18
1596409843732353024	"Meet our stalls
Stall 12
''I write children's wellbeing picture books.  I started writing in October 2020 in lockdown to help alleviate anxiety of changes in their life as I could see it was dampening the children's spirits, making them nervous to put themselves back out there'' https://t.co/NnqtrSUbfV"	784036054215057408					
1596409844730277890	"@agargmd @NutritionMadeS3 You Mengeles killed 15 million by denying early, safe, effecting treatments to mint pHarma billionaires. #Nuremberg2 coming for you organized criminals. Medicine is dead.
https://t.co/Ov1y1Pq632"	1489027961986584576	43326045.0		1.5961303043720643e+18	['43326045', '1039009161269338113']	
1596409846089146368	"Spicy twitter: Uugghhh so sweaty from working out 🥵😏😏
Reality: I can't feel my feet and my shoulders hurt from walking home with groceries. Kill me."	1146354486060781568					
1596409846777401344	RT @danaparish: FYI: These are THE LIES 🤥 they tell in order to divert your attention from the 40% increase in deaths among working-aged pp…	123035228				['89243448']	1.5955628694828892e+18
1596409848144760832	RT @EricTopol: This week's CDC genomic update shows that 57% of new cases are due to BQ.1/BQ.1.1 variants as BA.5 fades and small increases…	3375072193				['86626845']	1.5961781009029734e+18
1596409848295731200	"RT @PierreKory: Poor woman dies 7 minutes after her booster… while still in the drugstore.  

Article states that the Coroner concluded tha…"	499423390				['2163723997']	1.5962960706858967e+18
1596409848333094912	RT @JChengWSJ: Bloomberg: China’s lack of intensive care hospital beds leaves the nation facing a slow exit from Covid Zero, likely stretch…	1507914241562464257				['382788364']	1.5963834994637742e+18
1596409848987799552	"RT @SkogNymfe: Would you drink dirty water without filtering it? 
Why do you think its OK to breath dirty air without filtering it? 
#WearA…"	865784763994341376				['1270812060201320448']	1.5963581041655398e+18
1596409849985761280	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1577734628546428939				['1577761560394665984']	1.596231410502738e+18
1596409852670382081	@freedomellis @JaneGreytweets @RubyBillings7 @ColetteMandin You are proving the fallacy of most mask research right here - anti maskers point at studies showing they have negligible effect yet most in the study won’t have worn them properly and some even just cloth masks. Those who wear n95 properly in high risk situations are protected	925240963	1.5879714652486574e+18		1.5964025122567168e+18	['1587971465248657409', '1293837794771496963', '1521336878204555264', '636649732']	
1596409853173706752	RT @BKpat_t: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return flig…	1159501730876293120				['4250793553']	1.5964094773640765e+18
1596409855522541569	RT @ezralevant: Flashback: Trudeau's lockdown.	32203759				['20878297']	1.5962270682449306e+18
