0.25,100,10,5,false,0.07313999395898566,31.364020782460358
0.25,100,10,5,false,0.1304495644429132,17.55054554555298
0.25,100,10,5,true,4.536479844916572,2.494842581636941
0.25,100,10,5,true,0.9430403296682511,3.075925258778913
0.25,100,10,5,true,0.8936041648142402,3.4633665195273604
0.25,100,10,5,false,0.09059690039157395,29.100215234767163
0.25,100,10,5,true,0.18387584489146094,6.875825554232788
0.25,100,10,5,false,0.04200322168982394,29.217692409684613
0.25,100,10,5,false,0.11998322048972797,14.877129658694681
0.25,100,10,5,false,0.05066410518650936,33.70254519037228
0.25,100,10,5,false,0.07063447986734994,21.73444609228007
0.25,100,10,5,false,0.051444913790566274,17.36745466510608
0.25,100,10,5,false,0.06548075224482672,20.887409298086276
0.25,100,10,5,true,0.878029331155746,3.957446344932952
0.25,100,10,5,true,0.3448103724347769,6.064811992359842
0.25,100,10,5,false,0.0765475982261723,23.068973736313115
0.25,100,10,5,true,0.5372158132903575,3.653767058241213
0.25,100,10,5,false,0.1252800326862859,20.057074275012912
0.25,100,10,5,false,0.048433743910377906,27.908243835819704
0.25,100,10,5,false,0.10395364672433498,15.937575080715188
0.25,100,10,5,true,1.0842869298425448,2.883076415826702
0.25,100,10,5,false,0.057274831918458446,28.155826107318536
0.25,100,10,5,false,0.08386156370186602,11.414292795707295
0.25,100,10,5,false,0.042577887220716724,34.9394203176829
0.25,100,10,5,true,1.6689857471647171,2.49783360015156
0.25,100,10,5,true,2.0352790685088715,2.905285576075611
0.25,100,10,5,true,0.2564758328505509,6.046802615005308
0.25,100,10,5,false,0.06519987523664458,33.81953015303869
0.25,100,10,5,false,0.08688721710761035,11.050996195622075
0.25,100,10,5,true,11.225854062142218,1.5637872461373448
0.25,100,10,5,false,0.06854742083006554,30.20508435794831
0.25,100,10,5,false,0.058018244599489135,20.31318260788118
0.25,100,10,5,false,0.07968612012517146,19.8613697336289
0.25,100,10,5,false,0.09099783490459602,22.6008726856105
0.25,100,10,5,false,0.042704479701351744,40.12195295738762
0.25,100,10,5,true,18.288935764154626,1.2386366135458897
0.25,100,10,5,false,0.05246574792683587,36.923396660706054
0.25,100,10,5,false,0.07487567495282592,23.042909335501058
0.25,100,10,5,true,4.200876815217567,2.294334290685112
0.25,100,10,5,false,0.12280890212033135,20.41056006534872
0.25,100,10,5,false,0.06246074932470149,13.214178576307209
0.25,100,10,5,false,0.08571138877267444,27.68037670531441
0.25,100,10,5,false,0.059485958827547834,22.86220623689969
0.25,100,10,5,true,0.2883220155030272,7.71566216548577
0.25,100,10,5,true,0.9985218883499384,2.43977656845686
0.25,100,10,5,false,0.08845345153441157,17.939353944361912
0.25,100,10,5,false,0.07393372903289677,19.05414181469742
0.25,100,10,5,true,2.542011644215558,1.451338117704027
0.25,100,10,5,false,0.06794386778361514,19.881775226113856
0.25,100,10,5,true,1.615942725189555,3.4339099047050565
0.25,100,10,5,false,0.0621238741895329,23.34505359690613
0.25,100,10,5,true,1.1149139209305006,2.316059304369686
0.25,100,10,5,false,0.05265209444208945,33.2004713419759
0.25,100,10,5,false,0.04339780584183249,23.988730727924235
0.25,100,10,5,false,0.05024175271658991,28.139699629348286
0.25,100,10,5,true,0.4569987223947719,3.971452095787607
0.25,100,10,5,false,0.12713825195366035,9.149514301644741
0.25,100,10,5,false,0.076434995372619,24.673731535539474
0.25,100,10,5,true,4.166522212113474,1.5150726877941998
0.25,100,10,5,true,1.2424473409115642,3.076962614698261
0.25,100,10,5,false,0.057119980810458784,29.681226369332713
0.25,100,10,5,true,1.7935344136982667,1.9793517321115746
0.25,100,10,5,true,0.19964519835285496,4.273621083887961
0.25,100,10,5,false,0.06804705035203303,20.585487962362937
0.25,100,10,5,false,0.07577348250435305,14.692475060277644
0.25,100,10,5,true,0.25647476802337077,6.046822673311892
0.25,100,10,5,true,0.6048196611335506,3.811991349177863
0.25,100,10,5,true,0.4562846808581196,4.985243432482144
0.25,100,10,5,false,0.09798354182532615,25.040926250526432
0.25,100,10,5,true,4.200867287934742,2.2943349687492693
0.25,100,10,5,false,0.04510722198761169,20.071793330239807
0.25,100,10,5,false,0.0553209104554979,19.0321361827451
0.25,100,10,5,true,0.4569984908332176,3.9714534289852215
0.25,100,10,5,false,0.04787318109130215,26.68179122778839
0.25,100,10,5,false,0.06562429876208042,18.352445058200594
0.25,100,10,5,false,0.06741971443190985,16.730255629700558
0.25,100,10,5,true,1.1551002140384212,3.8175725823767315
0.25,100,10,5,true,0.537216004235034,3.6537662048454753
0.25,100,10,5,false,0.08266397914679054,25.947267547751476
0.25,100,10,5,false,0.04316200001422367,28.517954644063376
0.25,100,10,5,true,0.3509814542710294,6.551803204322971
0.25,100,10,5,true,0.9430403223884337,3.075925271089576
0.25,100,10,5,true,0.30651345178354034,4.231519747667809
0.25,100,10,5,false,0.1355301423657611,10.849690081424486
0.25,100,10,5,true,0.2801181716141539,3.9266575332622757
0.25,100,10,5,true,0.2175301921969114,5.357942622828682
0.25,100,10,5,true,0.2790573389723689,6.335133051527805
0.25,100,10,5,false,0.08595588778943014,18.414491802124754
0.25,100,10,5,false,0.06932934571448064,33.829385741430734
0.25,100,10,5,true,0.5372158327943906,3.6537669716988925
0.25,100,10,5,true,0.4420205110347337,4.1604983667823285
0.25,100,10,5,false,0.04379695682613892,21.43199797891525
0.25,100,10,5,true,0.47230111748046355,7.552165337208093
0.25,100,10,5,true,0.5129449686914233,2.6079837029809005
0.25,100,10,5,true,1.2291203291184267,2.2182294886309486
0.25,100,10,5,false,0.06731736288192498,27.924622527573963
0.25,100,10,5,true,14.26859555022127,2.0772115738937806
